year,canton,diseasesGroup,diseases,species,count
2004,AI,Epidemics to be supervised,Cryptosporidiosis,Cattle,4
2004,VD,Epidemics to be supervised,Q fever,Goat,1
2004,ZH,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,1
2004,BE,Epidemics to be supervised,Neosporosis,Cattle,1
2004,FR,Epidemics to be fought,American foulbrood of honey bees,Bees,10
2004,VS,Epidemics to be supervised,Q fever,Cattle,2
2004,TG,Epidemics to be eradicated,Scrapie,Sheep,1
2004,ZH,Epidemics to be fought,Salmonellosis,Cattle,2
2004,SG,Epidemics to be fought,Enzootic pneumonia of swine,Pig,12
2004,VS,Epidemics to be fought,American foulbrood of honey bees,Bees,14
2004,ZG,Epidemics to be supervised,Cryptosporidiosis,Cattle,1
2004,SG,Epidemics to be supervised,Listeriosis,Cattle,1
2004,OW,Epidemics to be supervised,Enzootic abortion of ewes,Goat,1
2004,TI,Epidemics to be fought,Caprine Arthritis-Encephalitis,Goat,3
2004,AG,Epidemics to be fought,Warble infestation,Cattle,1
2004,AI,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,5
2004,ZH,Epidemics to be fought,Salmonellosis,Horse,1
2004,VS,Epidemics to be fought,European foulbrood of honey bees,Bees,2
2004,ZH,Epidemics to be fought,Salmonellosis,Snake,5
2004,GR,Epidemics to be supervised,Q fever,Goat,11
2004,FR,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Goat,1
2004,LU,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,3
2004,ZH,Epidemics to be fought,European foulbrood of honey bees,Bees,2
2004,VD,Epidemics to be fought,Salmonellosis,Dog,2
2004,VD,Epidemics to be fought,Paratuberculosis,Cattle,2
2004,LU,Epidemics to be fought,European foulbrood of honey bees,Bees,3
2004,GR,Epidemics to be supervised,Malignant catarrhal fever,Cattle,12
2004,NW,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,3
2004,ZH,Epidemics to be fought,Salmonellosis,Sheep,2
2004,LU,Epidemics to be supervised,Maedi-visna,Sheep,1
2004,GR,Epidemics to be fought,Warble infestation,Cattle,1
2004,BE,Epidemics to be fought,Salmonellosis,Cattle,3
2004,GR,Epidemics to be fought,Sheep mange,Sheep,16
2004,BL,Epidemics to be fought,Salmonellosis,Snake,1
2004,SO,Epidemics to be fought,American foulbrood of honey bees,Bees,3
2004,ZH,Epidemics to be fought,Sheep mange,Sheep,1
2004,FR,Epidemics to be supervised,Cryptosporidiosis,Cattle,8
2004,GR,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,24
2004,SZ,Epidemics to be supervised,Malignant catarrhal fever,Cattle,8
2004,BL,Epidemics to be fought,Salmonellosis,Cattle,1
2004,SZ,Epidemics to be supervised,Enzootic abortion of ewes,Goat,1
2004,GL,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,2
2004,AG,Epidemics to be fought,American foulbrood of honey bees,Bees,3
2004,BE,Epidemics to be supervised,Blackleg,Cattle,5
2004,SG,Epidemics to be supervised,Listeriosis,Goat,1
2004,AG,Epidemics to be supervised,Listeriosis,Sheep,1
2004,JU,Epidemics to be fought,Caprine Arthritis-Encephalitis,Goat,1
2004,GL,Epidemics to be supervised,Malignant catarrhal fever,Cattle,1
2004,GR,Epidemics to be supervised,Q fever,Cattle,3
2004,FR,Epidemics to be fought,Paratuberculosis,Cattle,1
2004,BE,Epidemics to be fought,Salmonellosis,Chicken,1
2004,SG,Epidemics to be supervised,Listeriosis,Chicken,1
2004,VS,Epidemics to be fought,Caprine Arthritis-Encephalitis,Goat,6
2004,ZH,Epidemics to be supervised,Neosporosis,Cattle,1
2004,GR,Epidemics to be fought,Caprine Arthritis-Encephalitis,Goat,27
2004,BE,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Goat,1
2004,LU,Epidemics to be fought,Caprine Arthritis-Encephalitis,Goat,4
2004,ZH,Epidemics to be supervised,Malignant catarrhal fever,Stag,1
2004,FR,Epidemics to be fought,Caprine Arthritis-Encephalitis,Goat,1
2004,BE,Epidemics to be fought,Sheep mange,Sheep,3
2004,GR,Epidemics to be fought,European foulbrood of honey bees,Bees,1
2004,FR,Epidemics to be supervised,Trichinellosis,Lynx,1
2004,SZ,Epidemics to be fought,Sheep mange,Sheep,2
2004,GE,Epidemics to be supervised,Campylobacteriosis,Dog,3
2004,BE,Epidemics to be fought,Caprine Arthritis-Encephalitis,Goat,9
2004,AR,Epidemics to be supervised,Neosporosis,Cattle,1
2004,TI,Epidemics to be fought,Sheep mange,Sheep,11
2004,TI,Epidemics to be supervised,Enzootic abortion of ewes,Goat,4
2004,OW,Epidemics to be fought,Salmonellosis,Cattle,1
2004,VS,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,4
2004,SZ,Epidemics to be fought,Caprine Arthritis-Encephalitis,Goat,2
2004,LU,Epidemics to be eradicated,Scrapie,Goat,1
2004,NW,Epidemics to be supervised,Listeriosis,Sheep,1
2004,BE,Epidemics to be fought,Salmonellosis,Sheep,1
2004,VD,Epidemics to be fought,Salmonellosis,Snake,1
2004,NW,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,1
2004,SG,Epidemics to be supervised,Cryptosporidiosis,Cattle,2
2004,VD,Epidemics to be fought,Salmonellosis,Sheep,3
2004,TI,Epidemics to be supervised,Q fever,Goat,1
2004,NE,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,2
2004,TI,Epidemics to be supervised,Listeriosis,Sheep,4
2004,TG,Epidemics to be fought,Enzootic pneumonia of swine,Pig,6
2004,VD,Epidemics to be supervised,Campylobacteriosis,Monkey,1
2004,FR,Epidemics to be fought,Salmonellosis,Other pet,1
2004,FR,Epidemics to be supervised,Neosporosis,Cattle,2
2004,BE,Epidemics to be fought,American foulbrood of honey bees,Bees,13
2004,VD,Epidemics to be supervised,Cryptosporidiosis,Cattle,19
2004,SG,Epidemics to be fought,Swine actinobacillosis,Pig,7
2004,LU,Epidemics to be fought,Salmonellosis,Cattle,4
2004,LU,Epidemics to be fought,Salmonellosis,Pigeon,1
2004,SH,Epidemics to be supervised,Q fever,Cattle,1
2004,SO,Epidemics to be fought,European foulbrood of honey bees,Bees,33
2004,SG,Epidemics to be supervised,Malignant catarrhal fever,Cattle,8
2004,GR,Epidemics to be fought,American foulbrood of honey bees,Bees,32
2004,SG,Epidemics to be fought,Sheep mange,Sheep,1
2004,BL,Epidemics to be fought,Salmonellosis,Turtle,1
2004,VD,Epidemics to be fought,European foulbrood of honey bees,Bees,2
2004,SZ,Epidemics to be supervised,Neosporosis,Cattle,3
2004,JU,Epidemics to be supervised,Q fever,Cattle,1
2004,SG,Epidemics to be supervised,Ovine pulmonary adenomatosis,Sheep,1
2004,ZG,Epidemics to be fought,American foulbrood of honey bees,Bees,2
2004,LU,Epidemics to be fought,American foulbrood of honey bees,Bees,6
2004,AG,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,1
2004,BL,Epidemics to be supervised,Echinococcosis/hydatidosis,Dog,1
2004,BL,Epidemics to be fought,Avian infectious laryngotracheitis,Chicken,1
2004,UR,Epidemics to be fought,European foulbrood of honey bees,Bees,2
2004,ZH,Epidemics to be eradicated,Scrapie,Sheep,1
2004,TI,Epidemics to be supervised,Q fever,Cattle,1
2004,BE,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,88
2004,ZH,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Sheep,1
2004,ZH,Epidemics to be fought,Salmonellosis,Pigeon,2
2004,GR,Epidemics to be supervised,Q fever,Sheep,1
2004,BE,Epidemics to be fought,Avian chlamydiosis,Pigeon,1
2004,FR,Epidemics to be fought,Leptospirosis,Dog,4
2004,TI,Epidemics to be supervised,Listeriosis,Cattle,1
2004,ZG,Epidemics to be fought,Paratuberculosis,Cattle,1
2004,SO,Epidemics to be supervised,Proliferative kidney disease,Fish,1
2004,VD,Epidemics to be fought,Enzootic pneumonia of swine,Pig,2
2004,AR,Epidemics to be supervised,Cryptosporidiosis,Cattle,1
2004,NW,Epidemics to be supervised,Enzootic abortion of ewes,Goat,1
2004,AG,Epidemics to be supervised,Malignant catarrhal fever,Cattle,3
2004,AR,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,6
2004,ZH,Epidemics to be supervised,Yersiniosis,Other pet,1
2004,SO,Epidemics to be supervised,Malignant catarrhal fever,Cattle,1
2004,UR,Epidemics to be fought,Enzootic pneumonia of swine,Pig,1
2004,VD,Epidemics to be fought,Caprine Arthritis-Encephalitis,Goat,1
2004,AG,Epidemics to be eradicated,Scrapie,Sheep,1
2004,VD,Epidemics to be fought,Avian infectious laryngotracheitis,Chicken,2
2004,FR,Epidemics to be supervised,Listeriosis,Sheep,1
2004,FL,Epidemics to be supervised,Listeriosis,Sheep,1
2004,AR,Epidemics to be supervised,Maedi-visna,Sheep,1
2004,SG,Epidemics to be supervised,Q fever,Cattle,2
2004,BE,Epidemics to be supervised,Teschen disease,Pig,1
2004,BE,Epidemics to be fought,Swine actinobacillosis,Pig,1
2004,JU,Epidemics to be fought,American foulbrood of honey bees,Bees,2
2004,BE,Epidemics to be fought,European foulbrood of honey bees,Bees,108
2004,SG,Epidemics to be supervised,Neosporosis,Cattle,2
2004,LU,Epidemics to be fought,Paratuberculosis,Cattle,1
2004,LU,Epidemics to be supervised,Cryptosporidiosis,Cattle,13
2004,SZ,Epidemics to be supervised,Listeriosis,Cattle,1
2004,FR,Epidemics to be fought,Salmonellosis,Lizard,1
2004,GE,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,1
2004,TI,Epidemics to be supervised,Listeriosis,Goat,4
2004,ZH,Epidemics to be fought,Salmonellosis,Dog,5
2004,BE,Epidemics to be fought,Avian infectious laryngotracheitis,Chicken,3
2004,TI,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,8
2004,SG,Epidemics to be fought,European foulbrood of honey bees,Bees,1
2004,ZH,Epidemics to be fought,Avian infectious laryngotracheitis,Chicken,2
2004,FR,Epidemics to be supervised,Q fever,Cattle,8
2004,AI,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,1
2004,SG,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Goat,1
2004,FR,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,6
2004,ZH,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,1
2004,LU,Epidemics to be fought,Avian chlamydiosis,Parrot,1
2004,LU,Epidemics to be fought,Enzootic pneumonia of swine,Pig,10
2004,SZ,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,1
2004,SZ,Epidemics to be supervised,Q fever,Cattle,1
2004,SG,Epidemics to be fought,Paratuberculosis,Cattle,2
2004,JU,Epidemics to be fought,Avian chlamydiosis,Parrot,2
2004,VD,Epidemics to be supervised,Campylobacteriosis,Dog,2
2004,BL,Epidemics to be fought,Enzootic pneumonia of swine,Pig,2
2004,GR,Epidemics to be fought,Paratuberculosis,Cattle,3
2004,ZH,Epidemics to be supervised,Echinococcosis/hydatidosis,Dog,2
2004,JU,Epidemics to be eradicated,Infectious bovine rhinotracheitis,Cattle,1
2004,AR,Epidemics to be supervised,Malignant catarrhal fever,Cattle,2
2004,JU,Epidemics to be supervised,Neosporosis,Cattle,1
2004,ZH,Epidemics to be supervised,Q fever,Goat,1
2004,FR,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,1
2004,SZ,Epidemics to be fought,Paratuberculosis,Cattle,2
2004,AG,Epidemics to be fought,Avian chlamydiosis,Parrot,1
2004,BL,Epidemics to be supervised,Proliferative kidney disease,Fish,2
2004,ZH,Epidemics to be fought,Paratuberculosis,Goat,1
2004,SG,Epidemics to be fought,Caprine Arthritis-Encephalitis,Goat,5
2004,ZH,Epidemics to be supervised,Malignant catarrhal fever,Cattle,2
2004,GR,Epidemics to be supervised,Blackleg,Cattle,3
2004,ZH,Epidemics to be fought,Salmonellosis,Lizard,7
2004,SG,Epidemics to be fought,Warble infestation,Cattle,1
2004,LU,Epidemics to be supervised,Malignant catarrhal fever,Cattle,3
2004,SG,Epidemics to be fought,Salmonellosis,Cattle,2
2004,FR,Epidemics to be supervised,Campylobacteriosis,Dog,1
2004,AR,Epidemics to be fought,Enzootic pneumonia of swine,Pig,1
2004,NE,Epidemics to be fought,Salmonellosis,Snake,2
2004,SG,Epidemics to be fought,Salmonellosis,Other pet,1
2004,LU,Epidemics to be supervised,Neosporosis,Cattle,7
2004,ZH,Epidemics to be supervised,Q fever,Cattle,1
2004,VD,Epidemics to be supervised,Yersiniosis,Monkey,1
2004,GL,Epidemics to be supervised,Blackleg,Cattle,3
2004,AG,Epidemics to be fought,Enzootic pneumonia of swine,Pig,5
2004,VD,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,1
2004,VD,Epidemics to be supervised,Listeriosis,Sheep,2
2004,SZ,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Goat,2
2004,ZH,Epidemics to be fought,Enzootic pneumonia of swine,Pig,1
2004,UR,Epidemics to be eradicated,Infectious haematopoietic necrosis,Fish,1
2004,ZH,Epidemics to be supervised,Maedi-visna,Sheep,2
2004,VD,Epidemics to be supervised,Listeriosis,Cattle,4
2004,BE,Epidemics to be fought,Enzootic pneumonia of swine,Pig,4
2004,AG,Epidemics to be fought,Avian infectious laryngotracheitis,Chicken,1
2004,FR,Epidemics to be supervised,Listeriosis,Goat,1
2004,NE,Epidemics to be supervised,Q fever,Cattle,2
2004,BL,Epidemics to be supervised,Yersiniosis,Other pet,1
2004,BE,Epidemics to be supervised,Campylobacteriosis,Dog,2
2004,SH,Epidemics to be fought,Enzootic pneumonia of swine,Pig,1
2004,FR,Epidemics to be fought,Swine actinobacillosis,Pig,1
2004,GR,Epidemics to be fought,Enzootic pneumonia of swine,Pig,1
2004,AG,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,1
2004,UR,Epidemics to be fought,American foulbrood of honey bees,Bees,2
2004,VD,Epidemics to be fought,American foulbrood of honey bees,Bees,3
2004,SZ,Epidemics to be fought,Enzootic pneumonia of swine,Pig,1
2004,OW,Epidemics to be fought,European foulbrood of honey bees,Bees,1
2004,SO,Epidemics to be fought,Enzootic pneumonia of swine,Pig,1
2004,UR,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,3
2004,AI,Epidemics to be supervised,Malignant catarrhal fever,Cattle,3
2004,FR,Epidemics to be supervised,Campylobacteriosis,Cat,1
2004,ZH,Epidemics to be fought,Salmonellosis,Cat,2
2004,VS,Epidemics to be supervised,Maedi-visna,Sheep,3
2004,AG,Epidemics to be eradicated,Scrapie,Goat,1
2004,ZH,Epidemics to be fought,Avian chlamydiosis,Parrot,1
2004,FR,Epidemics to be fought,European foulbrood of honey bees,Bees,12
2004,SG,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,2
2004,BS,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,1
2005,VD,Epidemics to be fought,American foulbrood of honey bees,Bees,6
2005,FR,Epidemics to be fought,Leptospirosis,Cattle,1
2005,LU,Epidemics to be fought,Enzootic pneumonia of swine,Pig,3
2005,FR,Epidemics to be supervised,Cryptosporidiosis,Cattle,5
2005,GR,Epidemics to be supervised,Q fever,Cattle,1
2005,TI,Epidemics to be fought,American foulbrood of honey bees,Bees,2
2005,BE,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,135
2005,AR,Epidemics to be fought,Salmonellosis,Pigeon,1
2005,VD,Epidemics to be fought,Caprine Arthritis-Encephalitis,Goat,5
2005,SO,Epidemics to be supervised,Malignant catarrhal fever,Sheep,1
2005,SZ,Epidemics to be supervised,Q fever,Cattle,1
2005,GR,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,21
2005,AG,Epidemics to be fought,European foulbrood of honey bees,Bees,3
2005,SZ,Epidemics to be fought,Enzootic pneumonia of swine,Pig,1
2005,BE,Epidemics to be supervised,Malignant catarrhal fever,Cattle,1
2005,NE,Epidemics to be eradicated,Scrapie,Sheep,1
2005,FR,Epidemics to be fought,Avian infectious laryngotracheitis,Chicken,1
2005,SG,Epidemics to be supervised,Cryptosporidiosis,Sheep,1
2005,LU,Epidemics to be fought,Salmonellosis,Lizard,1
2005,SO,Epidemics to be fought,Avian infectious laryngotracheitis,Chicken,1
2005,ZH,Epidemics to be fought,Avian chlamydiosis,Parrot,1
2005,NE,Epidemics to be fought,American foulbrood of honey bees,Bees,4
2005,GR,Epidemics to be supervised,Proliferative kidney disease,Fish,1
2005,ZH,Epidemics to be fought,European foulbrood of honey bees,Bees,7
2005,LU,Epidemics to be supervised,Neosporosis,Cattle,6
2005,SG,Epidemics to be fought,Enzootic pneumonia of swine,Pig,3
2005,VD,Epidemics to be fought,Swine actinobacillosis,Pig,3
2005,OW,Epidemics to be supervised,Q fever,Cattle,3
2005,SG,Epidemics to be supervised,Enzootic abortion of ewes,Goat,1
2005,AG,Epidemics to be supervised,Malignant catarrhal fever,Cattle,1
2005,LU,Epidemics to be supervised,Malignant catarrhal fever,Cattle,2
2005,AR,Epidemics to be supervised,Listeriosis,Cattle,1
2005,FR,Epidemics to be supervised,Enzootic abortion of ewes,Goat,1
2005,NE,Epidemics to be fought,Salmonellosis,Snake,2
2005,ZH,Epidemics to be fought,Salmonellosis,Cat,2
2005,BE,Epidemics to be fought,Paratuberculosis,Cattle,6
2005,AI,Epidemics to be supervised,Malignant catarrhal fever,Cattle,2
2005,UR,Epidemics to be supervised,Malignant catarrhal fever,Cattle,3
2005,AG,Epidemics to be fought,Enzootic pneumonia of swine,Pig,1
2005,BE,Epidemics to be supervised,Malignant catarrhal fever,Other pet,1
2005,BE,Epidemics to be fought,Salmonellosis,Pig,1
2005,JU,Epidemics to be supervised,Q fever,Cattle,10
2005,ZH,Epidemics to be fought,Salmonellosis,Dog,6
2005,GR,Epidemics to be supervised,Q fever,Goat,4
2005,VS,Epidemics to be supervised,Equine viral arteritis,Horse,1
2005,NE,Epidemics to be fought,Salmonellosis,Hedgehog,1
2005,OW,Epidemics to be supervised,Malignant catarrhal fever,Cattle,1
2005,FR,Epidemics to be fought,Swine actinobacillosis,Pig,1
2005,SZ,Epidemics to be supervised,Malignant catarrhal fever,Cattle,1
2005,AR,Epidemics to be supervised,Cryptosporidiosis,Cattle,1
2005,SG,Epidemics to be fought,Leptospirosis,Cattle,6
2005,BE,Epidemics to be supervised,Q fever,Goat,1
2005,ZH,Epidemics to be fought,Caprine Arthritis-Encephalitis,Goat,12
2005,SO,Epidemics to be fought,American foulbrood of honey bees,Bees,1
2005,GR,Epidemics to be fought,Caprine Arthritis-Encephalitis,Goat,20
2005,AR,Epidemics to be supervised,Enzootic abortion of ewes,Goat,2
2005,VD,Epidemics to be supervised,Listeriosis,Cattle,1
2005,GE,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,1
2005,VS,Epidemics to be fought,European foulbrood of honey bees,Bees,4
2005,BE,Epidemics to be supervised,Campylobacteriosis,Dog,1
2005,LU,Epidemics to be fought,Paratuberculosis,Cattle,2
2005,VD,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,2
2005,BE,Epidemics to be fought,Enzootic pneumonia of swine,Pig,8
2005,FR,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,1
2005,FR,Epidemics to be supervised,Q fever,Cattle,6
2005,AI,Epidemics to be supervised,Q fever,Sheep,1
2005,ZH,Epidemics to be fought,Salmonellosis,Other wild bird,1
2005,NW,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,3
2005,FL,Epidemics to be supervised,Blackleg,Cattle,4
2005,VD,Epidemics to be fought,Avian chlamydiosis,Parrot,1
2005,AR,Epidemics to be fought,Caprine Arthritis-Encephalitis,Goat,1
2005,GR,Epidemics to be supervised,Listeriosis,Sheep,1
2005,OW,Epidemics to be fought,Sheep mange,Sheep,1
2005,ZH,Epidemics to be supervised,Varrosis of honey bees,Bees,1
2005,SG,Epidemics to be fought,European foulbrood of honey bees,Bees,8
2005,BE,Epidemics to be fought,Avian chlamydiosis,Parrot,1
2005,SZ,Epidemics to be fought,Sheep mange,Sheep,1
2005,GL,Epidemics to be fought,Salmonellosis,Snake,1
2005,GR,Epidemics to be fought,Paratuberculosis,Cattle,6
2005,ZH,Epidemics to be supervised,Maedi-visna,Sheep,4
2005,GE,Epidemics to be fought,European foulbrood of honey bees,Bees,1
2005,NE,Epidemics to be supervised,Campylobacteriosis,Cat,2
2005,SG,Epidemics to be supervised,Malignant catarrhal fever,Cattle,4
2005,SO,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,1
2005,BE,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,1
2005,TI,Epidemics to be fought,Warble infestation,Cattle,2
2005,LU,Epidemics to be fought,Salmonellosis,Pigeon,1
2005,TG,Epidemics to be fought,Enzootic pneumonia of swine,Pig,2
2005,SH,Epidemics to be fought,Caprine Arthritis-Encephalitis,Goat,2
2005,TI,Epidemics to be supervised,Malignant catarrhal fever,Cattle,1
2005,JU,Epidemics to be supervised,Malignant catarrhal fever,Cattle,1
2005,AI,Epidemics to be eradicated,Bovine Virusdiarrhoe / Mucosal disease,Cattle,13
2005,VS,Epidemics to be fought,American foulbrood of honey bees,Bees,6
2005,GL,Epidemics to be fought,European foulbrood of honey bees,Bees,9
2005,LU,Epidemics to be fought,Salmonellosis,Pig,1
2005,LU,Epidemics to be supervised,Maedi-visna,Sheep,1
2005,VD,Epidemics to be supervised,Cryptosporidiosis,Cattle,21
2005,GE,Epidemics to be fought,Caprine Arthritis-Encephalitis,Goat,1
2005,BE,Epidemics to be supervised,Q fever,Sheep,1
2005,SO,Epidemics to be supervised,Listeriosis,Cattle,1
2005,SO,Epidemics to be fought,Salmonellosis,Cattle,2
2005,SO,Epidemics to be fought,European foulbrood of honey bees,Bees,63
2005,NE,Epidemics to be supervised,Q fever,Cattle,1
2005,ZH,Epidemics to be supervised,Cryptosporidiosis,Snake,1
2005,VD,Epidemics to be supervised,Listeriosis,Sheep,3
2005,BE,Epidemics to be supervised,Neosporosis,Cattle,1
2005,AI,Epidemics to be fought,European foulbrood of honey bees,Bees,2
2005,VD,Epidemics to be supervised,Blackleg,Cattle,1
2005,BE,Epidemics to be supervised,Listeriosis,Sheep,1
2005,TI,Epidemics to be supervised,Listeriosis,Sheep,1
2005,VD,Epidemics to be supervised,Echinococcosis/hydatidosis,Dog,1
2005,BL,Epidemics to be supervised,Echinococcosis/hydatidosis,Dog,1
2005,AI,Epidemics to be supervised,Enzootic abortion of ewes,Sheep,1
2005,ZH,Epidemics to be supervised,Echinococcosis/hydatidosis,Dog,2
2005,VS,Epidemics to be fought,Salmonellosis,Sheep,5
2005,LU,Epidemics to be supervised,Ovine pulmonary adenomatosis,Sheep,1
2005,BE,Epidemics to be fought,European foulbrood of honey bees,Bees,137
2005,AG,Epidemics to be fought,Caprine Arthritis-Encephalitis,Goat,2
2005,VD,Epidemics to be fought,Salmonellosis,Cattle,3
2005,BL,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,1
2005,AG,Epidemics to be fought,Avian chlamydiosis,Parrot,1
2005,SG,Epidemics to be fought,Caprine Arthritis-Encephalitis,Goat,1
2005,LU,Epidemics to be fought,American foulbrood of honey bees,Bees,3
2005,NE,Epidemics to be fought,Salmonellosis,Dog,1
2005,GR,Epidemics to be supervised,Q fever,Sheep,1
2005,ZG,Epidemics to be fought,European foulbrood of honey bees,Bees,4
2005,AG,Epidemics to be eradicated,Bovine spongiform encephalitis,Cattle,1
2005,LU,Epidemics to be fought,European foulbrood of honey bees,Bees,6
2005,NE,Epidemics to be fought,Salmonellosis,Lizard,1
2005,TI,Epidemics to be supervised,Enzootic abortion of ewes,Goat,2
2005,BE,Epidemics to be eradicated,Scrapie,Sheep,1
2005,BE,Epidemics to be supervised,Pseudotuberculosis of sheep and goats,Goat,1
2005,AG,Epidemics to be supervised,Rabbit haemorrhagic disease,Rabbit,1
2005,VD,Epidemics to be fought,Warble infestation,Cattle,2
2005,ZH,Epidemics to be supervised,Cryptosporidiosis,Cattle,3
2005,VD,Epidemics to be supervised,Listeriosis,Goat,1
2005,ZH,Epidemics to be supervised,Malignant catarrhal fever,Cattle,2
2005,VD,Epidemics to be fought,Salmonellosis,Sheep,1
2005,FR,Epidemics to be fought,Salmonellosis,Pigeon,2
2005,TI,Epidemics to be fought,Paratuberculosis,Cattle,2
2005,GR,Epidemics to be fought,American foulbrood of honey bees,Bees,23
2005,FR,Epidemics to be fought,American foulbrood of honey bees,Bees,2
2005,ZH,Epidemics to be supervised,Yersiniosis,Monkey,1
2005,VS,Epidemics to be supervised,Enzootic abortion of ewes,Goat,4
2005,JU,Epidemics to be fought,European foulbrood of honey bees,Bees,2
2005,VS,Epidemics to be supervised,Listeriosis,Sheep,1
2005,FR,Epidemics to be fought,Paratuberculosis,Sheep,1
2005,AR,Epidemics to be fought,European foulbrood of honey bees,Bees,3
2005,LU,Epidemics to be supervised,Cryptosporidiosis,Cattle,9
2005,LU,Epidemics to be fought,Caprine Arthritis-Encephalitis,Goat,2
2005,LU,Epidemics to be fought,Salmonellosis,Cattle,1
2005,TI,Epidemics to be supervised,Listeriosis,Goat,2
2005,GR,Epidemics to be supervised,Listeriosis,Cattle,1
2005,ZH,Epidemics to be supervised,Yersiniosis,Sheep,1
2005,SG,Epidemics to be fought,American foulbrood of honey bees,Bees,1
2005,AG,Epidemics to be eradicated,Infectious bovine rhinotracheitis,Cattle,1
2005,FR,Epidemics to be fought,Paratuberculosis,Cattle,1
2005,SG,Epidemics to be fought,Salmonellosis,Cat,2
2005,ZH,Epidemics to be eradicated,Tuberculosis / Mycobacteriosis,Parrot,1
2005,BE,Epidemics to be fought,Swine actinobacillosis,Pig,1
2005,ZH,Epidemics to be fought,American foulbrood of honey bees,Bees,4
2005,AI,Epidemics to be fought,Paratuberculosis,Cattle,1
2005,TI,Epidemics to be fought,Sheep mange,Sheep,5
2005,GR,Epidemics to be fought,European foulbrood of honey bees,Bees,8
2005,TI,Epidemics to be fought,Caprine Arthritis-Encephalitis,Goat,4
2005,JU,Epidemics to be fought,Caprine Arthritis-Encephalitis,Goat,1
2005,ZH,Epidemics to be supervised,Yersiniosis,Other pet,1
2005,SZ,Epidemics to be fought,Swine actinobacillosis,Pig,1
2005,GR,Epidemics to be supervised,Malignant catarrhal fever,Cattle,9
2005,FR,Epidemics to be supervised,Equine viral arteritis,Horse,1
2005,ZH,Epidemics to be fought,Paratuberculosis,Cattle,1
2005,OW,Epidemics to be fought,American foulbrood of honey bees,Bees,1
2005,NE,Epidemics to be supervised,Campylobacteriosis,Dog,1
2005,SG,Epidemics to be supervised,Enzootic abortion of ewes,Cattle,4
2005,LU,Epidemics to be fought,Salmonellosis,Snake,1
2005,VD,Epidemics to be supervised,Trichinellosis,Lynx,1
2005,VD,Epidemics to be fought,Paratuberculosis,Cattle,2
2005,VD,Epidemics to be fought,Avian chlamydiosis,Cat,1
2005,AI,Epidemics to be supervised,Neosporosis,Cattle,2
2005,VS,Epidemics to be supervised,Q fever,Cattle,2
2005,BE,Epidemics to be fought,American foulbrood of honey bees,Bees,12
2005,GE,Epidemics to be fought,Leptospirosis,Cattle,1
2005,SG,Epidemics to be supervised,Q fever,Cattle,3
2005,UR,Epidemics to be fought,Sheep mange,Sheep,1
2005,AR,Epidemics to be fought,Avian chlamydiosis,Parrot,1
2005,VS,Epidemics to be supervised,Neosporosis,Cattle,1
2005,BE,Epidemics to be supervised,Q fever,Cattle,1
2005,GL,Epidemics to be supervised,Neosporosis,Cattle,2
