Year,Canton,Id Of Animal Category,Genetically Modified,Degree of severity 0,Degree of severity 1,Degree of severity 2,Degree of severity 3,Id Experiment Category,Id Of Disease Category,Id Of Institute,Id Of Legal Restriction,Number Of Animals Used For The First Time
2013,BL,animal_1,gm_0,0,0,0,0,experiment_53,disease_3,institute_4,legal_3,0
2013,BL,animal_1,gm_0,0,0,0,0,experiment_53,disease_3,institute_4,legal_3,0
2013,BL,animal_1,gm_0,0,0,0,0,experiment_53,disease_3,institute_4,legal_3,0
2013,BL,animal_1,gm_0,0,0,0,0,experiment_53,disease_3,institute_4,legal_3,0
2013,BL,animal_1,gm_0,0,0,0,0,experiment_53,disease_3,institute_4,legal_3,0
2013,BL,animal_1,gm_0,0,0,0,0,experiment_53,disease_3,institute_4,legal_3,0
2013,BL,animal_1,gm_0,0,0,0,0,experiment_53,disease_3,institute_4,legal_3,0
2013,BL,animal_1,gm_0,0,0,0,0,experiment_53,disease_3,institute_4,legal_3,0
2013,BL,animal_1,gm_0,0,0,0,0,experiment_53,disease_3,institute_4,legal_3,0
2013,BL,animal_1,gm_0,0,0,0,0,experiment_53,disease_3,institute_4,legal_3,0
2013,BL,animal_1,gm_0,0,0,0,0,experiment_6,disease_3,institute_4,legal_4,0
2013,BL,animal_1,gm_0,0,0,0,40,experiment_2,disease_14,institute_4,legal_4,40
2013,BL,animal_1,gm_0,0,0,0,590,experiment_2,disease_13,institute_4,legal_4,590
2013,BL,animal_1,gm_0,0,0,157,2,experiment_2,disease_14,institute_4,legal_4,159
2013,BL,animal_1,gm_0,0,0,243,0,experiment_2,disease_14,institute_4,legal_4,243
2013,BL,animal_1,gm_0,0,0,369,4,experiment_2,disease_14,institute_4,legal_4,373
2013,BL,animal_1,gm_0,0,10656,0,0,experiment_2,disease_14,institute_4,legal_3,10656
2013,BL,animal_1,gm_0,0,16,0,0,experiment_2,disease_12,institute_4,legal_4,16
2013,BL,animal_1,gm_1,0,17,10,48,experiment_2,disease_13,institute_4,legal_4,75
2013,BL,animal_1,gm_0,0,181,0,0,experiment_2,disease_14,institute_4,legal_4,181
2013,BL,animal_1,gm_0,0,20,11,10,experiment_2,disease_14,institute_4,legal_4,41
2013,BL,animal_1,gm_0,0,22,0,0,experiment_51,disease_14,institute_4,legal_3,22
2013,BL,animal_1,gm_0,0,22,0,11,experiment_2,disease_14,institute_4,legal_4,33
2013,BL,animal_1,gm_1,0,390,0,0,experiment_51,disease_14,institute_4,legal_3,390
2013,BL,animal_1,gm_0,0,4,37,0,experiment_2,disease_14,institute_4,legal_4,41
2013,BL,animal_1,gm_0,0,54,0,0,experiment_4,disease_3,institute_4,legal_3,54
2013,BL,animal_1,gm_0,0,6,0,0,experiment_6,disease_3,institute_4,legal_4,6
2013,BL,animal_1,gm_0,0,6,308,0,experiment_2,disease_14,institute_4,legal_4,314
2013,BL,animal_1,gm_0,0,68,0,0,experiment_2,disease_14,institute_4,legal_4,68
2013,BL,animal_1,gm_0,0,9,0,0,experiment_51,disease_14,institute_4,legal_3,9
2013,BL,animal_1,gm_0,1,0,0,0,experiment_4,disease_3,institute_2,legal_4,1
2013,BL,animal_1,gm_0,1,0,695,19,experiment_2,disease_14,institute_4,legal_4,715
2013,BL,animal_1,gm_0,11,281,0,0,experiment_53,disease_14,institute_4,legal_3,292
2013,BL,animal_1,gm_0,12,247,72,0,experiment_2,disease_14,institute_4,legal_4,331
2013,BL,animal_1,gm_0,13,584,86,29,experiment_51,disease_14,institute_4,legal_3,712
2013,BL,animal_1,gm_0,167,17,0,0,experiment_2,disease_13,institute_4,legal_4,184
2013,BL,animal_1,gm_0,2,2,0,0,experiment_51,disease_14,institute_4,legal_4,4
2013,BL,animal_1,gm_0,200,752,0,0,experiment_2,disease_14,institute_4,legal_4,952
2013,BL,animal_1,gm_0,202,86,75,61,experiment_2,disease_14,institute_4,legal_4,424
2013,BL,animal_1,gm_0,34,83,0,0,experiment_2,disease_14,institute_4,legal_4,117
2013,BL,animal_1,gm_0,37,0,30,3,experiment_2,disease_12,institute_4,legal_4,70
2013,BL,animal_1,gm_0,4,1,237,67,experiment_2,disease_14,institute_4,legal_4,309
2013,BL,animal_1,gm_0,4,16,0,0,experiment_2,disease_12,institute_4,legal_4,20
2013,BL,animal_1,gm_0,4,200,0,0,experiment_51,disease_14,institute_4,legal_3,204
2013,BL,animal_1,gm_0,40,0,210,0,experiment_2,disease_14,institute_4,legal_4,250
2013,BL,animal_1,gm_0,412,26,0,0,experiment_2,disease_14,institute_4,legal_4,435
2013,BL,animal_1,gm_0,56,13,0,0,experiment_4,disease_3,institute_7,legal_4,46
2013,BL,animal_1,gm_0,56,287,10,0,experiment_2,disease_14,institute_4,legal_4,353
2013,BL,animal_1,gm_0,6,15,0,0,experiment_2,disease_13,institute_4,legal_4,21
2013,BL,animal_1,gm_0,66,87,351,10,experiment_2,disease_14,institute_4,legal_4,514
2013,BL,animal_1,gm_0,73,35,0,0,experiment_2,disease_14,institute_4,legal_4,108
2013,BL,animal_1,gm_0,8,126,0,0,experiment_51,disease_14,institute_4,legal_3,134
2013,BL,animal_1,gm_0,9,25,0,0,experiment_51,disease_14,institute_4,legal_3,34
2013,BL,animal_10,gm_0,0,0,0,0,experiment_57,disease_3,institute_4,legal_3,0
2013,BL,animal_10,gm_0,0,120,0,0,experiment_57,disease_3,institute_4,legal_3,120
2013,BL,animal_10,gm_0,0,132,0,6,experiment_53,disease_3,institute_4,legal_3,138
2013,BL,animal_10,gm_0,0,27,0,0,experiment_52,disease_3,institute_4,legal_3,27
2013,BL,animal_10,gm_0,0,61,15,26,experiment_57,disease_3,institute_4,legal_3,102
2013,BL,animal_10,gm_0,0,971,0,47,experiment_52,disease_3,institute_4,legal_3,1018
2013,BL,animal_10,gm_0,16,0,0,0,experiment_1,disease_2,institute_2,legal_4,16
2013,BL,animal_11,gm_0,0,0,0,0,experiment_58,disease_3,institute_4,legal_3,0
2013,BL,animal_11,gm_0,0,560,0,0,experiment_57,disease_3,institute_4,legal_3,560
2013,BL,animal_12,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2013,BL,animal_12,gm_0,10,0,0,0,experiment_6,disease_3,institute_2,legal_4,10
2013,BL,animal_13,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_13,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_13,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_4,0
2013,BL,animal_14,gm_0,0,0,0,0,experiment_2,disease_14,institute_4,legal_4,0
2013,BL,animal_14,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2013,BL,animal_14,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2013,BL,animal_15,gm_0,0,2,0,0,experiment_2,disease_14,institute_4,legal_4,2
2013,BL,animal_15,gm_0,3,0,0,0,experiment_4,disease_3,institute_2,legal_4,3
2013,BL,animal_15,gm_0,7,0,0,0,experiment_2,disease_14,institute_4,legal_4,7
2013,BL,animal_18,gm_0,0,19,0,0,experiment_1,disease_3,institute_4,legal_4,19
2013,BL,animal_18,gm_0,6,0,0,0,experiment_1,disease_3,institute_1,legal_4,6
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_12,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_12,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_13,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_13,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_13,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_13,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_13,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_13,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_13,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_13,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_13,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_14,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_14,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_14,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_14,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_14,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_14,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_14,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_14,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_14,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_14,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_14,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_14,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_2,disease_14,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_51,disease_3,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_52,disease_3,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_52,disease_3,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_52,disease_3,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_52,disease_3,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_52,disease_3,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_52,disease_3,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_52,disease_3,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_52,disease_3,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_52,disease_3,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_52,disease_3,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_52,disease_3,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_52,disease_3,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_52,disease_3,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_52,disease_3,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_53,disease_3,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_53,disease_3,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_53,disease_3,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_53,disease_3,institute_4,legal_3,0
2013,BL,animal_2,gm_0,0,0,0,0,experiment_6,disease_3,institute_4,legal_4,0
2013,BL,animal_2,gm_0,0,0,30,101,experiment_2,disease_13,institute_4,legal_4,131
2013,BL,animal_2,gm_0,0,0,31,1,experiment_2,disease_14,institute_4,legal_4,32
2013,BL,animal_2,gm_0,0,0,36,0,experiment_51,disease_14,institute_4,legal_3,36
2013,BL,animal_2,gm_0,0,0,48,44,experiment_2,disease_12,institute_4,legal_4,92
2013,BL,animal_2,gm_0,0,0,50,10,experiment_53,disease_3,institute_4,legal_3,60
2013,BL,animal_2,gm_0,0,0,6,0,experiment_2,disease_14,institute_4,legal_4,6
2013,BL,animal_2,gm_0,0,0,7,0,experiment_2,disease_14,institute_4,legal_4,7
2013,BL,animal_2,gm_0,0,108,204,0,experiment_51,disease_14,institute_4,legal_3,312
2013,BL,animal_2,gm_0,0,113,0,0,experiment_52,disease_3,institute_4,legal_3,113
2013,BL,animal_2,gm_0,0,12,0,0,experiment_2,disease_13,institute_4,legal_4,12
2013,BL,animal_2,gm_0,0,12,0,0,experiment_53,disease_3,institute_4,legal_3,12
2013,BL,animal_2,gm_0,0,125,0,0,experiment_53,disease_3,institute_4,legal_3,125
2013,BL,animal_2,gm_0,0,128,0,0,experiment_51,disease_14,institute_4,legal_3,128
2013,BL,animal_2,gm_0,0,138,0,0,experiment_51,disease_14,institute_4,legal_3,138
2013,BL,animal_2,gm_0,0,16,0,0,experiment_53,disease_3,institute_4,legal_3,16
2013,BL,animal_2,gm_0,0,188,0,0,experiment_2,disease_13,institute_4,legal_4,188
2013,BL,animal_2,gm_0,0,20,240,0,experiment_53,disease_3,institute_4,legal_3,260
2013,BL,animal_2,gm_0,0,20,82,28,experiment_52,disease_3,institute_4,legal_3,130
2013,BL,animal_2,gm_0,0,208,0,30,experiment_2,disease_13,institute_4,legal_4,238
2013,BL,animal_2,gm_0,0,21,0,0,experiment_2,disease_14,institute_4,legal_4,21
2013,BL,animal_2,gm_0,0,223,0,0,experiment_2,disease_14,institute_4,legal_4,223
2013,BL,animal_2,gm_0,0,24,0,0,experiment_51,disease_14,institute_4,legal_3,24
2013,BL,animal_2,gm_0,0,25,15,0,experiment_2,disease_14,institute_4,legal_4,40
2013,BL,animal_2,gm_0,0,3,23,4,experiment_2,disease_14,institute_4,legal_4,30
2013,BL,animal_2,gm_0,0,30,0,0,experiment_51,disease_14,institute_4,legal_3,30
2013,BL,animal_2,gm_0,0,36,0,0,experiment_2,disease_14,institute_4,legal_4,36
2013,BL,animal_2,gm_0,0,392,0,0,experiment_53,disease_3,institute_4,legal_3,392
2013,BL,animal_2,gm_0,0,44,0,0,experiment_2,disease_14,institute_4,legal_4,44
2013,BL,animal_2,gm_0,0,49,10,1,experiment_53,disease_3,institute_4,legal_3,60
2013,BL,animal_2,gm_0,0,51,0,0,experiment_2,disease_13,institute_4,legal_4,51
2013,BL,animal_2,gm_0,0,54,0,0,experiment_2,disease_14,institute_4,legal_4,54
2013,BL,animal_2,gm_0,0,6,0,0,experiment_52,disease_3,institute_4,legal_3,6
2013,BL,animal_2,gm_0,0,6,0,0,experiment_52,disease_3,institute_4,legal_3,6
2013,BL,animal_2,gm_0,0,72,0,0,experiment_51,disease_14,institute_4,legal_3,72
2013,BL,animal_2,gm_0,0,72,0,0,experiment_53,disease_3,institute_4,legal_3,72
2013,BL,animal_2,gm_0,0,80,1,0,experiment_2,disease_13,institute_4,legal_4,81
2013,BL,animal_2,gm_0,0,86,0,0,experiment_4,disease_3,institute_4,legal_3,86
2013,BL,animal_2,gm_0,0,952,0,4,experiment_51,disease_14,institute_4,legal_3,956
2013,BL,animal_2,gm_0,1,27,0,0,experiment_51,disease_14,institute_4,legal_4,28
2013,BL,animal_2,gm_0,1,33,0,0,experiment_51,disease_14,institute_4,legal_3,34
2013,BL,animal_2,gm_0,11,21,2,0,experiment_51,disease_14,institute_4,legal_3,34
2013,BL,animal_2,gm_0,1172,9,1,0,experiment_2,disease_14,institute_4,legal_4,1141
2013,BL,animal_2,gm_0,12,282,0,0,experiment_53,disease_3,institute_4,legal_3,294
2013,BL,animal_2,gm_0,12,38,0,0,experiment_53,disease_3,institute_4,legal_3,50
2013,BL,animal_2,gm_0,146,702,499,10,experiment_2,disease_14,institute_4,legal_4,1357
2013,BL,animal_2,gm_0,162,0,128,0,experiment_2,disease_13,institute_4,legal_4,290
2013,BL,animal_2,gm_0,18,882,30,13,experiment_51,disease_14,institute_4,legal_3,943
2013,BL,animal_2,gm_0,181,341,12,3,experiment_2,disease_13,institute_4,legal_4,537
2013,BL,animal_2,gm_0,20,72,87,7,experiment_2,disease_14,institute_4,legal_4,186
2013,BL,animal_2,gm_0,22,0,0,0,experiment_2,disease_14,institute_4,legal_4,22
2013,BL,animal_2,gm_0,22,476,0,4,experiment_53,disease_3,institute_4,legal_3,502
2013,BL,animal_2,gm_0,24,665,0,3,experiment_53,disease_3,institute_4,legal_3,692
2013,BL,animal_2,gm_0,28,61,354,46,experiment_2,disease_12,institute_4,legal_4,489
2013,BL,animal_2,gm_0,3,0,0,0,experiment_51,disease_14,institute_4,legal_4,3
2013,BL,animal_2,gm_0,32,47,0,0,experiment_2,disease_13,institute_4,legal_4,79
2013,BL,animal_2,gm_0,34,23,267,14,experiment_2,disease_14,institute_4,legal_4,338
2013,BL,animal_2,gm_0,36,0,31,0,experiment_2,disease_13,institute_4,legal_4,67
2013,BL,animal_2,gm_0,4,0,104,0,experiment_53,disease_3,institute_4,legal_3,108
2013,BL,animal_2,gm_0,42,0,57,1,experiment_2,disease_13,institute_4,legal_4,100
2013,BL,animal_2,gm_0,5,133,0,0,experiment_51,disease_14,institute_4,legal_3,138
2013,BL,animal_2,gm_0,53,19,0,0,experiment_2,disease_13,institute_4,legal_4,72
2013,BL,animal_2,gm_1,55,0,0,29,experiment_2,disease_13,institute_4,legal_4,84
2013,BL,animal_2,gm_0,6,60,46,6,experiment_52,disease_3,institute_4,legal_3,118
2013,BL,animal_2,gm_0,60,1788,7,25,experiment_51,disease_14,institute_4,legal_3,1880
2013,BL,animal_2,gm_0,72,115,15,0,experiment_2,disease_13,institute_4,legal_4,202
2013,BL,animal_2,gm_0,8,170,0,0,experiment_53,disease_3,institute_4,legal_3,178
2013,BL,animal_2,gm_0,84,12,0,0,experiment_4,disease_3,institute_7,legal_4,96
2013,BL,animal_2,gm_0,95,4,82,17,experiment_2,disease_12,institute_4,legal_4,198
2013,BL,animal_4,gm_0,0,0,0,0,experiment_2,disease_14,institute_4,legal_4,0
2013,BL,animal_4,gm_0,0,0,0,0,experiment_2,disease_14,institute_4,legal_4,0
2013,BL,animal_4,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_4,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_4,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_4,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_4,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_4,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BL,animal_4,gm_0,0,0,0,0,experiment_51,disease_14,institute_4,legal_3,0
2013,BS,animal_1,gm_0,0,0,20,0,experiment_2,disease_14,institute_4,legal_4,20
2013,BS,animal_1,gm_0,0,0,204,0,experiment_1,disease_14,institute_1,legal_4,204
2013,BS,animal_1,gm_1,0,0,206,3,experiment_1,disease_11,institute_1,legal_4,209
2013,BS,animal_1,gm_0,0,0,21,0,experiment_2,disease_14,institute_4,legal_4,21
2013,BS,animal_1,gm_1,0,0,22,0,experiment_1,disease_13,institute_4,legal_4,22
2013,BS,animal_1,gm_0,0,0,22,0,experiment_2,disease_14,institute_4,legal_4,22
2013,BS,animal_1,gm_1,0,0,226,0,experiment_1,disease_14,institute_1,legal_4,226
2013,BS,animal_1,gm_0,0,0,233,0,experiment_1,disease_3,institute_4,legal_4,212
2013,BS,animal_1,gm_0,0,0,24,0,experiment_2,disease_13,institute_4,legal_4,24
2013,BS,animal_1,gm_0,0,0,25,0,experiment_2,disease_11,institute_4,legal_4,25
2013,BS,animal_1,gm_1,0,0,285,0,experiment_1,disease_13,institute_1,legal_4,285
2013,BS,animal_1,gm_0,0,0,294,0,experiment_1,disease_13,institute_4,legal_4,294
2013,BS,animal_1,gm_0,0,0,30,0,experiment_1,disease_3,institute_4,legal_4,30
2013,BS,animal_1,gm_1,0,0,303,0,experiment_1,disease_11,institute_4,legal_4,127
2013,BS,animal_1,gm_1,0,0,31,0,experiment_2,disease_14,institute_4,legal_4,31
2013,BS,animal_1,gm_0,0,0,337,0,experiment_1,disease_11,institute_1,legal_4,196
2013,BS,animal_1,gm_0,0,0,36,0,experiment_1,disease_14,institute_1,legal_4,36
2013,BS,animal_1,gm_1,0,0,363,0,experiment_1,disease_14,institute_1,legal_4,363
2013,BS,animal_1,gm_0,0,0,37,0,experiment_1,disease_11,institute_4,legal_4,37
2013,BS,animal_1,gm_0,0,0,385,535,experiment_2,disease_14,institute_4,legal_4,920
2013,BS,animal_1,gm_1,0,0,4,0,experiment_2,disease_13,institute_4,legal_4,4
2013,BS,animal_1,gm_1,0,0,40,0,experiment_1,disease_11,institute_1,legal_4,40
2013,BS,animal_1,gm_1,0,0,40,0,experiment_1,disease_11,institute_4,legal_4,30
2013,BS,animal_1,gm_0,0,0,41,0,experiment_1,disease_11,institute_4,legal_4,36
2013,BS,animal_1,gm_0,0,0,42,0,experiment_1,disease_14,institute_1,legal_4,42
2013,BS,animal_1,gm_0,0,0,42,0,experiment_2,disease_11,institute_4,legal_4,42
2013,BS,animal_1,gm_1,0,0,45,0,experiment_1,disease_11,institute_1,legal_4,15
2013,BS,animal_1,gm_1,0,0,48,0,experiment_1,disease_11,institute_4,legal_4,32
2013,BS,animal_1,gm_1,0,0,5,0,experiment_1,disease_14,institute_1,legal_4,5
2013,BS,animal_1,gm_0,0,0,5,0,experiment_2,disease_11,institute_4,legal_4,5
2013,BS,animal_1,gm_1,0,0,50,0,experiment_2,disease_14,institute_4,legal_4,50
2013,BS,animal_1,gm_0,0,0,52,5,experiment_1,disease_11,institute_1,legal_4,57
2013,BS,animal_1,gm_1,0,0,55,0,experiment_1,disease_14,institute_1,legal_4,55
2013,BS,animal_1,gm_0,0,0,565,0,experiment_1,disease_14,institute_1,legal_4,565
2013,BS,animal_1,gm_1,0,0,57,0,experiment_1,disease_14,institute_1,legal_4,57
2013,BS,animal_1,gm_0,0,0,59,0,experiment_1,disease_14,institute_1,legal_4,59
2013,BS,animal_1,gm_1,0,0,6,0,experiment_2,disease_14,institute_4,legal_4,6
2013,BS,animal_1,gm_0,0,0,60,0,experiment_1,disease_13,institute_4,legal_4,60
2013,BS,animal_1,gm_0,0,0,625,0,experiment_2,disease_11,institute_4,legal_4,625
2013,BS,animal_1,gm_1,0,0,65,0,experiment_1,disease_3,institute_4,legal_4,65
2013,BS,animal_1,gm_1,0,0,65,12,experiment_2,disease_14,institute_4,legal_4,77
2013,BS,animal_1,gm_1,0,0,669,0,experiment_1,disease_13,institute_4,legal_4,669
2013,BS,animal_1,gm_0,0,0,69,0,experiment_1,disease_14,institute_4,legal_4,69
2013,BS,animal_1,gm_0,0,0,719,0,experiment_2,disease_11,institute_4,legal_4,719
2013,BS,animal_1,gm_0,0,0,79,0,experiment_1,disease_11,institute_4,legal_4,79
2013,BS,animal_1,gm_1,0,0,79,0,experiment_1,disease_13,institute_4,legal_4,79
2013,BS,animal_1,gm_0,0,0,8,0,experiment_1,disease_11,institute_4,legal_4,8
2013,BS,animal_1,gm_1,0,0,8,0,experiment_1,disease_3,institute_1,legal_4,8
2013,BS,animal_1,gm_0,0,0,80,0,experiment_1,disease_3,institute_1,legal_4,80
2013,BS,animal_1,gm_0,0,0,83,0,experiment_1,disease_13,institute_1,legal_4,83
2013,BS,animal_1,gm_0,0,0,830,0,experiment_1,disease_11,institute_4,legal_4,740
2013,BS,animal_1,gm_0,0,0,89,0,experiment_1,disease_11,institute_4,legal_4,89
2013,BS,animal_1,gm_1,0,0,9,0,experiment_1,disease_14,institute_1,legal_4,9
2013,BS,animal_1,gm_0,0,0,9,0,experiment_51,disease_14,institute_1,legal_4,9
2013,BS,animal_1,gm_0,0,0,986,0,experiment_1,disease_11,institute_1,legal_4,50
2013,BS,animal_1,gm_0,0,1,33,4,experiment_2,disease_14,institute_4,legal_4,38
2013,BS,animal_1,gm_0,0,10,10,40,experiment_2,disease_14,institute_4,legal_4,60
2013,BS,animal_1,gm_1,0,10,12,0,experiment_1,disease_13,institute_4,legal_4,22
2013,BS,animal_1,gm_0,0,10,2,0,experiment_2,disease_14,institute_4,legal_4,12
2013,BS,animal_1,gm_0,0,107,0,0,experiment_2,disease_14,institute_4,legal_4,107
2013,BS,animal_1,gm_0,0,1072,0,0,experiment_2,disease_13,institute_4,legal_4,943
2013,BS,animal_1,gm_0,0,108,0,0,experiment_1,disease_3,institute_4,legal_4,108
2013,BS,animal_1,gm_0,0,11,19,0,experiment_2,disease_14,institute_4,legal_4,30
2013,BS,animal_1,gm_0,0,1104,0,0,experiment_2,disease_13,institute_4,legal_4,1104
2013,BS,animal_1,gm_1,0,117,0,0,experiment_1,disease_14,institute_4,legal_4,117
2013,BS,animal_1,gm_1,0,12,50,0,experiment_2,disease_14,institute_4,legal_4,62
2013,BS,animal_1,gm_1,0,120,0,0,experiment_2,disease_13,institute_4,legal_4,120
2013,BS,animal_1,gm_0,0,1231,0,0,experiment_2,disease_13,institute_4,legal_4,1231
2013,BS,animal_1,gm_1,0,128,0,1,experiment_2,disease_14,institute_4,legal_4,129
2013,BS,animal_1,gm_1,0,13,0,0,experiment_1,disease_14,institute_1,legal_4,13
2013,BS,animal_1,gm_0,0,132,5,4,experiment_1,disease_11,institute_1,legal_4,141
2013,BS,animal_1,gm_1,0,138,0,0,experiment_1,disease_13,institute_4,legal_4,79
2013,BS,animal_1,gm_0,0,138,427,0,experiment_2,disease_14,institute_4,legal_4,565
2013,BS,animal_1,gm_0,0,138,97,0,experiment_1,disease_14,institute_4,legal_4,231
2013,BS,animal_1,gm_1,0,14,0,0,experiment_1,disease_12,institute_1,legal_4,14
2013,BS,animal_1,gm_0,0,16,0,0,experiment_1,disease_13,institute_4,legal_4,16
2013,BS,animal_1,gm_0,0,16,0,0,experiment_2,disease_13,institute_4,legal_4,16
2013,BS,animal_1,gm_0,0,16,126,0,experiment_2,disease_14,institute_4,legal_4,142
2013,BS,animal_1,gm_0,0,1604,0,0,experiment_2,disease_14,institute_4,legal_4,1568
2013,BS,animal_1,gm_1,0,166,0,0,experiment_1,disease_13,institute_4,legal_4,166
2013,BS,animal_1,gm_1,0,1661,0,0,experiment_2,disease_13,institute_4,legal_4,1579
2013,BS,animal_1,gm_0,0,168,0,0,experiment_2,disease_13,institute_4,legal_4,168
2013,BS,animal_1,gm_1,0,169,34,0,experiment_1,disease_13,institute_1,legal_4,203
