Year,Canton,Id Of Animal Category,Genetically Modified,Degree of severity 0,Degree of severity 1,Degree of severity 2,Degree of severity 3,Id Experiment Category,Id Of Disease Category,Id Of Institute,Id Of Legal Restriction,Number Of Animals Used For The First Time
2019,LU,animal_10,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,LU,animal_10,gm_0,0,0,0,0,experiment_6,disease_3,institute_1,legal_4,0
2019,LU,animal_10,gm_0,0,0,0,0,experiment_6,disease_3,institute_2,legal_4,0
2019,LU,animal_10,gm_0,0,150,0,0,experiment_6,disease_3,institute_2,legal_4,150
2019,LU,animal_10,gm_0,0,36,0,0,experiment_6,disease_3,institute_1,legal_4,36
2019,LU,animal_10,gm_0,214,0,0,0,experiment_1,disease_3,institute_1,legal_4,143
2019,LU,animal_10,gm_0,33,0,0,0,experiment_1,disease_3,institute_1,legal_4,33
2019,LU,animal_11,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,LU,animal_11,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,LU,animal_11,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,LU,animal_11,gm_0,0,0,0,0,experiment_4,disease_3,institute_7,legal_4,0
2019,LU,animal_12,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,LU,animal_12,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,LU,animal_12,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,LU,animal_12,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,LU,animal_12,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,LU,animal_12,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,LU,animal_12,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,LU,animal_12,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,LU,animal_12,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,LU,animal_12,gm_0,0,0,0,0,experiment_4,disease_3,institute_7,legal_4,0
2019,LU,animal_12,gm_0,0,0,0,0,experiment_6,disease_2,institute_1,legal_4,0
2019,LU,animal_12,gm_0,0,0,0,0,experiment_6,disease_3,institute_2,legal_4,0
2019,LU,animal_12,gm_0,0,0,0,0,experiment_6,disease_3,institute_2,legal_4,0
2019,LU,animal_12,gm_0,0,0,0,0,experiment_6,disease_3,institute_2,legal_4,0
2019,SH,animal_7,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SH,animal_7,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SH,animal_7,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SH,animal_9,gm_0,0,0,0,0,experiment_1,disease_12,institute_1,legal_4,0
2019,SH,animal_9,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SH,animal_9,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SH,animal_9,gm_0,2,0,0,0,experiment_1,disease_2,institute_1,legal_4,2
2019,SO,animal_1,gm_0,0,0,0,0,experiment_2,disease_2,institute_1,legal_4,0
2019,SO,animal_1,gm_0,0,186,0,0,experiment_1,disease_3,institute_7,legal_4,186
2019,SO,animal_10,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_10,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SO,animal_10,gm_0,0,0,0,0,experiment_52,disease_3,institute_4,legal_3,0
2019,SO,animal_10,gm_0,0,0,0,0,experiment_52,disease_3,institute_4,legal_3,0
2019,SO,animal_10,gm_0,0,0,0,0,experiment_52,disease_3,institute_4,legal_3,0
2019,SO,animal_10,gm_0,0,0,0,0,experiment_52,disease_3,institute_4,legal_3,0
2019,SO,animal_10,gm_0,0,0,0,0,experiment_52,disease_3,institute_4,legal_3,0
2019,SO,animal_10,gm_0,0,0,0,0,experiment_52,disease_3,institute_4,legal_3,0
2019,SO,animal_10,gm_0,0,0,0,0,experiment_6,disease_3,institute_2,legal_4,0
2019,SO,animal_10,gm_0,0,0,2,0,experiment_1,disease_3,institute_4,legal_4,2
2019,SO,animal_10,gm_0,0,120,0,1,experiment_52,disease_3,institute_4,legal_3,121
2019,SO,animal_10,gm_0,0,1332,100,116,experiment_52,disease_3,institute_4,legal_3,1548
2019,SO,animal_10,gm_0,0,718,80,226,experiment_52,disease_3,institute_4,legal_3,1024
2019,SO,animal_10,gm_0,988,0,0,0,experiment_1,disease_3,institute_4,legal_4,988
2019,SO,animal_11,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_11,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SO,animal_11,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SO,animal_11,gm_0,0,0,0,0,experiment_4,disease_3,institute_7,legal_4,0
2019,SO,animal_11,gm_0,0,0,0,0,experiment_52,disease_3,institute_4,legal_3,0
2019,SO,animal_11,gm_0,0,15,0,0,experiment_1,disease_2,institute_7,legal_4,15
2019,SO,animal_12,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SO,animal_12,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SO,animal_12,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SO,animal_12,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SO,animal_12,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_12,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_12,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SO,animal_12,gm_0,0,0,0,0,experiment_6,disease_2,institute_1,legal_4,0
2019,SO,animal_12,gm_0,0,0,0,0,experiment_6,disease_2,institute_1,legal_4,0
2019,SO,animal_12,gm_0,0,0,0,0,experiment_6,disease_3,institute_1,legal_4,0
2019,SO,animal_12,gm_0,0,0,0,0,experiment_6,disease_3,institute_2,legal_4,0
2019,SO,animal_12,gm_0,0,0,0,0,experiment_6,disease_3,institute_2,legal_4,0
2019,SO,animal_12,gm_0,0,1,0,0,experiment_4,disease_3,institute_7,legal_4,1
2019,SO,animal_12,gm_0,0,78,0,0,experiment_4,disease_3,institute_7,legal_1,78
2019,SO,animal_12,gm_0,1,0,0,0,experiment_6,disease_2,institute_1,legal_4,1
2019,SO,animal_12,gm_0,10,0,0,0,experiment_3,disease_2,institute_1,legal_4,10
2019,SO,animal_12,gm_0,171,0,0,0,experiment_1,disease_2,institute_1,legal_4,171
2019,SO,animal_12,gm_0,2,0,0,0,experiment_6,disease_2,institute_2,legal_4,0
2019,SO,animal_12,gm_0,96,0,0,0,experiment_4,disease_3,institute_1,legal_4,96
2019,SO,animal_13,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SO,animal_13,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_13,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SO,animal_13,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SO,animal_13,gm_0,0,0,0,0,experiment_4,disease_3,institute_7,legal_4,0
2019,SO,animal_13,gm_0,10,0,0,0,experiment_6,disease_3,institute_2,legal_4,10
2019,SO,animal_13,gm_0,211,0,0,0,experiment_6,disease_3,institute_2,legal_4,211
2019,SO,animal_13,gm_0,50,0,0,0,experiment_3,disease_2,institute_1,legal_4,50
2019,SO,animal_14,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SO,animal_14,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SO,animal_14,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SO,animal_14,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SO,animal_14,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_14,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_14,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_14,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_14,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_14,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_14,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_14,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SO,animal_14,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SO,animal_14,gm_0,0,0,0,0,experiment_4,disease_3,institute_7,legal_4,0
2019,SO,animal_14,gm_0,0,0,0,0,experiment_4,disease_3,institute_7,legal_4,0
2019,SO,animal_14,gm_0,0,0,0,0,experiment_6,disease_3,institute_2,legal_4,0
2019,SO,animal_15,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SO,animal_16,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SO,animal_16,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SO,animal_16,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SO,animal_16,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SO,animal_16,gm_0,0,0,0,0,experiment_2,disease_2,institute_1,legal_4,0
2019,SO,animal_16,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_16,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_16,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_16,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SO,animal_16,gm_0,0,0,0,0,experiment_4,disease_3,institute_7,legal_4,0
2019,SO,animal_16,gm_0,0,0,0,0,experiment_6,disease_2,institute_1,legal_4,0
2019,SO,animal_16,gm_0,0,1,0,0,experiment_2,disease_2,institute_1,legal_4,1
2019,SO,animal_16,gm_0,11,0,0,0,experiment_3,disease_2,institute_1,legal_4,11
2019,SO,animal_16,gm_0,2,0,0,0,experiment_1,disease_2,institute_1,legal_4,2
2019,SO,animal_16,gm_0,3,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_17,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SO,animal_18,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SO,animal_18,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SO,animal_18,gm_0,0,0,0,0,experiment_1,disease_2,institute_4,legal_4,0
2019,SO,animal_18,gm_0,0,0,0,0,experiment_1,disease_2,institute_4,legal_4,0
2019,SO,animal_18,gm_0,0,0,0,0,experiment_1,disease_2,institute_4,legal_4,0
2019,SO,animal_18,gm_0,0,0,0,0,experiment_1,disease_2,institute_4,legal_4,0
2019,SO,animal_18,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_18,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_18,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_18,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SO,animal_4,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SO,animal_5,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SO,animal_5,gm_0,0,0,0,0,experiment_1,disease_3,institute_1,legal_4,0
2019,SO,animal_5,gm_0,0,0,0,0,experiment_1,disease_3,institute_1,legal_4,0
2019,SO,animal_5,gm_0,0,0,0,0,experiment_1,disease_3,institute_1,legal_4,0
2019,SO,animal_5,gm_0,0,0,0,0,experiment_1,disease_3,institute_7,legal_4,0
2019,SO,animal_5,gm_0,0,0,0,0,experiment_1,disease_3,institute_7,legal_4,0
2019,SO,animal_5,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_5,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SO,animal_5,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SO,animal_5,gm_0,0,0,0,0,experiment_6,disease_2,institute_7,legal_4,0
2019,SO,animal_5,gm_0,0,19,0,0,experiment_1,disease_3,institute_7,legal_4,19
2019,SO,animal_5,gm_0,0,240,0,0,experiment_1,disease_3,institute_7,legal_4,240
2019,SO,animal_6,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SO,animal_6,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SO,animal_6,gm_0,0,0,0,0,experiment_1,disease_3,institute_1,legal_4,0
2019,SO,animal_6,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_6,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SO,animal_7,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SO,animal_7,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SO,animal_7,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SO,animal_7,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_7,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_7,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SO,animal_7,gm_0,0,0,0,0,experiment_6,disease_3,institute_4,legal_4,0
2019,SO,animal_8,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SO,animal_8,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SO,animal_9,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SO,animal_9,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_9,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SO,animal_9,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SO,animal_9,gm_0,19,0,0,0,experiment_1,disease_2,institute_1,legal_4,19
2019,SO,animal_9,gm_0,20,0,0,0,experiment_1,disease_2,institute_1,legal_4,20
2019,SZ,animal_1,gm_0,0,0,0,0,experiment_2,disease_2,institute_1,legal_4,0
2019,SZ,animal_10,gm_0,0,0,0,0,experiment_1,disease_3,institute_2,legal_4,0
2019,SZ,animal_10,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SZ,animal_10,gm_0,0,708,0,1,experiment_6,disease_3,institute_2,legal_4,686
2019,SZ,animal_11,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SZ,animal_11,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SZ,animal_11,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SZ,animal_11,gm_0,0,0,0,0,experiment_4,disease_3,institute_7,legal_4,0
2019,SZ,animal_12,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SZ,animal_12,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SZ,animal_12,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SZ,animal_12,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SZ,animal_12,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SZ,animal_12,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SZ,animal_12,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SZ,animal_12,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SZ,animal_12,gm_0,0,0,0,0,experiment_6,disease_2,institute_1,legal_4,0
2019,SZ,animal_12,gm_0,0,0,0,0,experiment_6,disease_2,institute_2,legal_4,0
2019,SZ,animal_12,gm_0,0,0,0,0,experiment_6,disease_3,institute_2,legal_1,0
2019,SZ,animal_12,gm_0,0,1,0,0,experiment_4,disease_3,institute_7,legal_4,1
2019,SZ,animal_12,gm_0,22,0,0,0,experiment_6,disease_2,institute_2,legal_4,22
2019,SZ,animal_13,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SZ,animal_13,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SZ,animal_13,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SZ,animal_13,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SZ,animal_13,gm_0,0,0,0,0,experiment_4,disease_3,institute_7,legal_4,0
2019,SZ,animal_14,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SZ,animal_14,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SZ,animal_14,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SZ,animal_14,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SZ,animal_14,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SZ,animal_14,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SZ,animal_14,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SZ,animal_14,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SZ,animal_14,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,SZ,animal_14,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SZ,animal_14,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SZ,animal_14,gm_0,0,0,0,0,experiment_4,disease_3,institute_7,legal_4,0
2019,SZ,animal_14,gm_0,0,0,0,0,experiment_4,disease_3,institute_7,legal_4,0
2019,SZ,animal_14,gm_0,0,0,0,0,experiment_6,disease_2,institute_2,legal_4,0
2019,SZ,animal_14,gm_0,0,0,0,0,experiment_6,disease_3,institute_2,legal_4,0
2019,SZ,animal_14,gm_0,145,0,0,0,experiment_6,disease_2,institute_2,legal_4,145
2019,SZ,animal_14,gm_0,240,0,0,0,experiment_3,disease_14,institute_7,legal_4,0
2019,SZ,animal_14,gm_0,34,0,0,0,experiment_1,disease_2,institute_1,legal_4,34
2019,SZ,animal_14,gm_0,36,0,0,0,experiment_6,disease_2,institute_2,legal_4,0
2019,SZ,animal_15,gm_0,0,0,0,0,experiment_4,disease_3,institute_1,legal_4,0
2019,SZ,animal_16,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SZ,animal_16,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SZ,animal_16,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SZ,animal_16,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SZ,animal_16,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,SZ,animal_16,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,TI,animal_5,gm_0,0,0,0,0,experiment_1,disease_3,institute_7,legal_4,0
2019,TI,animal_5,gm_0,0,0,0,0,experiment_1,disease_3,institute_7,legal_4,0
2019,TI,animal_5,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,TI,animal_5,gm_0,0,29,0,0,experiment_1,disease_3,institute_7,legal_4,29
2019,TI,animal_6,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,TI,animal_6,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,TI,animal_6,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,TI,animal_7,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,TI,animal_7,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,TI,animal_7,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,TI,animal_8,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,TI,animal_9,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,TI,animal_9,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,TI,animal_9,gm_0,7,0,0,0,experiment_1,disease_2,institute_1,legal_4,7
2019,TI,animal_9,gm_0,7,0,0,0,experiment_4,disease_3,institute_2,legal_1,7
2019,UR,animal_10,gm_0,0,0,0,0,experiment_1,disease_3,institute_2,legal_4,0
2019,UR,animal_10,gm_0,0,1969,0,2,experiment_6,disease_3,institute_2,legal_4,1954
2019,UR,animal_11,gm_0,0,0,0,0,experiment_4,disease_3,institute_7,legal_4,0
2019,UR,animal_12,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_12,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_12,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_12,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_12,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,UR,animal_12,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,UR,animal_12,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,UR,animal_12,gm_0,0,0,0,0,experiment_4,disease_3,institute_7,legal_4,0
2019,UR,animal_12,gm_0,0,0,0,0,experiment_6,disease_3,institute_2,legal_1,0
2019,UR,animal_12,gm_0,0,0,0,0,experiment_6,disease_3,institute_2,legal_4,0
2019,UR,animal_12,gm_0,29,0,0,0,experiment_6,disease_14,institute_2,legal_4,29
2019,UR,animal_13,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_13,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,UR,animal_13,gm_0,0,0,0,0,experiment_4,disease_3,institute_7,legal_4,0
2019,UR,animal_14,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_14,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_14,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_14,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_14,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,UR,animal_14,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,UR,animal_14,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,UR,animal_14,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,UR,animal_14,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,UR,animal_14,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,UR,animal_14,gm_0,0,0,0,0,experiment_4,disease_3,institute_7,legal_4,0
2019,UR,animal_14,gm_0,0,0,0,0,experiment_4,disease_3,institute_7,legal_4,0
2019,UR,animal_14,gm_0,0,0,0,0,experiment_6,disease_2,institute_1,legal_4,0
2019,UR,animal_14,gm_0,0,0,0,0,experiment_6,disease_3,institute_2,legal_4,0
2019,UR,animal_14,gm_0,48,0,0,0,experiment_6,disease_2,institute_2,legal_4,0
2019,UR,animal_16,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_16,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_16,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_16,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_16,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_16,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,UR,animal_16,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,UR,animal_16,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,UR,animal_16,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,UR,animal_16,gm_0,0,0,0,0,experiment_4,disease_3,institute_7,legal_4,0
2019,UR,animal_16,gm_0,0,0,0,0,experiment_6,disease_2,institute_1,legal_4,0
2019,UR,animal_18,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_18,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_18,gm_0,0,0,0,0,experiment_1,disease_2,institute_4,legal_4,0
2019,UR,animal_18,gm_0,0,0,0,0,experiment_1,disease_2,institute_4,legal_4,0
2019,UR,animal_18,gm_0,0,0,0,0,experiment_1,disease_2,institute_4,legal_4,0
2019,UR,animal_18,gm_0,0,0,0,0,experiment_1,disease_2,institute_4,legal_4,0
2019,UR,animal_18,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,UR,animal_18,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,UR,animal_18,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,UR,animal_5,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_5,gm_0,0,0,0,0,experiment_1,disease_3,institute_1,legal_4,0
2019,UR,animal_5,gm_0,0,0,0,0,experiment_1,disease_3,institute_1,legal_4,0
2019,UR,animal_5,gm_0,0,0,0,0,experiment_1,disease_3,institute_7,legal_4,0
2019,UR,animal_5,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,UR,animal_5,gm_0,0,22,0,0,experiment_1,disease_3,institute_7,legal_4,22
2019,UR,animal_5,gm_0,0,38,0,0,experiment_1,disease_3,institute_7,legal_4,38
2019,UR,animal_6,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_6,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_6,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,UR,animal_7,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_7,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_7,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_7,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,UR,animal_7,gm_0,0,0,0,0,experiment_3,disease_2,institute_1,legal_4,0
2019,UR,animal_8,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_9,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
2019,UR,animal_9,gm_0,0,0,0,0,experiment_1,disease_2,institute_1,legal_4,0
