ID,DE,FR,IT,EN
epc1,verbotene Stoffe,Substances interdites,Sostanze vietate,Banned substances
epc2,Mikrobiolgie,Microbiologie,Microbiologia,Microbiology
epc3,Diverses,Divers,Altro,Miscellaneous
epc4,Mykotoxine,Mycotoxines,Microtossine,Mycotoxins
epc5,Pestizidrückstände,Résidus de pesticides,Residui di pesticidi,Pesticide residues
