Geschlecht,Sprachregion,Altersgruppe,Frage,Antwort,Anzahl
g1,fr,6bis9,c05_02,a33,1
g1,de,10bis13,c05_01,a33,29
g1,de,14bis17,c05_07,a33,1
g1,fr,6bis9,c05_01,a33,12
g2,de,10bis13,c05_06,a33,4
g1,CH,14bis17,c05_05,a33,38
g2,de,6bis9,c05_04,a33,0
All,CH,14bis17,c05_07,a33,2
All,it,6bis9,c05_07,a33,0
g1,fr,All,c05_06,a33,11
All,CH,All,c05_03,a33,243
g1,it,All,c05_06,a33,2
g2,de,6bis9,c05_05,a33,0
g1,it,All,c05_07,a33,0
g1,fr,6bis9,c05_03,a33,12
All,fr,All,c05_01,a33,48
All,CH,6bis9,c05_02,a33,18
g1,CH,6bis9,c05_05,a33,5
g1,CH,14bis17,c05_02,a33,4
g1,de,14bis17,c05_03,a33,22
All,fr,10bis13,c05_02,a33,2
g1,it,All,c05_01,a33,4
g1,de,14bis17,c05_05,a33,33
g2,de,6bis9,c05_02,a33,4
g1,de,14bis17,c05_01,a33,40
All,fr,6bis9,c05_07,a33,1
g2,de,6bis9,c05_06,a33,7
All,it,All,c05_01,a33,9
g2,de,10bis13,c05_07,a33,0
All,CH,6bis9,c05_04,a33,2
g1,it,All,c05_03,a33,4
g1,de,14bis17,c05_02,a33,2
g1,de,14bis17,c05_04,a33,0
All,fr,6bis9,c05_06,a33,5
g1,CH,6bis9,c05_04,a33,2
g1,it,All,c05_02,a33,4
g2,de,6bis9,c05_01,a33,35
g1,CH,14bis17,c05_04,a33,0
All,it,10bis13,c05_01,a33,1
g1,CH,14bis17,c05_03,a33,26
g1,it,All,c05_05,a33,1
g2,fr,10bis13,c05_01,a33,6
g2,fr,14bis17,c05_07,a33,0
All,it,10bis13,c05_02,a33,2
All,CH,All,c05_01,a33,250
All,fr,All,c05_07,a33,1
All,CH,6bis9,c05_05,a33,6
All,CH,6bis9,c05_03,a33,100
g1,de,14bis17,c05_06,a33,6
g2,CH,All,c05_07,a33,1
g1,fr,6bis9,c05_07,a33,1
g1,fr,6bis9,c05_06,a33,4
All,fr,10bis13,c05_01,a33,13
g1,fr,All,c05_07,a33,1
All,fr,6bis9,c05_05,a33,3
g1,it,All,c05_04,a33,0
g2,de,6bis9,c05_03,a33,26
All,CH,All,c05_02,a33,42
g1,fr,6bis9,c05_05,a33,3
All,fr,10bis13,c05_06,a33,9
All,CH,All,c05_04,a33,2
g1,fr,14bis17,c05_02,a33,0
g2,fr,All,c05_04,a33,0
g2,it,6bis9,c05_04,a33,0
g2,it,All,c05_03,a33,5
g2,fr,14bis17,c05_02,a33,1
All,fr,All,c05_04,a33,2
All,it,6bis9,c05_03,a33,3
g2,it,6bis9,c05_05,a33,1
g2,it,14bis17,c05_07,a33,0
g2,fr,All,c05_03,a33,20
All,de,All,c05_02,a33,27
g2,it,6bis9,c05_06,a33,0
All,fr,14bis17,c05_04,a33,0
g2,it,All,c05_04,a33,0
All,de,All,c05_04,a33,0
g2,it,14bis17,c05_06,a33,3
g2,it,6bis9,c05_07,a33,0
g1,CH,10bis13,c05_04,a33,0
g2,fr,All,c05_02,a33,7
g1,fr,14bis17,c05_01,a33,6
All,fr,14bis17,c05_03,a33,8
g1,CH,6bis9,c05_07,a33,1
g2,fr,All,c05_01,a33,23
g2,fr,14bis17,c05_01,a33,9
All,fr,14bis17,c05_05,a33,12
g2,it,6bis9,c05_03,a33,1
g2,it,10bis13,c05_01,a33,0
g2,fr,14bis17,c05_03,a33,4
g2,it,10bis13,c05_04,a33,0
All,it,6bis9,c05_01,a33,3
g2,it,10bis13,c05_05,a33,0
All,fr,All,c05_03,a33,45
g1,CH,10bis13,c05_02,a33,11
g2,fr,All,c05_07,a33,0
All,de,All,c05_03,a33,189
g2,it,10bis13,c05_06,a33,0
g2,it,10bis13,c05_03,a33,2
All,fr,14bis17,c05_07,a33,0
g2,fr,14bis17,c05_04,a33,0
g1,CH,10bis13,c05_03,a33,42
g2,it,10bis13,c05_07,a33,0
g2,fr,All,c05_06,a33,15
g2,it,All,c05_02,a33,2
g2,it,6bis9,c05_01,a33,1
g1,CH,10bis13,c05_01,a33,37
All,fr,14bis17,c05_06,a33,12
g2,it,10bis13,c05_02,a33,1
g2,it,6bis9,c05_02,a33,1
All,it,6bis9,c05_02,a33,2
g2,fr,All,c05_05,a33,8
g2,fr,14bis17,c05_05,a33,7
g2,it,14bis17,c05_05,a33,2
All,fr,10bis13,c05_04,a33,0
g1,CH,10bis13,c05_05,a33,7
g2,it,All,c05_07,a33,0
All,it,6bis9,c05_05,a33,2
All,de,6bis9,c05_06,a33,7
g2,it,14bis17,c05_01,a33,4
g1,fr,10bis13,c05_03,a33,9
g1,de,10bis13,c05_02,a33,9
g2,de,All,c05_03,a33,84
g1,CH,6bis9,c05_06,a33,5
g1,CH,10bis13,c05_07,a33,0
All,CH,All,c05_05,a33,92
g1,fr,10bis13,c05_04,a33,0
All,fr,10bis13,c05_05,a33,4
g2,de,All,c05_02,a33,10
g1,fr,10bis13,c05_05,a33,3
g2,de,6bis9,c05_07,a33,0
All,de,All,c05_01,a33,193
All,fr,All,c05_06,a33,26
g1,fr,10bis13,c05_06,a33,4
All,CH,6bis9,c05_01,a33,86
g1,CH,14bis17,c05_01,a33,47
g2,de,All,c05_01,a33,96
All,it,6bis9,c05_06,a33,1
g1,fr,10bis13,c05_07,a33,0
g1,fr,10bis13,c05_02,a33,1
g2,fr,14bis17,c05_06,a33,9
g2,de,All,c05_04,a33,0
g1,fr,14bis17,c05_05,a33,5
All,fr,All,c05_02,a33,9
g1,fr,14bis17,c05_03,a33,4
All,fr,14bis17,c05_02,a33,1
g2,de,All,c05_07,a33,1
g2,it,All,c05_05,a33,3
All,it,6bis9,c05_04,a33,0
g1,fr,14bis17,c05_04,a33,0
g2,it,14bis17,c05_04,a33,0
All,fr,All,c05_05,a33,19
All,CH,All,c05_07,a33,3
All,fr,14bis17,c05_01,a33,15
g2,it,14bis17,c05_02,a33,0
g2,de,All,c05_06,a33,28
g1,fr,14bis17,c05_06,a33,3
g2,it,14bis17,c05_03,a33,2
g2,de,All,c05_05,a33,31
g1,CH,10bis13,c05_06,a33,8
g2,it,All,c05_06,a33,3
g1,fr,14bis17,c05_07,a33,0
All,fr,10bis13,c05_07,a33,0
All,CH,All,c05_06,a33,69
g1,fr,10bis13,c05_01,a33,7
g2,de,10bis13,c05_05,a33,4
g2,CH,All,c05_06,a33,46
All,it,10bis13,c05_07,a33,0
g1,it,10bis13,c05_05,a33,0
g2,CH,14bis17,c05_06,a33,29
g2,fr,10bis13,c05_04,a33,0
g1,it,10bis13,c05_03,a33,2
g1,CH,All,c05_06,a33,23
All,de,10bis13,c05_07,a33,0
All,CH,10bis13,c05_06,a33,17
g1,it,10bis13,c05_04,a33,0
All,it,14bis17,c05_01,a33,5
g2,CH,14bis17,c05_05,a33,36
g2,fr,6bis9,c05_07,a33,0
g2,CH,6bis9,c05_05,a33,1
g2,de,14bis17,c05_01,a33,44
All,de,10bis13,c05_06,a33,8
All,it,14bis17,c05_07,a33,0
g1,it,10bis13,c05_06,a33,0
g2,CH,14bis17,c05_04,a33,0
g1,CH,All,c05_05,a33,50
g2,fr,6bis9,c05_06,a33,1
g1,it,10bis13,c05_07,a33,0
All,CH,14bis17,c05_05,a33,74
g2,CH,6bis9,c05_06,a33,8
g2,CH,14bis17,c05_03,a33,38
All,it,All,c05_05,a33,4
g1,it,10bis13,c05_02,a33,1
All,de,All,c05_05,a33,69
g1,CH,6bis9,c05_01,a33,42
g1,it,14bis17,c05_03,a33,0
g1,de,All,c05_03,a33,105
g2,CH,6bis9,c05_03,a33,34
g2,CH,All,c05_01,a33,124
g2,de,14bis17,c05_04,a33,0
g1,it,14bis17,c05_04,a33,0
All,de,14bis17,c05_03,a33,54
g1,de,All,c05_02,a33,17
All,CH,10bis13,c05_04,a33,0
g1,it,14bis17,c05_05,a33,0
g1,it,14bis17,c05_06,a33,1
All,de,14bis17,c05_01,a33,84
All,de,14bis17,c05_02,a33,4
g2,de,14bis17,c05_03,a33,32
g1,de,All,c05_01,a33,97
g1,it,14bis17,c05_07,a33,0
All,CH,10bis13,c05_05,a33,12
g1,CH,All,c05_07,a33,2
g2,CH,6bis9,c05_04,a33,0
g2,de,14bis17,c05_02,a33,2
g1,it,10bis13,c05_01,a33,1
g2,CH,14bis17,c05_07,a33,1
All,CH,10bis13,c05_07,a33,0
g1,it,6bis9,c05_01,a33,2
All,it,10bis13,c05_06,a33,0
All,CH,14bis17,c05_03,a33,64
g2,fr,6bis9,c05_02,a33,5
All,de,6bis9,c05_01,a33,63
g2,CH,10bis13,c05_01,a33,23
g1,CH,All,c05_02,a33,23
All,de,6bis9,c05_02,a33,10
All,de,10bis13,c05_01,a33,46
g2,CH,10bis13,c05_05,a33,5
g2,fr,6bis9,c05_01,a33,8
All,it,14bis17,c05_04,a33,0
All,de,6bis9,c05_03,a33,78
All,it,All,c05_07,a33,0
All,de,10bis13,c05_02,a33,13
g2,CH,10bis13,c05_04,a33,0
All,de,6bis9,c05_04,a33,0
g2,CH,10bis13,c05_02,a33,6
All,it,14bis17,c05_05,a33,2
All,de,6bis9,c05_07,a33,0
g1,CH,All,c05_01,a33,126
g2,fr,10bis13,c05_07,a33,0
All,de,6bis9,c05_05,a33,1
g2,CH,10bis13,c05_03,a33,37
All,CH,14bis17,c05_04,a33,0
g2,CH,10bis13,c05_06,a33,9
g1,it,6bis9,c05_07,a33,0
All,de,10bis13,c05_05,a33,8
g1,it,6bis9,c05_04,a33,0
All,it,14bis17,c05_02,a33,2
g2,fr,6bis9,c05_05,a33,0
g1,it,6bis9,c05_02,a33,1
All,it,All,c05_06,a33,5
g2,CH,14bis17,c05_02,a33,3
g1,CH,All,c05_04,a33,2
g1,it,6bis9,c05_03,a33,2
All,de,10bis13,c05_04,a33,0
All,CH,14bis17,c05_01,a33,104
g2,fr,6bis9,c05_04,a33,0
g2,CH,14bis17,c05_01,a33,57
All,it,14bis17,c05_03,a33,2
g2,CH,6bis9,c05_07,a33,0
All,it,14bis17,c05_06,a33,4
g1,it,6bis9,c05_05,a33,1
All,de,10bis13,c05_03,a33,57
g2,fr,10bis13,c05_05,a33,1
g2,CH,10bis13,c05_07,a33,0
g1,CH,All,c05_03,a33,134
g1,it,6bis9,c05_06,a33,1
g2,fr,6bis9,c05_03,a33,7
All,CH,14bis17,c05_02,a33,7
All,it,All,c05_04,a33,0
g2,it,All,c05_01,a33,5
g2,fr,10bis13,c05_03,a33,9
All,it,All,c05_03,a33,9
g2,CH,All,c05_04,a33,0
g1,de,6bis9,c05_01,a33,28
All,CH,10bis13,c05_01,a33,60
g1,fr,All,c05_01,a33,25
All,it,10bis13,c05_04,a33,0
g2,fr,10bis13,c05_06,a33,5
g1,de,6bis9,c05_02,a33,6
g2,de,10bis13,c05_01,a33,17
g1,de,6bis9,c05_03,a33,52
g1,CH,6bis9,c05_02,a33,8
All,CH,14bis17,c05_06,a33,39
g1,de,All,c05_07,a33,1
g2,CH,6bis9,c05_01,a33,44
g1,de,6bis9,c05_04,a33,0
g2,CH,All,c05_03,a33,109
All,de,14bis17,c05_06,a33,23
All,CH,10bis13,c05_02,a33,17
All,it,10bis13,c05_05,a33,0
g1,de,6bis9,c05_05,a33,1
g2,de,14bis17,c05_07,a33,1
g2,de,10bis13,c05_02,a33,4
g1,fr,All,c05_02,a33,2
All,fr,6bis9,c05_01,a33,20
g1,de,10bis13,c05_07,a33,0
g1,fr,All,c05_05,a33,11
All,it,10bis13,c05_03,a33,4
g1,de,10bis13,c05_03,a33,31
All,fr,6bis9,c05_03,a33,19
g2,de,10bis13,c05_04,a33,0
g1,fr,All,c05_04,a33,2
All,it,All,c05_02,a33,6
g1,de,10bis13,c05_04,a33,0
g1,CH,14bis17,c05_06,a33,10
g2,CH,All,c05_05,a33,42
All,CH,6bis9,c05_07,a33,1
g1,de,10bis13,c05_05,a33,4
All,fr,6bis9,c05_02,a33,6
g1,CH,6bis9,c05_03,a33,66
g1,fr,All,c05_03,a33,25
g2,de,10bis13,c05_03,a33,26
g1,de,10bis13,c05_06,a33,4
g1,CH,14bis17,c05_07,a33,1
g2,fr,10bis13,c05_02,a33,1
g1,de,All,c05_06,a33,10
All,de,14bis17,c05_07,a33,2
All,de,All,c05_06,a33,38
g2,CH,All,c05_02,a33,19
g2,de,14bis17,c05_05,a33,27
g1,de,6bis9,c05_07,a33,0
g2,de,14bis17,c05_06,a33,17
g1,de,6bis9,c05_06,a33,0
g1,de,All,c05_04,a33,0
g2,CH,6bis9,c05_02,a33,10
g1,de,All,c05_05,a33,38
g1,it,14bis17,c05_02,a33,2
All,de,14bis17,c05_04,a33,0
g1,it,14bis17,c05_01,a33,1
All,de,14bis17,c05_05,a33,60
All,CH,10bis13,c05_03,a33,79
g2,fr,10bis13,c05_02,a32,4
g2,it,14bis17,c05_02,a32,2
g2,de,10bis13,c05_03,a32,27
g2,de,10bis13,c05_07,a32,0
g2,fr,6bis9,c05_02,a32,1
g2,it,All,c05_03,a32,7
All,it,14bis17,c05_06,a32,6
g1,CH,6bis9,c05_03,a32,42
g1,CH,10bis13,c05_01,a32,48
All,CH,14bis17,c05_02,a32,48
g2,it,10bis13,c05_01,a32,2
All,it,6bis9,c05_02,a32,4
All,it,14bis17,c05_03,a32,4
g2,fr,6bis9,c05_03,a32,3
All,de,All,c05_07,a32,25
g2,de,6bis9,c05_07,a32,4
All,de,All,c05_05,a32,197
All,it,6bis9,c05_03,a32,4
g1,CH,6bis9,c05_01,a32,28
All,de,All,c05_06,a32,113
All,it,10bis13,c05_02,a32,6
All,it,6bis9,c05_06,a32,3
All,CH,6bis9,c05_05,a32,45
All,CH,6bis9,c05_01,a32,53
All,CH,14bis17,c05_03,a32,64
g2,it,10bis13,c05_02,a32,3
All,CH,14bis17,c05_06,a32,95
g2,de,6bis9,c05_06,a32,6
g2,it,10bis13,c05_04,a32,1
All,it,6bis9,c05_01,a32,5
All,CH,14bis17,c05_04,a32,102
g2,fr,10bis13,c05_06,a32,11
All,CH,14bis17,c05_07,a32,21
g2,fr,14bis17,c05_04,a32,2
g2,fr,10bis13,c05_07,a32,3
All,CH,6bis9,c05_06,a32,17
All,it,10bis13,c05_03,a32,2
g2,de,14bis17,c05_05,a32,59
All,CH,6bis9,c05_02,a32,73
All,CH,10bis13,c05_04,a32,61
g2,it,10bis13,c05_03,a32,2
g2,de,10bis13,c05_04,a32,28
All,it,10bis13,c05_06,a32,7
g2,de,10bis13,c05_06,a32,24
g2,fr,6bis9,c05_01,a32,10
g2,it,All,c05_02,a32,7
All,CH,6bis9,c05_07,a32,12
All,it,14bis17,c05_04,a32,4
g2,de,6bis9,c05_05,a32,16
g2,de,14bis17,c05_04,a32,41
g2,fr,14bis17,c05_07,a32,3
g2,fr,10bis13,c05_01,a32,13
g2,it,14bis17,c05_07,a32,1
g2,fr,10bis13,c05_05,a32,4
g2,it,All,c05_04,a32,3
All,fr,All,c05_02,a32,31
g2,it,14bis17,c05_01,a32,2
All,it,10bis13,c05_05,a32,6
All,CH,10bis13,c05_07,a32,5
All,it,10bis13,c05_01,a32,5
All,it,14bis17,c05_07,a32,1
g2,it,14bis17,c05_04,a32,2
All,fr,All,c05_01,a32,69
g2,de,6bis9,c05_03,a32,39
All,CH,10bis13,c05_02,a32,87
All,de,All,c05_02,a32,163
g2,fr,6bis9,c05_07,a32,0
g2,it,All,c05_06,a32,8
g1,CH,6bis9,c05_02,a32,38
All,it,6bis9,c05_04,a32,0
g2,de,14bis17,c05_02,a32,21
g2,it,14bis17,c05_03,a32,3
g2,de,6bis9,c05_04,a32,0
All,it,14bis17,c05_01,a32,3
g1,CH,6bis9,c05_05,a32,25
g2,fr,10bis13,c05_04,a32,3
g2,it,All,c05_07,a32,2
All,CH,10bis13,c05_06,a32,62
g2,fr,14bis17,c05_06,a32,10
g2,de,14bis17,c05_01,a32,25
All,it,6bis9,c05_05,a32,5
All,CH,6bis9,c05_03,a32,86
All,fr,All,c05_03,a32,34
g2,fr,6bis9,c05_06,a32,1
All,CH,10bis13,c05_01,a32,89
g2,de,14bis17,c05_03,a32,27
g2,de,14bis17,c05_07,a32,10
g1,CH,6bis9,c05_04,a32,0
g2,fr,6bis9,c05_04,a32,0
All,it,6bis9,c05_07,a32,2
g2,de,6bis9,c05_01,a32,14
g2,de,10bis13,c05_02,a32,35
All,CH,14bis17,c05_01,a32,69
g2,it,14bis17,c05_06,a32,4
All,CH,10bis13,c05_03,a32,82
All,CH,14bis17,c05_05,a32,170
g2,fr,14bis17,c05_05,a32,20
All,it,10bis13,c05_04,a32,3
All,it,10bis13,c05_07,a32,1
g2,de,10bis13,c05_01,a32,26
g2,fr,6bis9,c05_05,a32,2
g1,CH,6bis9,c05_06,a32,9
All,CH,10bis13,c05_05,a32,76
All,it,14bis17,c05_02,a32,4
All,CH,6bis9,c05_04,a32,0
g1,CH,6bis9,c05_07,a32,7
g2,fr,10bis13,c05_03,a32,11
g2,it,14bis17,c05_05,a32,7
All,de,All,c05_01,a32,129
g2,de,6bis9,c05_02,a32,32
g2,it,All,c05_05,a32,12
g2,de,14bis17,c05_06,a32,33
g2,de,10bis13,c05_05,a32,26
g1,de,6bis9,c05_02,a32,33
g2,it,All,c05_01,a32,5
g1,de,All,c05_05,a32,96
All,de,14bis17,c05_07,a32,16
g1,de,6bis9,c05_03,a32,38
g2,CH,6bis9,c05_01,a32,25
g1,de,All,c05_07,a32,11
g1,de,6bis9,c05_04,a32,0
g2,CH,All,c05_03,a32,121
g1,de,6bis9,c05_05,a32,15
All,de,14bis17,c05_06,a32,68
g1,de,All,c05_06,a32,50
g1,de,6bis9,c05_06,a32,3
g2,CH,6bis9,c05_02,a32,35
All,de,14bis17,c05_05,a32,117
g1,de,6bis9,c05_07,a32,5
All,it,14bis17,c05_05,a32,12
All,fr,6bis9,c05_06,a32,5
g1,it,14bis17,c05_01,a32,1
g1,de,All,c05_04,a32,76
g2,CH,All,c05_02,a32,103
g1,it,14bis17,c05_02,a32,2
All,de,14bis17,c05_04,a32,91
All,it,All,c05_04,a32,7
g1,it,14bis17,c05_03,a32,1
g2,CH,6bis9,c05_03,a32,44
g1,de,All,c05_03,a32,95
g1,it,14bis17,c05_04,a32,2
All,de,14bis17,c05_03,a32,46
g2,CH,All,c05_01,a32,103
g1,it,14bis17,c05_05,a32,5
g1,fr,All,c05_01,a32,36
g2,CH,All,c05_04,a32,77
All,it,All,c05_03,a32,10
g1,de,6bis9,c05_01,a32,13
g1,de,14bis17,c05_05,a32,58
g1,de,14bis17,c05_06,a32,35
All,fr,6bis9,c05_05,a32,9
g1,fr,All,c05_07,a32,3
g2,CH,All,c05_07,a32,22
g1,CH,14bis17,c05_05,a32,84
g1,de,14bis17,c05_07,a32,6
g1,fr,All,c05_06,a32,23
g1,de,10bis13,c05_01,a32,29
All,fr,6bis9,c05_04,a32,0
All,it,All,c05_02,a32,14
g1,CH,14bis17,c05_06,a32,48
g1,fr,All,c05_05,a32,45
g2,CH,All,c05_06,a32,93
g1,de,10bis13,c05_03,a32,38
All,fr,6bis9,c05_03,a32,5
g1,de,10bis13,c05_04,a32,26
g1,fr,All,c05_04,a32,6
g1,de,10bis13,c05_05,a32,23
All,fr,6bis9,c05_02,a32,4
g1,fr,All,c05_03,a32,13
g2,CH,All,c05_05,a32,139
g1,de,10bis13,c05_06,a32,12
g1,CH,14bis17,c05_07,a32,7
g1,de,10bis13,c05_07,a32,0
g1,fr,All,c05_02,a32,23
All,fr,6bis9,c05_01,a32,21
g1,de,All,c05_02,a32,75
g1,it,14bis17,c05_06,a32,2
All,de,14bis17,c05_02,a32,35
g1,CH,All,c05_04,a32,86
g1,it,6bis9,c05_04,a32,0
g2,CH,6bis9,c05_07,a32,5
g2,CH,14bis17,c05_01,a32,37
g1,it,6bis9,c05_05,a32,3
All,de,10bis13,c05_03,a32,65
g1,it,6bis9,c05_06,a32,2
g2,CH,10bis13,c05_07,a32,3
g1,CH,All,c05_03,a32,111
g2,CH,10bis13,c05_01,a32,41
g1,it,6bis9,c05_07,a32,1
g2,CH,10bis13,c05_06,a32,38
All,de,10bis13,c05_02,a32,63
All,de,6bis9,c05_01,a32,27
All,it,All,c05_07,a32,4
All,de,6bis9,c05_02,a32,65
g2,CH,10bis13,c05_05,a32,33
g1,CH,All,c05_02,a32,105
All,de,6bis9,c05_03,a32,77
All,de,10bis13,c05_01,a32,55
g2,CH,10bis13,c05_02,a32,42
All,de,6bis9,c05_04,a32,0
g2,CH,10bis13,c05_04,a32,32
All,de,6bis9,c05_05,a32,31
All,de,6bis9,c05_07,a32,9
g2,CH,10bis13,c05_03,a32,40
g1,CH,All,c05_01,a32,108
All,de,6bis9,c05_06,a32,9
All,de,10bis13,c05_04,a32,54
g1,it,6bis9,c05_03,a32,2
g1,de,All,c05_01,a32,64
g2,CH,14bis17,c05_02,a32,26
g1,it,14bis17,c05_07,a32,0
g2,CH,6bis9,c05_04,a32,0
g1,CH,All,c05_07,a32,16
g1,it,10bis13,c05_01,a32,3
g2,CH,14bis17,c05_07,a32,14
g1,it,10bis13,c05_02,a32,3
All,de,14bis17,c05_01,a32,47
All,it,All,c05_05,a32,23
g2,CH,6bis9,c05_05,a32,20
g1,it,10bis13,c05_03,a32,0
g2,CH,14bis17,c05_06,a32,47
g1,CH,All,c05_06,a32,81
g1,it,10bis13,c05_04,a32,2
All,de,10bis13,c05_07,a32,0
g2,CH,14bis17,c05_05,a32,86
g1,it,10bis13,c05_05,a32,3
All,de,10bis13,c05_06,a32,36
g1,it,10bis13,c05_06,a32,4
g2,CH,14bis17,c05_04,a32,45
g1,CH,All,c05_05,a32,152
g1,it,10bis13,c05_07,a32,1
g2,CH,6bis9,c05_06,a32,8
g1,it,6bis9,c05_01,a32,4
g2,CH,14bis17,c05_03,a32,37
All,de,10bis13,c05_05,a32,49
All,it,All,c05_06,a32,16
g1,it,6bis9,c05_02,a32,2
g1,it,All,c05_01,a32,8
g1,de,10bis13,c05_02,a32,28
g1,de,14bis17,c05_04,a32,50
g1,fr,10bis13,c05_05,a32,17
g1,fr,14bis17,c05_02,a32,6
g1,CH,10bis13,c05_05,a32,43
g2,fr,All,c05_01,a32,33
g2,fr,14bis17,c05_01,a32,10
g1,fr,14bis17,c05_03,a32,7
g2,de,All,c05_07,a32,14
All,fr,14bis17,c05_02,a32,9
g1,fr,14bis17,c05_04,a32,5
All,fr,All,c05_05,a32,71
g1,fr,14bis17,c05_05,a32,21
g2,de,All,c05_06,a32,63
All,CH,All,c05_07,a32,38
g1,fr,14bis17,c05_06,a32,11
All,fr,14bis17,c05_01,a32,19
g1,CH,10bis13,c05_06,a32,24
g1,fr,14bis17,c05_07,a32,1
g2,de,All,c05_05,a32,101
All,fr,10bis13,c05_07,a32,4
g2,de,All,c05_04,a32,69
All,CH,All,c05_06,a32,174
g1,fr,10bis13,c05_02,a32,14
g1,CH,10bis13,c05_07,a32,2
All,fr,10bis13,c05_06,a32,19
g1,fr,10bis13,c05_03,a32,4
All,fr,All,c05_06,a32,45
g2,de,All,c05_03,a32,93
g1,fr,10bis13,c05_04,a32,1
All,fr,14bis17,c05_03,a32,14
g1,fr,14bis17,c05_01,a32,9
g2,fr,All,c05_02,a32,8
g1,CH,10bis13,c05_03,a32,42
All,de,All,c05_03,a32,188
g2,it,10bis13,c05_05,a32,3
g1,CH,10bis13,c05_02,a32,45
g2,it,10bis13,c05_06,a32,3
g2,fr,All,c05_07,a32,6
All,fr,14bis17,c05_07,a32,4
g2,it,10bis13,c05_07,a32,0
g2,fr,All,c05_06,a32,22
g2,fr,14bis17,c05_03,a32,7
g2,it,6bis9,c05_01,a32,1
All,fr,14bis17,c05_06,a32,21
g2,it,6bis9,c05_02,a32,2
g2,fr,All,c05_05,a32,26
g2,it,6bis9,c05_07,a32,1
g2,it,6bis9,c05_03,a32,2
All,fr,14bis17,c05_05,a32,41
g2,it,6bis9,c05_04,a32,0
All,fr,All,c05_04,a32,11
g2,fr,All,c05_04,a32,5
g2,fr,14bis17,c05_02,a32,3
g2,it,6bis9,c05_05,a32,2
g1,CH,10bis13,c05_04,a32,29
g2,fr,All,c05_03,a32,21
g2,it,6bis9,c05_06,a32,1
All,de,All,c05_04,a32,145
All,fr,14bis17,c05_04,a32,7
All,CH,All,c05_05,a32,291
g1,fr,10bis13,c05_01,a32,16
All,fr,10bis13,c05_05,a32,21
All,CH,All,c05_03,a32,232
g1,de,14bis17,c05_01,a32,22
g1,fr,6bis9,c05_02,a32,3
All,fr,10bis13,c05_03,a32,15
All,fr,All,c05_07,a32,9
g1,CH,14bis17,c05_02,a32,22
g1,fr,6bis9,c05_03,a32,2
g1,it,All,c05_06,a32,8
All,fr,10bis13,c05_01,a32,29
g1,fr,6bis9,c05_04,a32,0
g1,it,All,c05_03,a32,3
g1,it,All,c05_05,a32,11
g2,de,All,c05_02,a32,88
g1,fr,6bis9,c05_05,a32,7
All,fr,10bis13,c05_02,a32,18
g1,CH,14bis17,c05_03,a32,27
g1,fr,6bis9,c05_06,a32,4
g1,it,All,c05_04,a32,4
g1,fr,6bis9,c05_07,a32,1
g1,it,All,c05_07,a32,2
All,CH,All,c05_02,a32,208
g1,de,14bis17,c05_02,a32,14
g1,it,All,c05_02,a32,7
g1,fr,10bis13,c05_07,a32,1
All,fr,10bis13,c05_04,a32,4
All,fr,6bis9,c05_07,a32,1
g1,CH,14bis17,c05_04,a32,57
All,CH,All,c05_04,a32,163
g1,de,14bis17,c05_03,a32,19
All,it,All,c05_01,a32,13
g2,de,All,c05_01,a32,65
g1,fr,6bis9,c05_01,a32,11
g1,CH,14bis17,c05_01,a32,32
g1,fr,10bis13,c05_06,a32,8
All,CH,All,c05_01,a32,211
All,CH,14bis17,c05_07,a31,542
g2,CH,All,c05_06,a31,690
g2,fr,10bis13,c05_06,a31,40
g2,fr,10bis13,c05_01,a31,2
All,fr,All,c05_01,a31,53
g2,fr,14bis17,c05_04,a31,52
All,de,All,c05_01,a31,152
g2,fr,14bis17,c05_03,a31,28
All,CH,All,c05_02,a31,1639
All,it,All,c05_07,a31,86
All,de,All,c05_04,a31,1322
g1,CH,All,c05_03,a31,528
g2,CH,All,c05_07,a31,890
All,de,All,c05_03,a31,809
All,it,All,c05_01,a31,11
g1,CH,All,c05_04,a31,898
All,fr,All,c05_03,a31,164
All,CH,14bis17,c05_05,a31,259
All,fr,All,c05_04,a31,339
All,de,All,c05_05,a31,1152
g1,CH,All,c05_02,a31,844
All,it,All,c05_02,a31,72
g2,CH,All,c05_05,a31,720
g2,fr,10bis13,c05_02,a31,56
g2,CH,All,c05_01,a31,100
g2,fr,14bis17,c05_06,a31,12
All,fr,All,c05_07,a31,339
All,it,All,c05_05,a31,60
All,CH,14bis17,c05_06,a31,308
All,fr,All,c05_02,a31,303
All,CH,All,c05_01,a31,216
All,fr,All,c05_06,a31,234
All,CH,All,c05_04,a31,1746
g2,CH,All,c05_03,a31,497
All,CH,All,c05_06,a31,1484
g2,fr,10bis13,c05_03,a31,30
g2,CH,All,c05_02,a31,795
All,CH,All,c05_05,a31,1459
All,it,All,c05_04,a31,85
g2,fr,14bis17,c05_07,a31,50
g2,fr,10bis13,c05_04,a31,58
g2,fr,14bis17,c05_02,a31,48
All,de,All,c05_07,a31,1430
g2,fr,14bis17,c05_05,a31,23
g2,fr,10bis13,c05_05,a31,54
All,CH,All,c05_03,a31,1025
g1,CH,All,c05_05,a31,739
All,fr,All,c05_05,a31,247
All,it,All,c05_06,a31,66
g2,fr,14bis17,c05_01,a31,18
g1,CH,All,c05_07,a31,965
g1,CH,All,c05_06,a31,794
All,it,All,c05_03,a31,52
g2,CH,All,c05_04,a31,848
All,de,All,c05_02,a31,1264
