ID,DE,FR,IT,EN
All,Alle,Tous,Tutti,All
6bis9,6–9-Jährige,Enfants de 6 à 9 ans,Bambini di 6–9 anni,6–9-year-olds
10bis13,10–13-Jährige,Enfants de 10 à 13 ans,Bambini di 10–13 anni,10–13-year-olds
14bis17,14–17-Jährige,Adolescents de 14 à 17 ans,Adolescenti di 14–17 anni,14–17-year-olds
