Nr (abs);Milchproduktkategorie;Beschreibung;Proben-Nr. extern;Datum Probenahme;Bemerkung generell;Produktionsland;PFBA [µg/kg];PFPeA [µg/kg];PFHxA [µg/kg];PFHpA [µg/kg];PFOA [µg/kg];PFNA [µg/kg];PFDA [µg/kg];PFUnDA [µg/kg];PFDoDA [µg/kg];PFTrDA [µg/kg];PFTeDA [µg/kg];PFBS [µg/kg];PFPeS [µg/kg];total PFHxS [µg/kg];PFHpS [µg/kg];total PFOS [µg/kg];PFNS [µg/kg];PFDS [µg/kg];PFUnDS [µg/kg];PFDoDS [µg/kg];PFTrDS [µg/kg];HFPO-DA [µg/kg];DONA [µg/kg];9Cl-PF3ONS [µg/kg];11Cl-PF3OUnDS [µg/kg];4:2 FTS [µg/kg];8:2 FTS [µg/kg];10:2 FTS [µg/kg];FOSA [µg/kg];Capstone A [µg/kg];Capstone B [µg/kg];6:2 FTOH [µg/kg];8:2 FTOH [µg/kg]
20965;Butter;Butter;198;29.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20966;Weichkäse (Import);;199;29.03.2025;FR;Frankreich;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20967;Weichkäse (Import);;200;29.03.2025;FR;Frankreich;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20968;Weichkäse (Import);;201;29.03.2025;FR;Frankreich;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20969;Frischkäse (Import);Mozzarella;202;29.03.2025;DE;Deutschland;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20970;Extrahartkäse (Import);;203;29.03.2025;IT;Italien;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20972;Rahm;Vollrahm UHT, 35% Fett;205;28.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20976;Extrahartkäse (Import);;209;28.03.2025;IT;Italien;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20977;Frischkäse;Rahmquark;210;28.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20978;Hartkäse;;211;28.03.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
20979;Frischkäse (Import);Mozzarella;212;28.03.2025;IT;Italien;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
21025;Rahm;Vollrahm UHT, 35% Milchfett;258;03.05.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
21037;Butter;Butter;270;03.05.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;20.9;<2.5
21040;Hartkäse;;273;03.05.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
21042;Frischkäse;Quark bio, 3/4-fett;275;03.05.2025;CH;Schweiz;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.5;<0.5;<2.5;<2.5
