id,count,bezeichnung_de,bezeichnung_fr,bezeichnung_it,bezeichnung_en,mean_sterne,meldung_ids
605,3,Allergen,Allergène,Allergene,Allergen,1.67,"[2993, 2982, 2999]"
256,1,Parasiten,Parasites,Parassiti,Parasites,1.0,[2991]
