Month,Species,Category,Prescription type,Monthly prescriptions
06.2023,Cattle,Farm animals,Single treatments farm animals,48989
06.2023,Pigs,All animals,Single treatments farm animals,408
06.2023,All species,All animals,Single treatments farm animals,50770
06.2023,Pigs,Farm animals,Single treatments farm animals,408
06.2023,Goats,All animals,Single treatments farm animals,490
06.2023,Goats,Farm animals,Single treatments farm animals,490
06.2023,Sheep,All animals,Single treatments farm animals,785
06.2023,Poultry,Farm animals,Single treatments farm animals,8
06.2023,Cattle,Farm animals,Oral group treatments,386
06.2023,Cattle,All animals,Oral group treatments,386
06.2023,Pigs,All animals,Oral group treatments,90
06.2023,Rabbits,Farm animals,Oral group treatments,2
06.2023,Fish,All animals,Oral group treatments,10
06.2023,Goats,All animals,Oral group treatments,3
06.2023,Goats,Farm animals,Oral group treatments,3
06.2023,Poultry,All animals,Oral group treatments,41
06.2023,All species,All animals,Oral group treatments,532
06.2023,Poultry,Farm animals,Oral group treatments,41
06.2023,Pigs,Farm animals,Oral group treatments,90
06.2023,Fish,Farm animals,Oral group treatments,10
06.2023,All species,Farm animals,Oral group treatments,532
06.2023,Rabbits,All animals,Oral group treatments,2
07.2023,Goats,Farm animals,Dispensing on stock,68
07.2023,Poultry,All animals,Dispensing on stock,2
07.2023,Camelids,All animals,Dispensing on stock,4
07.2023,Goats,All animals,Dispensing on stock,68
07.2023,Cattle,Farm animals,Dispensing on stock,11904
07.2023,Sheep,Farm animals,Dispensing on stock,164
07.2023,Rabbits,All animals,Dispensing on stock,11
07.2023,All species,Farm animals,Dispensing on stock,13552
07.2023,Pigs,Farm animals,Dispensing on stock,1399
07.2023,All species,All animals,Dispensing on stock,13552
07.2023,Poultry,Farm animals,Dispensing on stock,2
07.2023,Sheep,All animals,Dispensing on stock,164
07.2023,Pigs,All animals,Dispensing on stock,1399
07.2023,Cattle,All animals,Dispensing on stock,11904
07.2023,Rabbits,Farm animals,Dispensing on stock,11
07.2023,Camelids,Farm animals,Dispensing on stock,4
07.2023,All species,Pets,All prescription types,49672
07.2023,All species,All animals,All prescription types,119311
07.2023,Dogs,Pets,All prescription types,20472
07.2023,Pigs,Farm animals,All prescription types,1928
07.2023,Goats,Farm animals,All prescription types,442
07.2023,Cattle,All animals,All prescription types,66268
07.2023,Goats,All animals,All prescription types,442
07.2023,Fish,All animals,All prescription types,13
07.2023,Cats,Pets,All prescription types,24581
07.2023,Equids,Pets,All prescription types,1922
07.2023,Equids,All animals,All prescription types,1922
07.2023,Animal species nZO,Pets,All prescription types,2697
07.2023,Sheep,Farm animals,All prescription types,777
07.2023,Camelids,Farm animals,All prescription types,98
07.2023,Animal species nZO,All animals,All prescription types,2697
07.2023,Cattle,Farm animals,All prescription types,66268
07.2023,All species,Farm animals,All prescription types,69639
07.2023,Game animals,All animals,All prescription types,1
07.2023,Pigs,All animals,All prescription types,1928
07.2023,Poultry,All animals,All prescription types,95
07.2023,Rabbits,Farm animals,All prescription types,17
07.2023,Sheep,All animals,All prescription types,777
07.2023,Cats,All animals,All prescription types,24581
07.2023,Poultry,Farm animals,All prescription types,95
07.2023,Game animals,Farm animals,All prescription types,1
07.2023,Dogs,All animals,All prescription types,20472
07.2023,Fish,Farm animals,All prescription types,13
07.2023,Camelids,All animals,All prescription types,98
07.2023,Rabbits,All animals,All prescription types,17
07.2023,All species,Pets,Single treatments companion animals,49672
07.2023,Equids,Pets,Single treatments companion animals,1922
07.2023,Dogs,Pets,Single treatments companion animals,20472
07.2023,Animal species nZO,Pets,Single treatments companion animals,2697
07.2023,Dogs,All animals,Single treatments companion animals,20472
07.2023,Cats,All animals,Single treatments companion animals,24581
07.2023,Equids,All animals,Single treatments companion animals,1922
07.2023,All species,All animals,Single treatments companion animals,49672
07.2023,Animal species nZO,All animals,Single treatments companion animals,2697
07.2023,Cats,Pets,Single treatments companion animals,24581
07.2023,Rabbits,All animals,Single treatments farm animals,6
07.2023,Poultry,Farm animals,Single treatments farm animals,15
07.2023,Sheep,All animals,Single treatments farm animals,612
07.2023,Camelids,All animals,Single treatments farm animals,94
07.2023,All species,Farm animals,Single treatments farm animals,55559
07.2023,Pigs,All animals,Single treatments farm animals,459
07.2023,Rabbits,Farm animals,Single treatments farm animals,6
07.2023,Cattle,Farm animals,Single treatments farm animals,53999
07.2023,Camelids,Farm animals,Single treatments farm animals,94
07.2023,Poultry,All animals,Single treatments farm animals,15
07.2023,Sheep,Farm animals,Single treatments farm animals,612
07.2023,Pigs,Farm animals,Single treatments farm animals,459
07.2023,All species,All animals,Single treatments farm animals,55559
07.2023,Goats,All animals,Single treatments farm animals,374
07.2023,Goats,Farm animals,Single treatments farm animals,374
07.2023,Cattle,All animals,Single treatments farm animals,53999
07.2023,Fish,All animals,Oral group treatments,13
07.2023,Cattle,All animals,Oral group treatments,365
07.2023,Sheep,Farm animals,Oral group treatments,1
07.2023,Game animals,All animals,Oral group treatments,1
07.2023,Pigs,All animals,Oral group treatments,70
07.2023,Poultry,All animals,Oral group treatments,78
07.2023,Sheep,All animals,Oral group treatments,1
07.2023,All species,All animals,Oral group treatments,528
07.2023,Pigs,Farm animals,Oral group treatments,70
07.2023,Game animals,Farm animals,Oral group treatments,1
07.2023,Poultry,Farm animals,Oral group treatments,78
07.2023,Cattle,Farm animals,Oral group treatments,365
07.2023,All species,Farm animals,Oral group treatments,528
07.2023,Fish,Farm animals,Oral group treatments,13
08.2023,Goats,All animals,Dispensing on stock,56
08.2023,Pigs,Farm animals,Dispensing on stock,1421
08.2023,Camelids,All animals,Dispensing on stock,3
08.2023,Goats,Farm animals,Dispensing on stock,56
08.2023,Cattle,All animals,Dispensing on stock,11793
08.2023,Rabbits,All animals,Dispensing on stock,11
08.2023,All species,Farm animals,Dispensing on stock,13474
08.2023,Sheep,Farm animals,Dispensing on stock,187
08.2023,All species,All animals,Dispensing on stock,13474
08.2023,Poultry,Farm animals,Dispensing on stock,3
08.2023,Sheep,All animals,Dispensing on stock,187
08.2023,Cattle,Farm animals,Dispensing on stock,11793
08.2023,Camelids,Farm animals,Dispensing on stock,3
08.2023,Rabbits,Farm animals,Dispensing on stock,11
08.2023,Pigs,All animals,Dispensing on stock,1421
08.2023,Poultry,All animals,Dispensing on stock,3
08.2023,Animal species nZO,Pets,All prescription types,2769
08.2023,All species,All animals,All prescription types,123279
08.2023,Equids,Pets,All prescription types,2029
08.2023,All species,Pets,All prescription types,50033
08.2023,Pigs,Farm animals,All prescription types,2011
08.2023,Cattle,All animals,All prescription types,69823
08.2023,Dogs,Pets,All prescription types,20157
08.2023,Equids,All animals,All prescription types,2029
08.2023,Fish,All animals,All prescription types,10
08.2023,Cats,Pets,All prescription types,25078
08.2023,Goats,Farm animals,All prescription types,478
08.2023,Goats,All animals,All prescription types,478
08.2023,Sheep,Farm animals,All prescription types,765
08.2023,Cattle,Farm animals,All prescription types,69823
08.2023,Animal species nZO,All animals,All prescription types,2769
08.2023,Pigs,All animals,All prescription types,2011
08.2023,Rabbits,Farm animals,All prescription types,12
08.2023,Poultry,All animals,All prescription types,72
08.2023,Camelids,Farm animals,All prescription types,74
08.2023,Game animals,All animals,All prescription types,1
08.2023,Cats,All animals,All prescription types,25078
08.2023,Game animals,Farm animals,All prescription types,1
08.2023,Sheep,All animals,All prescription types,765
08.2023,Poultry,Farm animals,All prescription types,72
08.2023,Dogs,All animals,All prescription types,20157
08.2023,All species,Farm animals,All prescription types,73246
08.2023,Fish,Farm animals,All prescription types,10
08.2023,Rabbits,All animals,All prescription types,12
08.2023,Camelids,All animals,All prescription types,74
08.2023,Equids,Pets,Single treatments companion animals,2029
08.2023,Dogs,Pets,Single treatments companion animals,20157
08.2023,Cats,All animals,Single treatments companion animals,25078
08.2023,All species,All animals,Single treatments companion animals,50033
08.2023,Dogs,All animals,Single treatments companion animals,20157
08.2023,Animal species nZO,Pets,Single treatments companion animals,2769
08.2023,Cats,Pets,Single treatments companion animals,25078
08.2023,All species,Pets,Single treatments companion animals,50033
08.2023,Equids,All animals,Single treatments companion animals,2029
08.2023,Animal species nZO,All animals,Single treatments companion animals,2769
08.2023,Camelids,All animals,Single treatments farm animals,71
08.2023,All species,Farm animals,Single treatments farm animals,59206
08.2023,Rabbits,All animals,Single treatments farm animals,1
08.2023,Game animals,Farm animals,Single treatments farm animals,1
08.2023,Poultry,Farm animals,Single treatments farm animals,5
08.2023,Sheep,All animals,Single treatments farm animals,576
08.2023,Game animals,All animals,Single treatments farm animals,1
08.2023,Poultry,All animals,Single treatments farm animals,5
08.2023,Camelids,Farm animals,Single treatments farm animals,71
08.2023,Rabbits,Farm animals,Single treatments farm animals,1
08.2023,Pigs,All animals,Single treatments farm animals,520
08.2023,Cattle,Farm animals,Single treatments farm animals,57612
08.2023,Sheep,Farm animals,Single treatments farm animals,576
08.2023,All species,All animals,Single treatments farm animals,59206
08.2023,Goats,All animals,Single treatments farm animals,420
08.2023,Pigs,Farm animals,Single treatments farm animals,520
08.2023,Goats,Farm animals,Single treatments farm animals,420
08.2023,Cattle,All animals,Single treatments farm animals,57612
08.2023,Cattle,All animals,Oral group treatments,418
08.2023,Fish,All animals,Oral group treatments,10
08.2023,Sheep,Farm animals,Oral group treatments,2
08.2023,Poultry,All animals,Oral group treatments,64
08.2023,Goats,Farm animals,Oral group treatments,2
08.2023,Goats,All animals,Oral group treatments,2
08.2023,Cattle,Farm animals,Oral group treatments,418
08.2023,Poultry,Farm animals,Oral group treatments,64
08.2023,Fish,Farm animals,Oral group treatments,10
08.2023,All species,All animals,Oral group treatments,566
08.2023,Sheep,All animals,Oral group treatments,2
08.2023,Pigs,Farm animals,Oral group treatments,70
08.2023,Pigs,All animals,Oral group treatments,70
08.2023,All species,Farm animals,Oral group treatments,566
09.2023,Camelids,All animals,Dispensing on stock,10
09.2023,Cattle,Farm animals,Dispensing on stock,12489
09.2023,Goats,Farm animals,Dispensing on stock,49
09.2023,Rabbits,Farm animals,Dispensing on stock,12
09.2023,All species,Farm animals,Dispensing on stock,14136
09.2023,Sheep,All animals,Dispensing on stock,210
09.2023,Cattle,All animals,Dispensing on stock,12489
09.2023,All species,All animals,Dispensing on stock,14136
09.2023,Goats,All animals,Dispensing on stock,49
09.2023,Game animals,Farm animals,Dispensing on stock,1
09.2023,Poultry,Farm animals,Dispensing on stock,2
09.2023,Pigs,Farm animals,Dispensing on stock,1363
09.2023,Game animals,All animals,Dispensing on stock,1
09.2023,Poultry,All animals,Dispensing on stock,2
09.2023,Sheep,Farm animals,Dispensing on stock,210
09.2023,Rabbits,All animals,Dispensing on stock,12
09.2023,Camelids,Farm animals,Dispensing on stock,10
09.2023,Pigs,All animals,Dispensing on stock,1363
09.2023,All species,All animals,All prescription types,130844
09.2023,Equids,Pets,All prescription types,1902
09.2023,Pigs,Farm animals,All prescription types,1867
09.2023,All species,Pets,All prescription types,49576
09.2023,Dogs,Pets,All prescription types,19859
09.2023,Animal species nZO,Pets,All prescription types,2743
09.2023,Cattle,All animals,All prescription types,77882
09.2023,Fish,All animals,All prescription types,13
09.2023,Cats,Pets,All prescription types,25072
09.2023,Equids,All animals,All prescription types,1902
09.2023,Goats,Farm animals,All prescription types,414
09.2023,Sheep,Farm animals,All prescription types,974
09.2023,Poultry,All animals,All prescription types,51
09.2023,Rabbits,All animals,All prescription types,16
09.2023,Cats,All animals,All prescription types,25072
09.2023,Camelids,All animals,All prescription types,46
09.2023,Cattle,Farm animals,All prescription types,77882
09.2023,Animal species nZO,All animals,All prescription types,2743
09.2023,Rabbits,Farm animals,All prescription types,16
09.2023,Pigs,All animals,All prescription types,1867
09.2023,Goats,All animals,All prescription types,414
09.2023,Game animals,All animals,All prescription types,5
09.2023,Camelids,Farm animals,All prescription types,46
