Jahr;Produktgruppe;Hauptkategorie;Unterkategorie;Energiegehalt (kcal pro 100 g);Eiweiss (g pro 100 g);Fett (g pro 100 g);Kohlenhydrate (g pro 100 g);davon Zucker (g pro 100 g);Salz (g pro 100 g);Salz jodiert;Bio
2024;Fertiggerichte;Sandwiches;Sandwich vegan;189.0;5.0;7.1;25.0;2.9;1.2;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;241.0;4.3;12.0;28.0;1.7;1.2;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;215.0;5.2;11.0;22.0;2.1;0.9;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;207.0;15.0;11.0;9.2;;1.0;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;258.0;9.9;9.9;30.0;;1.3;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;202.0;4.8;8.0;26.0;;1.7;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;247.0;8.4;11.0;26.0;;1.0;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;257.0;10.0;9.9;30.0;;1.4;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;254.0;9.6;11.0;28.0;;1.2;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;216.0;5.3;8.6;28.0;2.7;1.7;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;210.0;7.7;4.6;32.0;;1.6;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;333.0;7.6;15.0;42.0;0.0;1.8;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;292.0;11.0;13.0;31.0;2.8;1.3;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;213.0;7.5;5.7;31.0;;1.5;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;257.0;9.4;13.0;23.0;;1.0;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;227.0;6.7;6.7;34.0;;2.4;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;253.0;8.3;12.0;28.0;;1.7;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;213.0;7.5;5.7;31.0;;1.5;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;324.0;14.0;15.0;29.0;;1.5;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;232.0;8.2;6.7;32.0;;1.1;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;291.0;4.9;18.0;26.0;2.1;1.2;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;207.0;5.2;8.3;26.0;;0.9;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;205.0;6.1;8.3;24.0;;1.5;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;233.0;14.0;5.4;29.0;;2.0;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;231.0;10.0;7.0;32.0;;1.2;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;208.0;6.1;9.3;25.0;;1.5;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;291.0;14.0;20.0;11.0;1.3;1.5;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;247.0;4.8;14.0;25.0;;1.6;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;258.0;9.9;9.9;30.0;;1.3;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;193.0;9.7;3.5;28.0;;1.8;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;248.0;7.4;7.8;35.0;;1.5;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;186.0;4.2;4.5;31.0;1.9;1.6;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;212.0;6.0;8.8;25.0;;1.3;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;299.0;12.0;16.0;25.0;;1.1;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;220.0;7.3;8.4;26.0;1.9;0.9;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;251.0;14.0;5.9;32.0;;2.2;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;264.0;10.0;7.7;36.0;;1.4;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegan;240.0;5.5;9.9;31.0;3.1;1.2;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;191.0;6.0;7.9;23.0;;2.0;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;248.0;9.9;10.0;28.0;;1.8;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;241.0;8.7;14.0;19.0;1.3;1.0;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;235.0;7.8;13.0;21.0;1.7;1.1;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;243.0;10.0;10.0;26.0;;2.1;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;226.0;7.6;9.6;26.0;;0.9;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;207.0;9.4;8.6;22.0;;0.8;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;312.0;15.0;12.0;35.0;;1.6;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;229.0;8.7;9.4;26.0;1.6;1.0;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;235.0;8.2;7.8;32.0;;1.5;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;271.0;8.1;14.0;27.0;2.0;1.6;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;309.0;9.1;19.0;25.0;;1.1;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;211.0;6.4;7.9;28.0;;1.4;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;182.0;5.6;6.5;24.0;;1.3;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;198.0;8.3;8.8;21.0;;1.1;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;259.0;6.8;14.0;27.0;;0.9;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;277.0;8.8;14.0;28.0;2.2;1.2;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;194.0;7.8;9.3;19.0;;0.6;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;219.0;9.1;9.7;23.0;;1.0;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;252.0;11.0;12.0;23.0;3.4;1.1;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;212.0;10.0;8.6;23.0;;1.1;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;286.0;8.3;14.0;31.0;1.4;1.4;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;200.0;6.2;12.0;16.0;1.9;1.1;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;253.0;11.0;13.0;20.0;;0.9;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;197.0;8.3;9.5;19.0;;1.0;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;235.0;9.3;11.0;23.0;;1.7;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;193.0;5.3;7.6;25.0;2.5;1.1;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;229.0;8.2;11.0;23.0;3.9;1.3;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;236.0;10.0;7.5;31.0;;1.4;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;262.0;11.0;14.0;23.0;;0.9;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;232.0;9.9;7.8;29.0;;1.3;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;261.0;10.0;13.0;26.0;1.7;1.1;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;233.0;7.7;13.0;21.0;;0.9;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;206.0;3.2;8.8;28.0;3.3;0.9;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;242.0;7.5;8.5;33.0;;1.2;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;186.0;8.3;6.4;24.0;;1.1;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;186.0;8.3;6.4;24.0;;1.1;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;146.0;2.6;2.8;27.0;3.3;0.8;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;296.0;9.5;18.0;24.0;;1.0;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;292.0;9.0;18.0;23.0;;1.1;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;243.0;8.7;9.2;31.0;;1.4;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich vegetarisch;196.0;7.5;11.0;16.0;1.6;1.2;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich Wurstwaren;312.0;8.0;21.0;22.0;;1.3;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich Wurstwaren;291.0;9.4;14.0;31.0;;1.4;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich Wurstwaren;283.0;7.1;17.0;25.0;;1.6;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich Wurstwaren;269.0;12.0;9.7;33.0;;2.0;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich Wurstwaren;293.0;8.5;16.0;28.0;0.9;1.5;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich Wurstwaren;288.0;11.0;18.0;19.0;;1.2;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich Wurstwaren;285.0;11.0;13.0;29.0;;1.9;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich Wurstwaren;301.0;8.3;20.0;22.0;;1.2;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich Wurstwaren;260.0;9.7;12.0;27.0;;1.6;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich Wurstwaren;294.0;8.5;17.0;26.0;1.6;1.5;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich Wurstwaren;295.0;9.1;19.0;22.0;;1.4;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich Wurstwaren;290.0;8.4;18.0;23.0;1.5;1.4;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich Wurstwaren;251.0;9.2;9.1;32.0;;1.8;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich Wurstwaren;282.0;10.0;15.0;26.0;0.0;1.7;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich Wurstwaren;340.0;12.0;22.0;22.0;;1.3;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich Wurstwaren;272.0;9.1;13.0;29.0;;1.7;ja;nein
2024;Fertiggerichte;Sandwiches;Sandwich Wurstwaren;275.0;10.0;18.0;19.0;;2.0;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich Wurstwaren;268.0;9.6;18.0;17.0;;1.9;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich Wurstwaren;268.0;9.6;18.0;17.0;;1.9;nein;nein
2024;Fertiggerichte;Sandwiches;Sandwich Wurstwaren;284.0;10.5;15.0;25.9;0.3;1.7;ja;nein
