Jahr;Produktgruppe;Firmencode;Kategorie gemäss Anhang Erklärung von Mailand;Basis: Tierische Milch;Basis: Pflanzlich;Energiegehalt (kcal pro 100 g);Eiweiss (g pro 100 g);Fett (g pro 100 g);Kohlenhydrate (g pro 100 g);davon Zucker (g pro 100 g) gemäss Verpackung;Zucker zugesetzt (g pro 100 g) berechnet;Neu eingeführt seit 2018;Zielgruppe Kinder;Proteinangereichert;Laktosefrei;Bio
2024;Joghurt;H;Müesli;ja;nein;129.0;4.5;3.7;19.0;12.9;8.2;ja;nein;nein;nein;ja
2024;Joghurt;H;Frucht;nein;ja;102.6;2.5;5.4;11.0;7.1;7.1;ja;nein;nein;ja;ja
2024;Joghurt;H;Aroma;nein;ja;111.9;2.6;5.5;13.0;7.5;7.5;ja;nein;nein;ja;ja
2024;Joghurt;H;Aroma;nein;ja;102.6;2.5;5.4;11.0;6.7;6.7;ja;nein;nein;ja;ja
2024;Joghurt;H;Frucht;ja;nein;97.0;3.3;2.8;14.6;13.4;10.5;nein;nein;nein;nein;nein
2024;Joghurt;H;Frucht;ja;nein;93.0;3.7;2.9;12.9;11.8;8.2;nein;nein;nein;nein;nein
2024;Joghurt;H;Frucht;ja;nein;92.0;3.5;2.8;13.2;11.5;7.8;nein;nein;nein;nein;nein
2024;Joghurt;H;Müesli;ja;nein;110.0;3.7;3.4;15.8;12.4;8.7;nein;nein;nein;nein;nein
2024;Joghurt;H;Frucht;ja;nein;92.0;3.5;2.9;12.9;10.0;7.2;nein;nein;nein;nein;nein
2024;Joghurt;H;Nuss;ja;nein;105.0;4.0;5.2;10.4;9.4;6.9;nein;nein;nein;nein;nein
2024;Joghurt;H;Frucht;ja;nein;85.0;3.5;2.9;10.9;10.0;7.0;nein;nein;nein;nein;nein
2024;Joghurt;H;Frucht;ja;nein;97.0;3.2;2.7;14.9;13.4;9.0;nein;nein;nein;nein;nein
2024;Joghurt;H;Aroma;ja;nein;110.2;4.3;3.0;16.5;13.1;8.9;nein;nein;nein;nein;nein
2024;Joghurt;H;Nuss;ja;nein;157.1;3.0;10.3;13.0;12.2;6.6;nein;nein;nein;nein;nein
2024;Joghurt;H;Frucht;ja;nein;137.0;2.6;8.9;11.5;10.8;6.1;nein;nein;nein;nein;nein
2024;Joghurt;H;Aroma;ja;nein;136.0;2.8;8.5;12.2;11.5;5.4;nein;nein;nein;nein;nein
2024;Joghurt;H;Aroma;ja;nein;109.9;4.4;3.0;16.1;11.5;8.9;nein;nein;nein;nein;nein
2024;Joghurt;H;Aroma;ja;nein;111.5;4.1;3.9;15.0;12.1;8.9;nein;nein;nein;nein;nein
2024;Joghurt;H;Frucht;ja;nein;94.0;3.2;12.1;13.7;12.1;7.7;ja;nein;nein;ja;nein
2024;Joghurt;H;Aroma;ja;nein;90.0;3.5;3.1;12.0;10.6;5.8;ja;nein;nein;ja;nein
2024;Joghurt;H;Aroma;ja;nein;91.0;3.4;3.1;12.4;11.0;6.7;ja;nein;nein;ja;nein
2024;Joghurt;H;Aroma;ja;nein;97.0;3.6;3.0;14.0;12.6;9.1;nein;nein;nein;nein;nein
2024;Joghurt;H;Aroma;ja;nein;104.8;3.4;2.8;16.4;12.7;9.7;nein;nein;nein;nein;nein
2024;Joghurt;H;Frucht;ja;nein;97.1;3.5;2.9;14.2;10.8;7.2;nein;nein;nein;nein;nein
2024;Joghurt;H;Nuss;ja;nein;100.3;3.5;2.9;14.7;11.8;7.2;nein;nein;nein;nein;nein
2024;Joghurt;H;Frucht;ja;nein;103.0;3.5;2.9;15.7;14.6;10.5;nein;nein;nein;nein;nein
2024;Joghurt;H;Aroma;ja;nein;104.0;3.3;2.7;16.7;15.5;12.2;nein;nein;nein;nein;nein
2024;Joghurt;K;Müesli;ja;nein;121.0;4.7;4.1;15.2;8.1;3.0;ja;nein;nein;nein;nein
2024;Joghurt;D;Frucht;nein;ja;108.0;0.9;8.0;8.2;5.3;4.0;;nein;;;
2024;Joghurt;D;Frucht;nein;ja;76.2;3.1;2.0;11.0;9.4;7.5;;nein;;;
2024;Joghurt;D;Müesli;nein;ja;78.4;3.3;2.1;11.0;7.8;6.2;;nein;;;
2024;Joghurt;D;Frucht;nein;ja;76.2;3.1;2.0;11.0;9.5;8.5;;nein;;;
2024;Joghurt;D;Aroma;nein;ja;102.1;2.6;5.6;10.0;7.2;6.7;;nein;;;
2024;Joghurt;D;Frucht;nein;ja;102.1;2.7;3.8;14.0;8.0;7.4;;nein;;;
2024;Joghurt;D;Aroma;nein;ja;126.0;3.1;5.2;16.0;11.0;9.9;;nein;;;
2024;Joghurt;D;Frucht;nein;ja;115.9;2.7;3.9;17.0;11.0;9.6;;nein;;;
2024;Joghurt;D;Frucht;nein;ja;92.0;2.6;5.0;9.0;6.0;5.5;;nein;;;
2024;Joghurt;D;Aroma;nein;ja;94.2;2.3;5.0;10.0;7.0;6.1;;nein;;;
2024;Joghurt;D;Frucht;nein;ja;87.0;2.0;4.2;9.7;6.1;0.0;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;84.1;3.3;2.9;11.0;9.8;6.3;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;87.5;3.3;2.8;12.0;11.0;7.5;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;87.2;3.3;2.8;12.0;11.0;8.0;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;88.0;3.2;2.9;12.0;11.0;8.0;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;87.2;3.3;2.8;12.0;11.0;7.4;;nein;;;
2024;Joghurt;D;Aroma;ja;nein;104.2;3.3;3.8;14.0;14.0;9.7;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;76.5;3.3;2.8;9.3;8.8;6.3;;nein;;;
2024;Joghurt;D;Aroma;ja;nein;87.7;3.6;3.2;11.0;11.0;7.9;;nein;;;
2024;Joghurt;D;Aroma;ja;nein;133.8;3.0;9.3;9.7;9.7;7.0;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;135.3;2.6;7.6;14.0;13.0;10.2;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;139.6;2.7;7.6;15.0;14.0;10.1;;nein;;;
2024;Joghurt;D;Aroma;ja;nein;152.5;2.7;7.7;18.0;17.0;15.0;;nein;;;
2024;Joghurt;D;Aroma;ja;nein;165.9;2.9;8.6;19.0;18.0;15.2;;nein;;;
2024;Joghurt;D;Aroma;ja;nein;138.9;2.6;7.6;15.0;15.0;12.0;;nein;;;
2024;Joghurt;D;Aroma;ja;nein;160.6;2.7;10.0;15.0;14.0;10.6;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;131.5;2.4;8.2;12.0;11.0;8.4;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;76.0;3.6;2.8;9.0;8.4;4.2;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;93.5;3.9;3.0;12.0;11.0;7.4;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;92.7;3.5;2.7;13.0;11.0;7.6;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;88.7;4.2;3.0;11.0;9.8;6.4;;nein;;;
2024;Joghurt;D;Nuss;ja;nein;96.1;4.3;4.2;10.0;9.6;6.5;;nein;;;
2024;Joghurt;D;Aroma;ja;nein;93.5;4.4;3.0;12.0;11.0;9.0;;nein;;;
2024;Joghurt;D;Aroma;ja;nein;90.1;4.4;3.1;11.0;11.0;7.5;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;144.1;3.6;8.6;13.0;12.0;8.3;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;136.0;3.6;8.6;11.0;11.0;7.4;;nein;;;
2024;Joghurt;D;Aroma;ja;nein;145.8;3.0;8.7;14.0;13.0;9.3;;nein;;;
2024;Joghurt;D;Nuss;ja;nein;153.0;3.8;10.0;12.0;11.0;8.2;;nein;;;
2024;Joghurt;D;Aroma;ja;nein;94.4;3.7;3.0;13.0;13.0;8.6;;nein;;;
2024;Joghurt;D;Aroma;ja;nein;113.0;3.6;4.2;15.0;14.0;10.8;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;97.5;3.6;2.9;14.0;13.0;8.5;;nein;;;
2024;Joghurt;D;Aroma;ja;nein;115.7;3.9;4.4;15.0;15.0;13.1;;nein;;;
2024;Joghurt;D;Aroma;ja;nein;104.0;3.2;3.4;15.0;13.0;10.1;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;92.3;3.5;2.8;13.0;13.0;8.5;;nein;;;
2024;Joghurt;D;Nuss;ja;nein;111.6;4.0;5.2;12.0;12.0;8.0;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;86.0;3.6;3.0;11.0;11.0;7.3;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;88.2;3.5;2.8;12.0;11.0;5.8;;nein;;;
2024;Joghurt;D;Aroma;ja;nein;106.8;3.1;3.3;16.0;14.0;10.0;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;90.1;3.6;2.9;12.0;12.0;7.5;;nein;;;
2024;Joghurt;D;Müesli;ja;nein;99.7;3.6;3.1;14.0;12.0;7.8;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;120.2;3.4;7.3;10.0;9.8;5.9;;nein;;;
2024;Joghurt;D;Aroma;ja;nein;139.3;3.7;8.5;12.0;11.0;8.3;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;128.1;3.3;7.4;12.0;11.0;6.5;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;77.9;3.6;2.9;8.9;8.1;0.0;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;66.9;3.3;2.7;7.1;6.2;0.0;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;72.2;3.7;2.7;8.0;6.1;0.0;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;60.9;3.5;2.9;5.4;4.3;0.0;;nein;;;
2024;Joghurt;D;Aroma;ja;nein;93.7;3.5;3.0;13.0;12.0;10.1;;nein;;;
2024;Joghurt;D;Aroma;ja;nein;116.9;3.4;4.2;16.0;16.0;12.8;;nein;;;
2024;Joghurt;D;Aroma;ja;nein;88.7;3.3;3.0;12.0;12.0;10.0;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;84.8;3.3;3.0;11.0;11.0;8.2;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;89.1;3.3;3.0;12.0;11.0;8.0;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;89.1;3.3;3.0;12.0;11.0;8.6;;nein;;;
2024;Joghurt;D;Nuss;ja;nein;105.9;3.8;5.1;11.0;10.0;7.4;;nein;;;
2024;Joghurt;D;Müesli;ja;nein;100.4;3.4;3.3;14.0;12.0;7.4;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;84.8;3.3;3.0;11.0;11.0;7.4;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;84.8;3.3;3.0;11.0;10.0;7.7;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;92.3;3.3;2.9;13.0;12.0;9.0;;nein;;;
2024;Joghurt;D;Nuss;ja;nein;113.8;3.4;5.8;12.0;12.0;9.8;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;89.4;3.4;3.0;12.0;11.0;8.1;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;83.9;3.3;2.9;11.0;10.0;7.9;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;91.8;3.2;2.9;13.0;13.0;8.0;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;92.0;3.3;2.9;13.0;13.0;9.0;;nein;;;
2024;Joghurt;D;Nuss;ja;nein;93.9;3.4;3.0;13.0;11.0;7.9;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;100.4;3.5;3.6;12.0;12.0;8.0;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;88.9;3.3;3.0;12.0;11.0;8.4;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;84.1;3.3;2.9;11.0;11.0;8.9;;nein;;;
2024;Joghurt;D;Aroma;ja;nein;90.1;3.4;3.1;12.0;12.0;9.0;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;82.0;3.1;2.8;11.0;10.0;8.0;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;84.4;3.3;2.9;11.0;10.0;7.7;;nein;;;
2024;Joghurt;D;Frucht;ja;nein;88.2;3.3;2.9;12.0;12.0;8.0;;nein;;;
2024;Joghurt;E;Aroma;ja;nein;114.0;4.3;4.7;12.6;12.0;7.9;nein;nein;nein;nein;nein
2024;Joghurt;E;Müesli;ja;nein;113.0;4.5;3.6;14.7;12.7;6.8;nein;nein;nein;nein;nein
2024;Joghurt;E;Frucht;ja;nein;100.0;4.1;2.9;13.5;13.3;7.1;nein;nein;nein;nein;nein
2024;Joghurt;E;Aroma;ja;nein;121.0;4.0;4.9;14.6;13.9;12.9;nein;nein;nein;nein;nein
2024;Joghurt;E;Aroma;ja;nein;122.0;3.9;4.4;16.0;12.8;10.6;nein;nein;nein;nein;nein
2024;Joghurt;E;Aroma;ja;nein;130.0;4.5;4.8;16.0;15.1;11.1;nein;nein;nein;nein;nein
2024;Joghurt;E;Frucht;ja;nein;99.0;4.0;2.8;13.7;13.2;8.0;nein;nein;nein;nein;nein
2024;Joghurt;E;Frucht;ja;nein;97.0;4.2;2.8;12.9;12.3;7.8;nein;nein;nein;nein;nein
2024;Joghurt;E;Nuss;ja;nein;108.0;4.2;4.4;12.2;11.6;7.4;nein;nein;nein;nein;nein
2024;Joghurt;E;Frucht;ja;nein;104.0;4.1;2.9;14.5;14.1;8.6;nein;nein;nein;nein;nein
2024;Joghurt;E;Frucht;ja;nein;98.0;4.2;2.9;12.8;12.4;7.4;nein;nein;nein;nein;nein
2024;Joghurt;E;Frucht;ja;nein;102.0;4.1;2.8;14.2;13.5;7.9;nein;nein;nein;nein;nein
2024;Joghurt;E;Frucht;ja;nein;99.0;4.4;3.0;12.6;12.2;8.0;nein;nein;nein;nein;nein
2024;Joghurt;E;Frucht;ja;nein;113.0;4.3;3.0;16.3;16.0;10.8;ja;nein;nein;nein;nein
2024;Joghurt;E;Frucht;ja;nein;93.0;4.1;3.0;11.6;10.8;7.9;ja;nein;nein;nein;nein
2024;Joghurt;E;Frucht;ja;nein;98.0;4.1;2.9;13.1;12.5;7.2;ja;nein;nein;nein;nein
2024;Joghurt;E;Frucht;ja;nein;93.0;4.1;2.9;11.7;11.4;7.2;ja;nein;nein;nein;nein
2024;Joghurt;E;Frucht;ja;nein;90.0;3.9;2.8;11.6;10.9;6.3;nein;nein;nein;nein;nein
2024;Joghurt;E;Frucht;ja;nein;92.0;4.2;2.9;11.3;10.8;6.4;nein;nein;nein;nein;nein
2024;Joghurt;E;Aroma;ja;nein;93.0;4.5;2.9;11.0;10.6;7.2;nein;nein;nein;nein;nein
2024;Joghurt;E;Aroma;ja;nein;95.0;4.7;2.9;11.1;10.7;7.5;nein;nein;nein;nein;nein
2024;Joghurt;E;Frucht;ja;nein;91.0;4.2;2.7;11.3;10.9;6.9;nein;nein;nein;nein;nein
2024;Joghurt;E;Frucht;ja;nein;91.0;4.2;2.6;11.1;10.7;6.5;nein;nein;nein;nein;nein
2024;Joghurt;E;Frucht;ja;nein;95.0;4.4;2.8;11.7;11.2;7.0;nein;nein;nein;nein;nein
2024;Joghurt;E;Frucht;ja;nein;91.0;4.4;2.8;10.8;10.5;7.0;nein;nein;nein;nein;nein
2024;Joghurt;E;Frucht;ja;nein;94.0;4.2;2.6;12.4;11.7;7.0;ja;nein;nein;nein;nein
2024;Joghurt;E;Frucht;ja;nein;93.0;4.2;2.7;11.6;11.2;7.1;ja;nein;nein;nein;nein
2024;Joghurt;E;Frucht;ja;nein;91.0;4.0;2.7;11.3;10.4;6.7;ja;nein;nein;nein;nein
2024;Joghurt;E;Frucht;ja;nein;134.0;4.0;6.8;13.4;13.3;7.5;nein;nein;nein;nein;nein
2024;Joghurt;E;Aroma;ja;nein;131.0;4.1;6.5;13.3;12.4;9.1;nein;nein;nein;nein;nein
2024;Joghurt;E;Aroma;ja;nein;143.0;3.5;8.0;13.7;10.4;10.4;ja;nein;nein;nein;nein
2024;Joghurt;E;Aroma;ja;nein;141.0;4.0;7.9;12.4;11.8;7.9;ja;nein;nein;nein;nein
2024;Joghurt;F;Müesli;ja;nein;89.0;4.0;2.9;11.0;10.2;6.3;ja;nein;nein;nein;nein
2024;Joghurt;F;Frucht;ja;nein;87.0;3.8;2.9;11.3;10.8;6.8;;nein;nein;nein;nein
2024;Joghurt;F;Frucht;ja;nein;89.0;3.8;2.9;11.8;11.4;7.4;;nein;nein;nein;nein
2024;Joghurt;F;Frucht;ja;nein;90.0;4.0;3.0;11.7;11.3;7.3;ja;nein;nein;nein;nein
2024;Joghurt;F;Frucht;;;88.0;;2.8;10.8;9.3;7.3;ja;nein;nein;nein;nein
2024;Joghurt;F;Müesli;ja;nein;92.0;4.0;2.9;11.8;10.5;6.5;ja;nein;nein;nein;nein
2024;Joghurt;F;Frucht;ja;nein;89.0;3.8;2.9;12.0;11.4;7.4;;nein;nein;nein;nein
2024;Joghurt;F;Frucht;ja;nein;91.0;3.8;2.9;12.4;11.8;7.8;nein;nein;nein;nein;nein
2024;Joghurt;F;Frucht;ja;nein;88.0;3.8;2.9;11.8;11.3;7.3;;nein;nein;nein;nein
2024;Joghurt;F;Frucht;ja;nein;87.0;3.8;2.8;11.7;11.4;7.4;nein;nein;nein;nein;nein
2024;Joghurt;F;Frucht;nein;ja;71.0;3.7;2.2;8.7;8.4;8.4;;nein;nein;ja;nein
2024;Joghurt;F;Aroma;nein;ja;55.0;3.9;3.0;2.3;2.1;2.1;;nein;nein;ja;nein
2024;Joghurt;F;Frucht;nein;ja;70.0;3.7;2.2;8.2;7.9;7.9;;nein;nein;ja;nein
2024;Joghurt;F;Frucht;nein;ja;61.0;3.7;2.0;5.8;5.6;5.6;;nein;nein;ja;nein
2024;Joghurt;F;Aroma;nein;ja;66.0;3.7;2.2;7.5;7.5;7.5;;nein;nein;ja;nein
2024;Joghurt;F;Aroma;nein;ja;76.0;5.1;2.9;6.6;6.5;6.5;;nein;nein;ja;nein
2024;Joghurt;F;Frucht;nein;ja;87.0;7.5;2.2;7.6;7.4;7.4;ja;nein;ja;ja;nein
2024;Joghurt;F;Frucht;nein;ja;86.0;7.5;2.3;7.5;7.2;7.2;ja;nein;ja;ja;nein
2024;Joghurt;F;Frucht;nein;ja;58.0;3.6;1.9;4.8;4.4;4.4;;nein;nein;ja;nein
2024;Joghurt;F;Aroma;nein;ja;95.0;3.1;2.3;14.7;11.8;11.8;;nein;nein;ja;nein
2024;Joghurt;F;Aroma;nein;ja;80.0;3.2;1.8;12.1;8.6;8.6;;nein;nein;ja;nein
2024;Joghurt;F;Aroma;ja;nein;127.0;3.7;3.7;19.0;16.5;11.0;;nein;nein;nein;nein
2024;Joghurt;F;Aroma;ja;nein;115.0;3.4;2.7;19.2;16.0;12.3;;nein;nein;nein;nein
2024;Joghurt;F;Aroma;ja;nein;122.0;3.3;3.0;19.9;17.5;11.7;;nein;nein;nein;nein
2024;Joghurt;F;Aroma;ja;nein;131.0;2.3;6.1;16.8;14.6;10.0;;nein;nein;nein;nein
2024;Joghurt;F;Aroma;ja;nein;175.0;4.4;8.0;20.5;19.7;11.0;ja;nein;nein;nein;nein
2024;Joghurt;F;Aroma;ja;nein;170.0;3.4;10.0;16.7;15.4;11.0;;nein;nein;nein;nein
2024;Joghurt;F;Aroma;ja;nein;126.0;4.7;3.7;18.4;17.4;11.8;ja;nein;nein;nein;nein
2024;Joghurt;F;Aroma;ja;nein;171.0;2.3;8.8;20.3;17.6;14.3;;nein;nein;nein;
2024;Joghurt;F;Aroma;ja;nein;153.0;2.6;8.6;16.2;15.5;9.4;;nein;nein;nein;nein
2024;Joghurt;F;Frucht;ja;nein;144.0;2.7;8.2;14.6;13.9;9.4;;nein;nein;nein;nein
2024;Joghurt;F;Frucht;ja;nein;139.0;2.7;8.3;13.3;12.8;8.7;nein;nein;nein;nein;nein
