ID,DE,FR,IT,EN
group1,Gemüse,Légumes,Verdura,Vegetables
group2,Früchte,Fruits,Frutta,Fruits
group3,Getreide,Céréales,Cereali,Cereals
group4,Pflanzliche Öle,Huiles végétales,Oli vegetali,Vegetable oils
group5,Kindernahrung,Aliments pour enfants,Alimenti per l'infanzia,Baby food
group6,Getränke,Boissons,Bevande,Beverages
group7,Tierische Fette,Graisses animales,Grassi animali,Animal fats
group8,Andere,Autres,Altri,Other
group9,Alle,Tous,Tutti,All
