meldung_idÐgefahr_id
129Ð150
17Ð93
144Ð10
68Ð125
179Ð188
64Ð129
45Ð93
879Ð63
204Ð190
25Ð101
45Ð123
20Ð99
28Ð1
213Ð191
51Ð113
7Ð89
55Ð108
17Ð97
37Ð93
35Ð36
35Ð105
35Ð35
44Ð92
37Ð4
37Ð106
21Ð91
37Ð28
7Ð90
71Ð109
37Ð19
72Ð142
46Ð124
74Ð144
90Ð162
187Ð180
74Ð63
193Ð1
78Ð119
19Ð98
82Ð18
218Ð111
98Ð23
305Ð119
95Ð119
92Ð26
96Ð48
224Ð195
1647Ð244
113Ð90
87Ð35
87Ð93
87Ð86
87Ð36
105Ð90
229Ð198
229Ð199
228Ð192
1667Ð106
723Ð19
229Ð200
229Ð201
233Ð202
1517Ð102
239Ð1
239Ð9
239Ð106
226Ð197
682Ð288
280Ð35
260Ð93
225Ð196
258Ð165
258Ð209
258Ð210
258Ð102
258Ð167
258Ð211
258Ð212
314Ð26
346Ð166
530Ð93
560Ð269
886Ð89
278Ð114
278Ð93
278Ð99
278Ð1
303Ð26
252Ð118
277Ð180
277Ð214
277Ð215
277Ð216
277Ð217
297Ð220
246Ð126
246Ð127
283Ð125
289Ð219
313Ð126
301Ð126
334Ð126
347Ð19
339Ð126
336Ð126
335Ð126
308Ð109
338Ð126
333Ð126
556Ð126
315Ð126
316Ð197
417Ð91
300Ð221
302Ð126
1633Ð102
302Ð222
321Ð167
389Ð126
389Ð127
436Ð241
407Ð63
443Ð91
467Ð66
1648Ð79
413Ð236
481Ð250
440Ð91
506Ð253
440Ð102
515Ð19
467Ð58
708Ð292
438Ð63
471Ð167
458Ð246
484Ð2
52Ð35
52Ð105
52Ð10
494Ð252
480Ð165
493Ð165
480Ð187
480Ð102
480Ð249
476Ð9
514Ð255
516Ð230
516Ð197
523Ð125
524Ð125
524Ð91
524Ð62
533Ð128
534Ð221
586Ð91
591Ð246
550Ð165
536Ð257
603Ð93
609Ð87
636Ð111
615Ð7
624Ð7
622Ð273
502Ð238
502Ð99
528Ð19
531Ð93
256Ð111
503Ð19
857Ð106
644Ð244
638Ð275
610Ð86
605Ð126
727Ð91
727Ð299
723Ð1
728Ð111
728Ð298
741Ð238
743Ð126
745Ð125
747Ð273
782Ð166
798Ð91
811Ð26
956Ð93
795Ð19
876Ð1
987Ð26
719Ð89
753Ð10
730Ð101
733Ð126
777Ð238
777Ð300
777Ð99
896Ð193
774Ð119
774Ð121
774Ð2
774Ð8
775Ð102
824Ð306
901Ð111
818Ð284
907Ð91
809Ð45
835Ð148
908Ð126
828Ð26
840Ð1
840Ð106
621Ð142
857Ð211
857Ð312
929Ð128
940Ð99
897Ð19
897Ð1
919Ð202
813Ð45
816Ð19
1068Ð26
880Ð4
919Ð244
919Ð63
869Ð111
960Ð26
961Ð328
970Ð19
941Ð48
980Ð337
980Ð338
986Ð1
951Ð107
975Ð93
970Ð93
970Ð90
970Ð147
970Ð86
970Ð26
970Ð1
970Ð336
965Ð335
912Ð106
947Ð119
942Ð93
1060Ð189
1043Ð125
1168Ð9
1068Ð348
1113Ð19
1010Ð26
1068Ð89
1022Ð128
1021Ð1
1067Ð347
1187Ð14
1037Ð1
1034Ð128
1032Ð1
1032Ð286
1032Ð183
1032Ð121
1032Ð26
1168Ð244
1171Ð111
1194Ð382
1041Ð345
1042Ð120
1204Ð62
976Ð118
1206Ð383
1184Ð106
1073Ð86
1073Ð99
1090Ð63
1073Ð28
1073Ð112
1097Ð353
1184Ð9
1337Ð399
1138Ð111
1138Ð362
1138Ð128
1138Ð185
1094Ð185
1138Ð363
1095Ð187
1095Ð167
1095Ð165
1151Ð365
1288Ð126
1298Ð119
1298Ð19
1298Ð86
1298Ð93
1151Ð366
1350Ð401
1145Ð66
1337Ð400
1351Ð93
1223Ð341
1214Ð87
3Ð85
