id#steckbrief_id#matrix_id#ergaenzung
160#205#16#basil, fennel seeds
168#81#34#apples
173#136#6#
176#109#1#soy
177#109#7#cereal
185#53#9#
188#114#93#herbs
239#78#1#
272#100#1#
273#128#1#packaging
275#158#1#potential contributor to antibiotic resistance
276#82#3#canned vegetables
280#197#27#
283#141#60#perch
287#87#5#bitter apricot kernels, flax seeds
289#98#1#food supplements
371#156#42#goat cheese
372#66#42#
374#137#100#
375#122#38#
376#122#8#
377#38#1#aloe vera
378#198#1#laxative oral solution
379#26#34#goji beeries
380#155#60#burbot, eel, pike
381#172#15#
383#187#93#
384#162#1#crops
386#209#99#
387#151#39#whey protein substitute
388#132#11#coconut oil
390#106#1#plant-based lifestyle products
392#97#34#lychee
393#112#82#
397#52#49#baked goods containing poppy seeds
400#148#1#food supplements
401#148#100#
408#18#61#shellfish
410#74#48#plastic rice, fake rice
411#65#1#soy products
412#17#1#protein powders
413#17#100#
414#14#1#food proteins
415#153#54#
431#139#54#
432#124#8#
433#15#40#
450#193#5#pine nuts
453#89#58#
454#89#39#
455#90#48#rice noodles, rices paper
458#176#82#
462#133#82#fresh water
464#131#1#food supplements
465#185#3#tomatoes
467#45#1#wheatgrass powder
568#200#9#
680#160#6#human breast milk
1039#226#32#Lentilles vertes
1069#228#10#
1070#229#65#
1075#63#1#packging
1080#169#16#canelle
1260#41#1#
1295#29#42#cheese from unpasteurised milk
1312#241#67#saturated and unsaturated fatty acids rich edible oils
1352#49#133#
1353#49#81#
1354#49#16#
1378#243#82#Beverages in bottles
1405#157#8#ostrich meat
1521#134#23#algae products
1559#32#6#
1560#32#118#beef/red meat
1588#195#1#agricultural soils
1612#215#1#in general all food 
1640#254#34#
1650#123#1#coconut- and maize-based products
1656#256#35#almonds
1678#4#1#Organic as well as conventional products
1704#23#3#
1705#23#54#
1706#23#60#
1707#23#18#
1714#117#67#
1722#166#1#table salt
1757#147#6#plant-based substitutes
1764#115#22#rocket
1765#115#82#surface water
1766#115#18#
1793#223#1#Food contact material (FCM)
1794#221#32#Pulses
1795#219#34#
1802#30#23#microalgae
1813#103#3#
1814#103#34#
1833#261#126#
1844#263#54#
1854#135#1#packaging materials
1856#253#22#
1879#202#23#
1907#266#133#Manuka - Honey 
1908#266#18#
2022#33#1#
2039#27#1#dietary supplements
2045#220#60#freshwater fish
2054#199#120#porc production
2083#21#60#
2116#216#27#Inonotus obliquus (Chaga mushroom)
2125#265#80#functional drinks
2145#10#47#
2164#113#3#mouldy tomatoes
2174#255#14#
2180#213#1#
2197#180#1#
2202#12#1#agriculture
2203#64#6#milk substitutes made from cashews
2204#99#118#
2205#99#120#
2206#99#54#
2219#3#9#
2261#272#98#
2268#279#1#household items e.g. cooking utensils
2272#120#42#
2273#86#1#permafrost
2274#86#60#
2297#108#1#Eaux souterraines
2309#150#156#artificial sweeteners
2312#47#1#additives, sweeteners
2317#259#93#cinnamon
2320#7#3#ready-to-eat vegetables
2321#7#34#ready to eat fruit
2332#282#60#
2337#276#60#
2347#189#126#
2348#189#65#
2350#5#1#
2357#230#133#
2366#211#39#
2379#165#60#
2380#177#1#
2389#13#3#
2390#13#22#
2391#13#34#Berries
2392#13#93#Herbs
2393#288#82#Drinking water
2431#289#82#Drinking water
2443#212#3#Lentil and leek crumbles 
2444#212#34#Mango and pineapple smoothie
2455#173#9#
2459#179#54#chicken meat
2461#93#1#Drinks
2462#93#12#Sweets
2463#93#18#
2464#110#3#
2465#110#8#
2478#234#82#
2483#201#1#starchy foods
2495#196#8#
2499#48#3#
2514#62#55#deer, sika deer
2516#290#60#pike and perch 
2523#291#13#cake
2527#42#3#
2531#25#1#insect-based food
2533#154#120#
2535#268#156#Neotam
2540#239#8#
2544#20#1#agricultural soil
2545#35#1#general foods and beverages
2551#181#1#probiotics
2555#292#144#
2560#71#120#
2571#227#3#
2572#227#5#
2573#58#1#delivered foods
2574#58#18#
2578#85#8#
2588#102#34#Citrus fruit
2589#79#1#water
2590#79#18#
2595#190#8#
2596#101#9#raw freshwater fish [tilapia]
2598#43#120#
2599#43#55#wild boar, deer
2600#43#61#
2602#95#1#ultraprocessed foods
2605#92#9#raw fish, raw seafood
2608#24#6#raw goat milk
2609#24#42#raw goat milk cheese
2611#232#1#Meat and dairy processing environments
2612#44#6#whey powder
2613#271#9#clams
2615#73#3#
2616#73#6#
2617#73#53#livestock
2618#73#60#
2619#11#9#
2621#267#6#raw milk
2622#51#8#
2623#273#73#
2625#257#9#raw fish
2628#116#60#raw fish
2629#34#5#nuts, peanuts, raisins
2630#126#22#
2631#126#23#
2632#60#1#pet food
2633#125#3#mushrooms, Chinese cabbage
