steckbrief_id#bereich_id#primaer
161#2#True
65#4#True
223#1#True
64#1#True
34#2#True
64#2#True
123#2#True
124#1#True
15#4#True
223#2#True
232#1#True
244#1#True
45#1#True
102#1#True
192#1#True
229#2#True
54#2#True
180#1#True
53#4#True
147#4#True
155#1#True
53#2#True
192#5#True
71#1#True
192#2#True
191#3#True
53#3#True
73#1#True
220#2#True
198#1#True
216#3#True
180#2#True
192#4#True
222#2#True
192#3#True
193#2#True
55#1#True
191#4#True
180#3#True
172#4#True
24#1#True
101#1#True
197#4#True
80#1#True
197#2#True
89#4#True
90#3#True
183#1#True
197#3#True
64#5#True
188#2#True
176#4#True
200#1#True
223#4#True
99#1#True
209#4#True
221#1#True
54#4#True
47#2#True
144#3#True
127#4#True
23#1#True
129#1#True
127#5#True
127#2#True
211#3#True
127#1#True
2#1#True
245#4#True
102#2#True
133#2#True
149#1#True
133#4#True
211#5#True
131#4#True
211#2#True
211#4#True
211#1#True
233#4#True
219#5#True
159#2#True
185#1#True
272#1#True
118#1#True
159#1#True
132#4#True
91#2#True
181#1#True
265#4#True
116#5#True
265#1#True
95#4#True
239#1#True
273#4#True
273#2#True
66#3#True
37#4#True
276#1#True
83#2#True
222#3#True
216#2#True
145#1#True
216#4#True
252#5#True
216#1#True
252#1#True
245#2#True
210#5#True
210#2#True
210#4#True
252#2#True
210#1#True
278#1#True
222#4#True
113#2#True
113#1#True
11#1#True
212#4#True
225#1#True
212#2#True
121#1#True
1#1#True
266#4#True
266#2#True
196#2#True
122#2#True
38#2#True
42#1#True
202#2#True
202#1#True
236#1#True
63#2#True
236#4#True
215#1#True
92#1#True
130#2#True
215#2#True
40#1#True
81#1#True
106#4#True
217#2#True
18#2#True
18#1#True
256#2#True
205#2#True
260#2#True
8#2#True
152#1#True
151#4#True
165#2#True
31#1#True
165#1#True
148#4#True
28#2#True
152#4#True
174#2#True
174#4#True
74#3#True
175#4#True
175#1#True
152#5#True
17#2#True
254#1#True
152#3#True
250#2#True
274#1#True
199#1#True
56#1#True
61#2#True
179#1#True
94#1#True
139#1#True
22#4#True
105#2#True
105#1#True
143#4#True
143#2#True
143#1#True
143#3#True
143#5#True
98#4#True
86#2#True
32#1#True
100#2#True
128#2#True
158#1#True
158#2#True
82#1#True
93#2#True
70#2#True
141#1#True
112#3#True
167#1#True
5#4#True
241#2#True
241#4#True
5#3#True
27#2#True
27#3#True
14#1#True
153#1#True
41#1#True
27#4#True
93#4#True
264#2#True
10#1#True
110#1#True
277#2#True
238#3#True
242#4#True
44#1#True
68#2#True
238#4#True
238#1#True
238#2#True
238#5#True
267#1#True
259#2#True
136#2#True
160#1#True
160#4#True
259#3#True
261#1#True
4#2#True
178#1#True
49#2#True
270#2#True
270#4#True
231#4#True
173#1#True
13#1#True
43#1#True
190#5#True
271#1#True
201#1#True
126#2#True
109#2#True
195#1#True
125#2#True
154#1#True
168#1#True
195#2#True
125#3#True
150#2#True
114#2#True
117#2#True
117#4#True
258#1#True
177#2#True
79#1#True
20#2#True
150#1#True
3#1#True
3#2#True
137#4#True
72#2#True
26#2#True
60#1#True
156#1#True
88#4#True
187#3#True
162#2#True
207#1#True
67#2#True
67#1#True
107#1#True
218#5#True
268#2#True
138#2#True
87#2#True
48#1#True
78#4#True
78#1#True
78#2#True
146#4#True
146#2#True
138#1#True
257#1#True
48#2#True
146#1#True
75#1#True
226#2#True
226#5#True
104#1#True
52#2#True
163#4#True
163#2#True
163#3#True
163#1#True
251#2#True
46#1#True
97#2#True
182#1#True
255#4#True
255#2#True
226#3#True
166#4#True
240#1#True
115#1#True
108#2#True
134#2#True
189#3#True
58#4#True
58#1#True
58#3#True
58#5#True
246#2#True
263#1#True
62#1#True
186#1#True
12#1#True
246#3#True
246#5#True
246#1#True
29#1#True
246#4#True
247#1#True
12#2#True
164#1#True
248#1#True
157#1#True
6#1#True
76#1#True
59#1#True
120#1#True
103#1#True
103#3#True
103#2#True
227#1#True
9#2#True
25#1#True
234#2#True
265#2#True
194#2#True
51#5#True
213#1#True
169#2#True
169#3#True
140#1#True
7#1#True
224#2#True
243#2#True
237#2#True
36#1#True
237#1#True
51#4#True
135#2#True
51#2#True
36#2#True
16#1#True
239#2#True
228#2#True
194#1#True
262#1#True
57#4#True
35#2#True
230#4#True
230#2#True
214#1#True
142#2#True
21#2#True
30#2#True
30#4#True
253#1#True
249#1#True
85#2#True
85#1#True
235#2#True
235#4#True
33#1#True
269#2#True
