Kanton CODE,Kampagne CODE,Erhebungsgrund CODE,Betriebskategorie CODE,Produktionsland CODE,Ursprungsland CODE,Produktionsmethode CODE,Probe ID,Datum Probenahme,Jahr,Probenbezugsteil CODE,PAID,MAID,Matrix Descriptor CODE,Ergebnis quantitativ,Einheit CODE,Ergebnis qualitativ,Ergebnisbewertung CODE,LOQ,LOD
AG,101,M2,C201,CH,,1.0,64278,2023-04-24,2023,,1006-87,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B601,TH,,1.0,67429,2023-09-11,2023,,1006-87,8681-51,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,LK,,1.0,68017,2023-09-27,2023,,1006-87,13541-21,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B501,CH,CH,1.0,A84FD3E4-5B90-4FFD-BE62-287C6926A4B6,2023-05-04,2023,,1006-87,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,FCF36AB5-EA1D-49D6-8858-0D748149E8B4,2023-04-30,2023,,1006-87,9691-28,,,mg/kg,<LOQ,K,0.01,
LU,101,M2,A202,CH,EU,4.0,173762,2023-04-20,2023,,1006-87,4746-22,,,mg/kg,<LOD,NB,,0.01
LU,101,M2,C105,CH,DE,4.0,173767,2023-04-12,2023,,1006-87,4768-53,,,mg/kg,<LOD,NB,,0.01
AG,101,M2,C202,PE,,1.0,65026,2023-06-01,2023,,1006-87,6514-53,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C106,VN,,1.0,67341,2023-09-04,2023,,1006-87,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,ID,,1.0,65107,2023-06-08,2023,,1006-87,13808-93,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C106,TH,,1.0,68009,2023-09-27,2023,,1006-87,13671-19,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B501,CH,CH,1.0,5B61F4D1-A754-45E1-A80B-3A98E7FEFC86,2023-10-12,2023,,1006-87,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B101,RS,CH,1.0,C825DFD6-5B21-4F43-983B-3FEAF21A8FCB,2023-04-05,2023,,1006-87,4799-57,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,8841B5B6-5AC6-4F81-8220-11E009244AE1,2023-05-03,2023,,1006-87,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C106,VN,,1.0,67459,2023-09-12,2023,,1006-87,13070-76,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B501,CH,CH,1.0,B1B11838-BA5B-4A17-BEF7-DE98DCA387B9,2023-05-01,2023,,1006-87,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,0B6FC5B2-08ED-4352-BA1B-F80852557591,2023-05-04,2023,,1006-87,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,DAD764D8-9959-4F49-B61F-C597CE2537FF,2023-04-30,2023,,1006-87,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C106,TH,,1.0,67343,2023-09-04,2023,,1006-87,19186-61,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,C302,CH,CH,1.0,BB2D9952-CBCB-4C01-BD88-3421C43C6E7F,2023-04-06,2023,,1006-87,4799-57,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C302,TR,,1.0,65067,2023-06-05,2023,,1006-87,6514-53,,,mg/kg,<LOQ,NB,0.05,
RK,101,M2,B501,CH,CH,1.0,5A53A868-C2B5-4F89-8E60-FA3FE7DA219C,2023-05-04,2023,,1006-87,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,C302,CH,CH,1.0,C1C6052B-86EE-49F9-89E4-EDF0EB20EAA2,2023-04-06,2023,,1006-87,4760-77,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C302,CH,,1.0,64276,2023-04-24,2023,,1007-84,6227-41,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,SGA,,1.0,65110,2023-06-08,2023,,1007-84,6443-72,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,B601,TH,,1.0,67428,2023-09-11,2023,,1007-84,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,CH,,1.0,64278,2023-04-24,2023,,1007-84,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B601,TH,,1.0,67529,2023-09-18,2023,,1007-84,19186-61,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C303,LK,,4.0,65103,2023-06-08,2023,,1007-84,13808-93,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C202,CH,,1.0,64156,2023-04-17,2023,,1007-84,6236-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,67524,2023-09-18,2023,,1007-84,6504-83,,,mg/kg,<LOQ,NB,0.01,
GE,101,M3,C601,CH,,1.0,901ED5D3-79DB-44EF-BAF5-F44895604ECF,2023-10-25,2023,,1007-84,4780-17,,0.058,mg/kg,,K,,
AG,101,M2,C201,CH,,1.0,64167,2023-04-18,2023,,1007-84,6236-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C302,CH,,1.0,64272,2023-04-24,2023,,1007-84,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,67431,2023-09-11,2023,,1007-84,7216-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C105,CH,,1.0,64084,2023-04-11,2023,,1007-84,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,67337,2023-09-04,2023,,1007-84,9333-35,,,mg/kg,<LOQ,NB,0.01,
GE,101,M2,B601,CH,,1.0,344CCC98-EB4E-4009-9345-C15EC4A15187,2023-07-11,2023,,1007-84,4780-17,,0.009,mg/kg,,K,,
GE,101,M2,B601,NL,,1.0,BE017A6B-83B4-4C44-8002-54EA6E02E4A3,2023-07-11,2023,,1007-84,4780-17,,0.009,mg/kg,,K,,
AG,101,M2,C201,SGA,,1.0,65197,2023-06-14,2023,,1007-84,6504-83,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C202,PE,,1.0,65026,2023-06-01,2023,,1007-84,6514-53,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C302,TR,,1.0,65067,2023-06-05,2023,,1007-84,6514-53,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C204,PK,,1.0,65282,2023-06-21,2023,,1007-84,13124-11,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C202,DE,,1.0,65023,2023-06-01,2023,,1007-84,13127-02,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C202,ID,,1.0,65107,2023-06-08,2023,,1007-84,13808-93,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C106,VN,,1.0,67341,2023-09-04,2023,,1007-84,9343-05,,,mg/kg,<LOQ,NB,0.01,
GE,101,M2,C601,CH,,1.0,90524A9F-31B8-49A0-883E-E171E86C35C1,2023-09-28,2023,,1007-84,4780-17,,0.088,mg/kg,,K,,
RK,101,M2,B501,CH,CH,1.0,B1B11838-BA5B-4A17-BEF7-DE98DCA387B9,2023-05-01,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,F2C8D6AE-E8F8-4C5F-A7A2-70BB2B9E024B,2023-05-08,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,340DC626-5608-4E14-8AB7-422BD250F79A,2023-04-30,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B101,IT,CH,1.0,C8EBD4FA-C00A-4D57-AF76-F5856B24A208,2023-04-05,2023,,1007-84,18450-38,,,mg/kg,<LOQ,K,0.01,
TI,101,M2,C103,BE,BE,1.0,23LA02785,2023-07-06,2023,,1007-84,4780-17,,0.011,mg/kg,,K,,
RK,101,M2,B501,CH,CH,1.0,0ADAC31C-EFA2-465A-A58F-F4F06AECC4C5,2023-05-04,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
LU,101,M2,C105,CH,CZ,1.0,173768,2023-04-12,2023,,1007-84,4760-77,,,mg/kg,<LOD,NB,,0.01
RK,101,M2,B501,CH,CH,1.0,F4354A4A-7416-4977-900B-932F0FE31E9D,2023-05-04,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C106,TH,,1.0,68011,2023-09-27,2023,,1007-84,9333-35,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,IN,,1.0,67433,2023-09-11,2023,,1007-84,13671-19,,,mg/kg,<LOQ,NB,0.01,
GE,101,M2,C601,CH,,1.0,19DD901B-351C-4066-B99F-7A154ACF9DEB,2023-09-28,2023,,1007-84,4780-17,,0.016,mg/kg,,K,,
AG,101,M2,C106,TH,,1.0,68009,2023-09-27,2023,,1007-84,13671-19,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B101,DE,CH,1.0,CD528786-1CF2-4FE3-9B0D-3B9EE1A1573C,2023-04-05,2023,,1007-84,4852-92,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,BDB93A9C-B26B-4C3F-B551-70E5832AC4EA,2023-04-30,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C202,EG,,1.0,65106,2023-06-08,2023,,1007-84,9343-05,,,mg/kg,<LOQ,NB,0.05,
GE,101,M2,C601,CH,,1.0,15B88A9C-2A52-416D-87BE-F16345B4C40C,2023-10-26,2023,,1007-84,4780-17,,0.068,mg/kg,,K,,
AG,101,M2,C401,TH,,1.0,67525,2023-09-18,2023,,1007-84,4759-80,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B501,CH,CH,1.0,D1F7F291-7B0E-4639-BF48-4527BC943B5A,2023-05-04,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,AB8AA0FB-F3B8-4613-9CB5-4ACE637AD200,2023-04-30,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,50CA1474-D29C-42D1-BE9B-12B3C89B8DDB,2023-05-08,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,E4F54E00-3259-4870-B51D-A031BAA7B9C7,2023-05-08,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,FC640BB0-5E4B-4559-8DC3-D305652939A2,2023-05-09,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C106,LK,,1.0,68017,2023-09-27,2023,,1007-84,13541-21,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B501,CH,CH,1.0,A22D44B4-91BB-42A5-91BE-23F8EFAE3D6A,2023-04-30,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C106,TH,,1.0,67432,2023-09-11,2023,,1007-84,13065-91,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,67531,2023-09-18,2023,,1007-84,9343-05,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B501,CH,CH,1.0,5B61F4D1-A754-45E1-A80B-3A98E7FEFC86,2023-10-12,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,4.0,1DCBEB38-5AFA-491F-AA88-3A66817F335A,2023-10-12,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C401,TH,,1.0,67527,2023-09-18,2023,,1007-84,9343-05,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B501,CH,CH,1.0,8E99254C-EBAE-4FE2-96EC-EE3DF36D75CE,2023-05-04,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,BC9B1733-E532-402C-82CA-5FEDC5D8A7E3,2023-05-03,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C203,CH,,1.0,64301,2023-04-25,2023,,1007-84,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,64548,2023-05-02,2023,,1007-84,4791-81,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B501,CH,CH,1.0,A9B55259-5040-4B09-A9FF-F7C2BF80FD9C,2023-04-30,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,D326D8C0-471C-4F05-8BFC-DB0B88C29316,2023-04-30,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C204,EU,,1.0,65168,2023-06-12,2023,,1007-84,13130-90,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C202,CH,,1.0,64155,2023-04-17,2023,,1007-84,6236-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C302,TR,,1.0,65064,2023-06-05,2023,,1007-84,13124-11,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C201,CH,,1.0,64553,2023-05-02,2023,,1007-84,4791-81,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B501,CH,CH,1.0,0FC480DE-2902-4E45-83C9-267BD36D6677,2023-05-01,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,52AA383D-749D-4CD0-92A0-088C5BB2F735,2023-04-30,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,63A321AE-49D0-4176-A217-53CE193A54A5,2023-10-12,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C106,VN,,1.0,67458,2023-09-12,2023,,1007-84,13541-21,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B501,CH,CH,1.0,A3F9FB40-ED6F-47B2-B494-988A035E1752,2023-05-09,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,B501,CH,,4.0,61775,2023-01-11,2023,,1007-84,4781-14,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B501,CH,CH,1.0,AE3EB79D-877B-4632-8A86-6394327C769D,2023-05-04,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,E394CDB8-E874-49B6-830D-30C077653A7F,2023-05-08,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C203,CH,,1.0,64162,2023-04-18,2023,,1007-84,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,VN,,1.0,67342,2023-09-04,2023,,1007-84,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,61561,2023-01-11,2023,,1007-84,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C204,ID,,1.0,65167,2023-06-12,2023,,1007-84,9532-20,,,mg/kg,<LOQ,NB,0.05,
LU,101,M2,C105,CH,DE,4.0,173767,2023-04-12,2023,,1007-84,4768-53,,,mg/kg,<LOD,NB,,0.01
AG,101,M2,C302,TR,,1.0,65066,2023-06-05,2023,,1007-84,9343-05,,,mg/kg,<LOQ,NB,0.05,
RK,101,M2,B501,CH,CH,1.0,073E16A2-FB51-4A67-94F9-070867039378,2023-05-08,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C106,IN,,1.0,65165,2023-06-12,2023,,1007-84,6516-47,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C201,IN,,4.0,65398,2023-06-28,2023,,1007-84,13144-48,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C106,TH,,1.0,68010,2023-09-27,2023,,1007-84,8681-51,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B501,CH,CH,1.0,8D101371-0B2C-4E63-9DBC-B34767217616,2023-05-08,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C106,PK,,1.0,65164,2023-06-12,2023,,1007-84,13124-11,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C204,IN,,1.0,65343,2023-06-22,2023,,1007-84,13144-48,,,mg/kg,<LOQ,NB,0.05,
LU,101,M2,C101,DE,DE,1.0,173760,2023-04-20,2023,,1007-84,18450-38,,,mg/kg,<LOD,NB,,0.01
AG,101,M2,C106,TH,,1.0,67426,2023-09-11,2023,,1007-84,19204-07,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,A206,CH,,1.0,64135,2023-04-13,2023,,1007-84,6227-41,,,mg/kg,<LOQ,NB,0.01,
TI,101,M2,C302,CH,CH,1.0,23LA02796,2023-07-06,2023,,1007-84,4780-17,,0.013,mg/kg,,K,,
AG,101,M2,C302,TH,,1.0,67339,2023-09-04,2023,,1007-84,9343-05,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B501,CH,CH,1.0,5442F75C-3442-4712-BDA6-4917B446C080,2023-05-04,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,5F3212BA-CD89-4307-B11E-E8325E26D0CB,2023-05-03,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C202,DE,,1.0,65025,2023-06-01,2023,,1007-84,13140-60,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C201,CH,,1.0,64277,2023-04-24,2023,,1007-84,6236-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B601,TH,,1.0,67429,2023-09-11,2023,,1007-84,8681-51,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,IN,,1.0,65198,2023-06-14,2023,,1007-84,6513-56,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C401,TH,,1.0,68015,2023-09-27,2023,,1007-84,19204-07,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B101,RS,CH,1.0,C825DFD6-5B21-4F43-983B-3FEAF21A8FCB,2023-04-05,2023,,1007-84,4799-57,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C401,TH,,1.0,67523,2023-09-18,2023,,1007-84,19186-61,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,67528,2023-09-18,2023,,1007-84,13671-19,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B501,CH,CH,1.0,EA55DE7B-6AED-43E6-8FDF-F4CCE1A0B242,2023-05-01,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
LU,101,M2,C302,CH,IT,1.0,173765,2023-04-20,2023,,1007-84,4799-57,,,mg/kg,<LOD,NB,,0.01
AG,101,M2,C106,VN,,1.0,67459,2023-09-12,2023,,1007-84,13070-76,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B501,CH,CH,1.0,D6066F8F-4A9A-4E09-A6CD-BFA12D5574CC,2023-05-09,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C204,TR,,1.0,65335,2023-06-22,2023,,1007-84,13124-11,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C202,SGA,,1.0,65105,2023-06-08,2023,,1007-84,13808-93,,,mg/kg,<LOQ,NB,0.05,
RK,101,M2,B501,CH,CH,1.0,7DE114C3-4F8C-486B-B590-0C7A8964F216,2023-05-03,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
LU,101,M2,A202,CH,EU,4.0,173763,2023-04-20,2023,,1007-84,4746-22,,,mg/kg,<LOD,NB,,0.01
AG,101,M2,C302,TR,,1.0,65065,2023-06-05,2023,,1007-84,13126-05,,,mg/kg,<LOQ,NB,0.05,
RK,101,M2,B501,CH,CH,1.0,5A53A868-C2B5-4F89-8E60-FA3FE7DA219C,2023-05-04,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C201,CH,,4.0,64554,2023-05-02,2023,,1007-84,6236-14,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B501,CH,CH,1.0,354D8B6C-92F9-4638-B162-B286648E46C9,2023-04-30,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,B501,CH,,1.0,61467,2023-01-04,2023,,1007-84,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B601,TH,,1.0,67427,2023-09-11,2023,,1007-84,13671-19,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,GB,,1.0,65162,2023-06-12,2023,,1007-84,13147-39,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C106,CN,,1.0,65161,2023-06-12,2023,,1007-84,13130-90,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C106,VN,,1.0,67340,2023-09-04,2023,,1007-84,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,64157,2023-04-17,2023,,1007-84,4791-81,,,mg/kg,<LOQ,NB,0.01,
LU,101,M2,A202,CH,EU,4.0,173762,2023-04-20,2023,,1007-84,4746-22,,,mg/kg,<LOD,NB,,0.01
RK,101,M2,B501,CH,CH,1.0,96B7F5E8-B24A-4D96-9B8E-3BA37A00AFF8,2023-05-04,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,A04E32AA-335A-418B-85E8-87F4B491C955,2023-05-01,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C201,EG,,1.0,65399,2023-06-28,2023,,1007-84,6516-47,,,mg/kg,<LOQ,NB,0.05,
RK,101,M2,B501,CH,CH,1.0,FCF36AB5-EA1D-49D6-8858-0D748149E8B4,2023-04-30,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,E0161287-C0C3-4F61-BCDF-E7F2AE9CF649,2023-04-28,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,0B6FC5B2-08ED-4352-BA1B-F80852557591,2023-05-04,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,ED00AA50-6AB7-4E4B-921F-8A66DBE8E704,2023-05-08,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
LU,101,M2,C105,CH,FR,1.0,173766,2023-04-12,2023,,1007-84,4768-53,,,mg/kg,<LOD,NB,,0.01
RK,101,M2,B501,CH,CH,1.0,0806EA5A-90FB-4A43-8CF1-6991F4FD02A2,2023-05-04,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,B601,TH,,1.0,67425,2023-09-11,2023,,1007-84,13068-82,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,CH,,1.0,64166,2023-04-18,2023,,1007-84,4791-81,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B501,CH,CH,4.0,D3F60994-EC07-4F0E-9EDF-A95B4DC26E4C,2023-05-03,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,B501,CH,,1.0,61527,2023-01-10,2023,,1007-84,4781-14,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B501,CH,CH,4.0,C37D90A9-01C0-4ACC-B213-079B1BC7D4A5,2023-05-03,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C204,ES,,1.0,65177,2023-06-13,2023,,1007-84,13130-90,,,mg/kg,<LOQ,NB,0.05,
RK,101,M2,B501,CH,CH,1.0,8F59364B-1654-41A7-A85D-50A80A6B8380,2023-04-30,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C202,SGA,,1.0,65109,2023-06-08,2023,,1007-84,13134-78,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C106,TH,,1.0,68014,2023-09-27,2023,,1007-84,6504-83,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,A206,CH,,1.0,64133,2023-04-13,2023,,1007-84,4791-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C201,CH,,1.0,64168,2023-04-18,2023,,1007-84,4791-81,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B501,CH,CH,1.0,52D23F68-3A3C-4A69-A976-973FE602ABB8,2023-05-09,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,68570874-5742-42FA-8A7B-82406A32A81A,2023-04-30,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,F6A6F8A2-05FE-494C-9526-32AFCEE1AD55,2023-05-04,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C204,TR,,1.0,65338,2023-06-22,2023,,1007-84,4810-24,,,mg/kg,<LOQ,NB,0.05,
AG,101,M2,C201,CH,,1.0,64551,2023-05-02,2023,,1007-84,4791-81,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B501,CH,CH,1.0,0422B651-76C2-4334-B108-4661DD5471BE,2023-05-09,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C106,TH,,1.0,67343,2023-09-04,2023,,1007-84,19186-61,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B501,CH,CH,1.0,308355A4-FDDB-44C8-AA7A-79F9B5300B0B,2023-05-08,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,C3D68D72-9B19-42F1-BD6D-E403645B4949,2023-05-08,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C303,BR,,4.0,65104,2023-06-08,2023,,1007-84,13808-93,,,mg/kg,<LOQ,NB,0.05,
RK,101,M2,B501,CH,CH,1.0,A84FD3E4-5B90-4FFD-BE62-287C6926A4B6,2023-05-04,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,C305B5E7-68FA-4115-A2AB-AC0649E02F8B,2023-10-12,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
RK,101,M2,B501,CH,CH,1.0,E8759C6E-F9F5-4F5E-9BFB-52356681D64D,2023-05-08,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C401,TH,,1.0,67526,2023-09-18,2023,,1007-84,9343-05,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B501,CH,CH,1.0,2164E153-202D-4005-BAED-EA957DF70B20,2023-05-04,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
GE,101,M2,B601,FR,,1.0,2305903C-01AE-4DE1-9239-483A97793969,2023-02-17,2023,,1007-84,5837-47,,0.015,mg/kg,,K,,
RK,101,M2,B501,CH,CH,1.0,809FB8BD-7A5C-4528-82EF-11403067DACF,2023-05-09,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,B601,TH,,1.0,67530,2023-09-18,2023,,1007-84,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,67338,2023-09-04,2023,,1007-84,6504-83,,,mg/kg,<LOQ,NB,0.01,
RK,101,M2,B501,CH,CH,1.0,8841B5B6-5AC6-4F81-8220-11E009244AE1,2023-05-03,2023,,1007-84,9691-28,,,mg/kg,<LOQ,K,0.01,
AG,101,M2,C202,DE,,1.0,65024,2023-06-01,2023,,1007-84,9532-20,,,mg/kg,<LOQ,NB,0.05,
