Kanton CODE,Kampagne CODE,Erhebungsgrund CODE,Betriebskategorie CODE,Produktionsland CODE,Ursprungsland CODE,Produktionsmethode CODE,Probe ID,Datum Probenahme,Jahr,Probenbezugsteil CODE,PAID,MAID,Matrix Descriptor CODE,Ergebnis quantitativ,Einheit CODE,Ergebnis qualitativ,Ergebnisbewertung CODE,LOQ,LOD
GR,102,M2,C202,CH,,1,632661,2025-01-07,2025,,1950-68,37033-64,,,,<LOD,K,,
GR,102,M2,C203,CH,,4,633031,2025-01-10,2025,,1947-77,37015-21,,,,<LOD,K,,
GR,102,M2,C203,CH,,4,633031,2025-01-10,2025,,1935-16,37015-21,,7.9,µg/kg,,K,,
GR,102,M2,C203,CH,,4,633031,2025-01-10,2025,,1934-19,37015-21,,,,<LOD,K,,
GR,102,M2,C203,CH,,4,633031,2025-01-10,2025,,2224-22,37015-21,,0.51,µg/kg,,K,,
GR,102,M2,C203,CH,,4,633031,2025-01-10,2025,,5937-38,37015-21,,,,<LOD,K,,
GR,102,M2,C203,CH,,4,633031,2025-01-10,2025,,1950-68,37015-21,,,,<LOD,K,,
ZH,102,M2,B201,CH,,6,HarZ6iI6zaDuXDTSbRIQzuPUUvyCkQjps0Yikt52jR0=,2025-01-13,2025,,1948-74,4802-48,,,µg/kg,<LOQ,K,0.005,
ZH,102,M2,C302,CH,CH,6,zA3J7i1YIboDvF3GTSEBaZ5Junp7kAFIbfNMY4FyARk=,2025-01-13,2025,,2224-22,36980-29,,0.13,µg/kg,,K,,
ZH,102,M2,C302,DE,DE,4,Mtd2n0WkhOiXupT92ldPAWx/sWi8FXwH5fKFAksX8wI=,2025-01-13,2025,,1934-19,36980-29,,,µg/kg,<LOQ,K,5.7,
ZH,102,M2,A101,CH,,6,3oPlS9kcW6pJvUniNBe/QKvbd4qDfcLJKxez/1I9Tm0=,2025-01-13,2025,,1948-74,4802-48,,,µg/kg,<LOQ,K,0.005,
ZH,102,M2,C302,CH,CH,6,zA3J7i1YIboDvF3GTSEBaZ5Junp7kAFIbfNMY4FyARk=,2025-01-13,2025,,1950-68,36980-29,,,µg/kg,<LOQ,K,0.75,
ZH,102,M2,B201,CH,,6,f5IyVGX4KubHuKZyXRXaGFor9EAEG1i58kRgGE4AMz8=,2025-01-13,2025,,1948-74,4802-48,,,µg/kg,<LOQ,K,0.005,
ZH,102,M2,C302,CH,CH,4,ka8/+oVxyuz5Qe2jNuhxPB7/ZjMzZOJub7fxZqywvBQ=,2025-01-13,2025,,1947-77,36980-29,,,µg/kg,<LOQ,K,0.05,
ZH,102,M2,C202,CH,,6,xj6pOUuE1kxa3JTfmvbnnER2l/ieUv4ugx3AJW+vuMM=,2025-01-13,2025,,1948-74,4802-48,,,µg/kg,<LOQ,K,0.005,
ZH,102,M2,C302,DE,DE,4,Mtd2n0WkhOiXupT92ldPAWx/sWi8FXwH5fKFAksX8wI=,2025-01-13,2025,,1947-77,36980-29,,0.05,µg/kg,,K,,
ZH,102,M2,C202,CH,,6,wsvAMHn3m2zAFnUob+L+8LB/qeQSELe39p1TKopY1Zg=,2025-01-13,2025,,1948-74,4802-48,,,µg/kg,<LOQ,K,0.005,
ZH,102,M2,C302,CH,CH,6,zA3J7i1YIboDvF3GTSEBaZ5Junp7kAFIbfNMY4FyARk=,2025-01-13,2025,,5937-38,36980-29,,,µg/kg,<LOQ,K,2.5,
ZH,102,M2,C302,CH,CH,4,ka8/+oVxyuz5Qe2jNuhxPB7/ZjMzZOJub7fxZqywvBQ=,2025-01-13,2025,,1934-19,36980-29,,,µg/kg,<LOQ,K,5.7,
ZH,102,M2,C302,CH,CH,4,ka8/+oVxyuz5Qe2jNuhxPB7/ZjMzZOJub7fxZqywvBQ=,2025-01-13,2025,,1935-16,36980-29,,,µg/kg,<LOQ,K,5.0,
ZH,102,M2,C302,CH,CH,6,zA3J7i1YIboDvF3GTSEBaZ5Junp7kAFIbfNMY4FyARk=,2025-01-13,2025,,1934-19,36980-29,,,µg/kg,<LOQ,K,5.7,
ZH,102,M2,A101,CH,,6,42nilHjUhGq2xbBQt4Mcr/Fzt/jjJeUvdTH98ilrHi0=,2025-01-13,2025,,1948-74,4802-48,,,µg/kg,<LOQ,K,0.005,
ZH,102,M2,C302,DE,DE,4,Mtd2n0WkhOiXupT92ldPAWx/sWi8FXwH5fKFAksX8wI=,2025-01-13,2025,,1935-16,36980-29,,9.7,µg/kg,,K,,
ZH,102,M2,C202,CH,,6,JaMUgWiUGE0QkoyzQYtDwk3dVRK7s8HpeCJLkV8D070=,2025-01-13,2025,,1948-74,4802-48,,,µg/kg,<LOQ,K,0.005,
ZH,102,M2,C302,CH,CH,4,ka8/+oVxyuz5Qe2jNuhxPB7/ZjMzZOJub7fxZqywvBQ=,2025-01-13,2025,,5937-38,36980-29,,,µg/kg,<LOQ,K,2.5,
ZH,102,M2,C302,CH,CH,6,zA3J7i1YIboDvF3GTSEBaZ5Junp7kAFIbfNMY4FyARk=,2025-01-13,2025,,1947-77,36980-29,,0.13,µg/kg,,K,,
ZH,102,M2,B201,CH,,6,SXOv0o8iDfKc5C0pjmRvP4jvwZgRCH9q2b/t+i0Nma8=,2025-01-13,2025,,1948-74,4802-48,,0.005,µg/kg,,K,,
ZH,102,M2,C302,CH,CH,4,ka8/+oVxyuz5Qe2jNuhxPB7/ZjMzZOJub7fxZqywvBQ=,2025-01-13,2025,,2224-22,36980-29,,,µg/kg,<LOQ,K,0.26,
ZH,102,M2,C302,CH,CH,6,zA3J7i1YIboDvF3GTSEBaZ5Junp7kAFIbfNMY4FyARk=,2025-01-13,2025,,1935-16,36980-29,,9.8,µg/kg,,K,,
ZH,102,M2,C302,DE,DE,4,Mtd2n0WkhOiXupT92ldPAWx/sWi8FXwH5fKFAksX8wI=,2025-01-13,2025,,5937-38,36980-29,,,µg/kg,<LOQ,K,2.5,
ZH,102,M2,C302,DE,DE,4,Mtd2n0WkhOiXupT92ldPAWx/sWi8FXwH5fKFAksX8wI=,2025-01-13,2025,,2224-22,36980-29,,0.05,µg/kg,,K,,
ZH,102,M2,C302,CH,CH,4,ka8/+oVxyuz5Qe2jNuhxPB7/ZjMzZOJub7fxZqywvBQ=,2025-01-13,2025,,1950-68,36980-29,,,µg/kg,<LOQ,K,0.75,
ZH,102,M2,C202,CH,,6,Psu5ccsoCKpP+U3TnKDIC5XHRLcYMkOIWZMqItTtQCU=,2025-01-13,2025,,1948-74,4802-48,,,µg/kg,<LOQ,K,0.005,
ZH,102,M2,C302,DE,DE,4,Mtd2n0WkhOiXupT92ldPAWx/sWi8FXwH5fKFAksX8wI=,2025-01-13,2025,,1950-68,36980-29,,,µg/kg,<LOQ,K,0.75,
ZH,102,M2,C202,CH,,6,gdpr4cb0IvkOjPWFnxe3lWV7ztZsFhENKXpsywdysgw=,2025-01-13,2025,,1948-74,4802-48,,,µg/kg,<LOQ,K,0.005,
ZH,101,M2,C202,VN,VN,6,WTDNrb8d5H54PpSh3vA4To3N1uAWZ023Y5vrEEwGJL4=,2025-01-14,2025,,261-91,6504-83,,0.099,mg/kg,,NK,,
ZH,101,M2,C202,TH,TH,6,4bPLWq2axe58SvkVe5FdWxz2MrKS8vLejKfUOwV2fMg=,2025-01-14,2025,,62-09,9350-81,,0.004,mg/kg,,K,,
ZH,101,M2,C105,TH,TH,6,x8Y+VlDJQ8sOvWfjbKCdjeERWJsP6Wrs/nBDFyRT8rs=,2025-01-14,2025,,1875-02,4759-80,,,mg/kg,<LOD,K,,
ZH,101,M2,C105,TH,TH,6,Kj6R7pJ8eRU6hGyegPeHRE2T8jC4NGo7ffRwtlzYiYQ=,2025-01-14,2025,,9223-74,8677-63,,0.012,mg/kg,,K,,
ZH,102,M2,C203,CH,CH,4,b124Jgy+qLMGQk8Vlz4LqGI0TYVa9xvSg2c5S6ZDR60=,2025-01-14,2025,,5937-38,4762-71,,,µg/kg,<LOQ,K,2.5,
ZH,101,M2,C202,VN,VN,6,8c2zDyogALquvY37xMy2Y9rXrIJw8l0NURQhRIB0AMU=,2025-01-14,2025,,1799-36,19204-07,,0.005,mg/kg,,K,,
ZH,101,M2,C105,TH,TH,6,Kj6R7pJ8eRU6hGyegPeHRE2T8jC4NGo7ffRwtlzYiYQ=,2025-01-14,2025,,16187-37,8677-63,,0.012,mg/kg,,K,,
ZH,101,M2,C105,TH,TH,6,sVD4BM/ytsQbh/zNOhbIp9GbPsadiZ3Uwp+ihaSiPC0=,2025-01-14,2025,,10767-01,8168-38,,0.011,mg/kg,,K,,
ZH,101,M2,C202,VN,VN,6,WTDNrb8d5H54PpSh3vA4To3N1uAWZ023Y5vrEEwGJL4=,2025-01-14,2025,,839-06,6504-83,,0.003,mg/kg,,K,,
ZH,101,M2,C105,TH,TH,6,Kj6R7pJ8eRU6hGyegPeHRE2T8jC4NGo7ffRwtlzYiYQ=,2025-01-14,2025,,20316-66,8677-63,,0.513,mg/kg,,K,,
ZH,102,M2,C203,DE,DE,4,cDVf8n8V6Kg1SYM/kiW78sIemir0WUSAZvJQG+QDs6Y=,2025-01-14,2025,,1935-16,37008-42,,,µg/kg,<LOQ,K,5.0,
ZH,101,M2,C202,TH,TH,6,4bPLWq2axe58SvkVe5FdWxz2MrKS8vLejKfUOwV2fMg=,2025-01-14,2025,,1874-05,9350-81,,1.306,mg/kg,,K,,
ZH,102,M2,C302,CH,CH,4,Gd8VbufDmEPbMQJFI9nnS9MJDfw5yXZnBkAZ+JTl5wo=,2025-01-14,2025,,1947-77,37029-76,,,µg/kg,<LOQ,K,0.05,
ZH,102,M2,C302,CH,CH,4,Gd8VbufDmEPbMQJFI9nnS9MJDfw5yXZnBkAZ+JTl5wo=,2025-01-14,2025,,1935-16,37029-76,,7.0,µg/kg,,K,,
SO,102,M2,C202,CH,,1,24997,2025-01-14,2025,,1935-16,36602-96,,,µg/kg,<LOQ,K,100.0,
ZH,101,M2,C105,TH,TH,6,rUPYtPGjzUnqMhxUiCkG5/+VpVCL6YGlcp0lmkrE88k=,2025-01-14,2025,,1875-02,13671-19,,,mg/kg,<LOD,K,,
ZH,101,M2,C105,TH,TH,6,MZxk3pyLqo+QWCh+DWmsODmmtylvCgjIg/w+c5Jy2TU=,2025-01-14,2025,,1874-05,13541-21,,0.811,mg/kg,,K,,
ZH,101,M2,C202,VN,VN,6,WTDNrb8d5H54PpSh3vA4To3N1uAWZ023Y5vrEEwGJL4=,2025-01-14,2025,,987-47,6504-83,,1.396,mg/kg,,NK,,
SO,102,M2,C203,CH,,1,24976,2025-01-14,2025,,1935-16,36602-96,,,µg/kg,<LOQ,K,100.0,
ZH,102,M2,C203,DE,DE,4,cDVf8n8V6Kg1SYM/kiW78sIemir0WUSAZvJQG+QDs6Y=,2025-01-14,2025,,1934-19,37008-42,,,µg/kg,<LOQ,K,5.7,
ZH,101,M2,C202,TH,TH,6,W2y5e6ZXclO2p5nNH2YG/y1KqxNn7wjU5f5RRYsWPtQ=,2025-01-14,2025,,1874-05,8677-63,,10.682,mg/kg,,K,,
ZH,101,M2,C202,VN,VN,6,EJotJy/8zB5AjmeDlmAHaX2AcMGXBuE8QSgkoFJiS+s=,2025-01-14,2025,,15628-65,6504-83,,0.001,mg/kg,,K,,
ZH,102,M2,C302,CH,CH,4,Gd8VbufDmEPbMQJFI9nnS9MJDfw5yXZnBkAZ+JTl5wo=,2025-01-14,2025,,2224-22,37029-76,,,µg/kg,<LOQ,K,0.26,
SO,102,M2,C203,CH,,1,24973,2025-01-14,2025,,1935-16,36602-96,,,µg/kg,<LOQ,K,100.0,
ZH,102,M2,C203,CH,CH,4,b124Jgy+qLMGQk8Vlz4LqGI0TYVa9xvSg2c5S6ZDR60=,2025-01-14,2025,,1947-77,4762-71,,,µg/kg,<LOQ,K,0.05,
ZH,101,M2,C105,TH,TH,6,iL+L4IHSBrGpkpqfQfuEqbh9FKF8Z2RenJrO6HRLaS8=,2025-01-14,2025,,1984-63,19204-07,,0.001,mg/kg,,K,,
ZH,101,M2,C202,TH,TH,6,W2y5e6ZXclO2p5nNH2YG/y1KqxNn7wjU5f5RRYsWPtQ=,2025-01-14,2025,,9222-77,8677-63,,0.001,mg/kg,,K,,
SO,102,M2,C202,CH,,1,24996,2025-01-14,2025,,1935-16,36602-96,,108.0,µg/kg,,K,,
ZH,102,M2,C203,DE,DE,4,cDVf8n8V6Kg1SYM/kiW78sIemir0WUSAZvJQG+QDs6Y=,2025-01-14,2025,,2224-22,37008-42,,,µg/kg,<LOQ,K,0.26,
ZH,102,M2,C302,CH,CH,4,Gd8VbufDmEPbMQJFI9nnS9MJDfw5yXZnBkAZ+JTl5wo=,2025-01-14,2025,,1950-68,37029-76,,,µg/kg,<LOQ,K,0.75,
ZH,101,M2,C202,TH,TH,6,Hv6vQltTBTWCDGBwt7dc+y9aKogpnDLXFtW2IPJZs88=,2025-01-14,2025,,1875-02,9333-35,,,mg/kg,<LOD,K,,
ZH,101,M2,C105,TH,TH,6,sVD4BM/ytsQbh/zNOhbIp9GbPsadiZ3Uwp+ihaSiPC0=,2025-01-14,2025,,1874-05,8168-38,,2.112,mg/kg,,K,,
ZH,101,M2,C202,VN,VN,6,WTDNrb8d5H54PpSh3vA4To3N1uAWZ023Y5vrEEwGJL4=,2025-01-14,2025,,1874-05,6504-83,,2.621,mg/kg,,K,,
ZH,101,M2,C202,TH,TH,6,k/oqgg5GH7WOA2eVZTgWqSwhwgNJdZ5KSFDb1HF/qJQ=,2025-01-14,2025,,1874-05,9348-87,,1.789,mg/kg,,K,,
ZH,101,M2,C105,TH,TH,6,Kj6R7pJ8eRU6hGyegPeHRE2T8jC4NGo7ffRwtlzYiYQ=,2025-01-14,2025,,78-58,8677-63,,0.002,mg/kg,,K,,
ZH,101,M2,C202,TH,TH,6,W2y5e6ZXclO2p5nNH2YG/y1KqxNn7wjU5f5RRYsWPtQ=,2025-01-14,2025,,1875-02,8677-63,,0.441,mg/kg,,K,,
ZH,102,M2,C302,CH,CH,4,iD0vQioGKkejCW7mVRn85GexWxXpKFc1JnQe/3h9RaI=,2025-01-14,2025,,2224-22,37008-42,,0.45,µg/kg,,K,,
ZH,101,M2,C202,VN,VN,6,WTDNrb8d5H54PpSh3vA4To3N1uAWZ023Y5vrEEwGJL4=,2025-01-14,2025,,1191-17,6504-83,,0.895,mg/kg,,NK,,
ZH,102,M2,C203,DE,DE,4,cDVf8n8V6Kg1SYM/kiW78sIemir0WUSAZvJQG+QDs6Y=,2025-01-14,2025,,1947-77,37008-42,,,µg/kg,<LOQ,K,0.05,
ZH,101,M2,C105,TH,TH,6,Eo1teHwXy8XmCaNb3Al71SAnAj1imtTmNX52DjMRRQ8=,2025-01-14,2025,,443-30,9333-35,,0.001,mg/kg,,K,,
SO,102,M2,C204,CH,,1,24992,2025-01-14,2025,,1935-16,36602-96,,,µg/kg,<LOQ,K,100.0,
ZH,101,M2,C202,TH,TH,6,Hv6vQltTBTWCDGBwt7dc+y9aKogpnDLXFtW2IPJZs88=,2025-01-14,2025,,1874-05,9333-35,,1.437,mg/kg,,K,,
SO,102,M2,C204,CH,,1,24991,2025-01-14,2025,,1935-16,36602-96,,,µg/kg,<LOQ,K,100.0,
ZH,101,M2,C202,VN,VN,6,WTDNrb8d5H54PpSh3vA4To3N1uAWZ023Y5vrEEwGJL4=,2025-01-14,2025,,2145-65,6504-83,,1.288,mg/kg,,NK,,
ZH,101,M2,C105,TH,TH,6,sVD4BM/ytsQbh/zNOhbIp9GbPsadiZ3Uwp+ihaSiPC0=,2025-01-14,2025,,16187-37,8168-38,,0.022,mg/kg,,NK,,
ZH,101,M2,C202,TH,TH,6,Hv6vQltTBTWCDGBwt7dc+y9aKogpnDLXFtW2IPJZs88=,2025-01-14,2025,,10807-75,9333-35,,0.01,mg/kg,,K,,
ZH,102,M2,C302,CH,CH,4,iD0vQioGKkejCW7mVRn85GexWxXpKFc1JnQe/3h9RaI=,2025-01-14,2025,,1947-77,37008-42,,0.1,µg/kg,,K,,
ZH,102,M2,C203,CH,CH,4,b124Jgy+qLMGQk8Vlz4LqGI0TYVa9xvSg2c5S6ZDR60=,2025-01-14,2025,,1935-16,4762-71,,37.7,µg/kg,,K,,
ZH,101,M2,C105,TH,TH,6,Kj6R7pJ8eRU6hGyegPeHRE2T8jC4NGo7ffRwtlzYiYQ=,2025-01-14,2025,,6047-96,8677-63,,0.382,mg/kg,,K,,
ZH,101,M2,C202,VN,VN,6,WTDNrb8d5H54PpSh3vA4To3N1uAWZ023Y5vrEEwGJL4=,2025-01-14,2025,,211-47,6504-83,,0.001,mg/kg,,K,,
ZH,101,M2,C202,VN,VN,6,EJotJy/8zB5AjmeDlmAHaX2AcMGXBuE8QSgkoFJiS+s=,2025-01-14,2025,,1187-29,6504-83,,0.002,mg/kg,,K,,
ZH,101,M2,C105,TH,TH,6,Kj6R7pJ8eRU6hGyegPeHRE2T8jC4NGo7ffRwtlzYiYQ=,2025-01-14,2025,,10807-75,8677-63,,0.001,mg/kg,,K,,
ZH,101,M2,C105,TH,TH,6,iL+L4IHSBrGpkpqfQfuEqbh9FKF8Z2RenJrO6HRLaS8=,2025-01-14,2025,,1874-05,19204-07,,0.716,mg/kg,,K,,
ZH,101,M2,C105,TH,TH,6,Eo1teHwXy8XmCaNb3Al71SAnAj1imtTmNX52DjMRRQ8=,2025-01-14,2025,,1984-63,9333-35,,0.012,mg/kg,,K,,
ZH,101,M2,C202,VN,VN,6,8c2zDyogALquvY37xMy2Y9rXrIJw8l0NURQhRIB0AMU=,2025-01-14,2025,,10807-75,19204-07,,0.002,mg/kg,,K,,
ZH,102,M2,C302,CH,CH,4,iD0vQioGKkejCW7mVRn85GexWxXpKFc1JnQe/3h9RaI=,2025-01-14,2025,,1934-19,37008-42,,,µg/kg,<LOQ,K,5.7,
ZH,101,M2,C202,TH,TH,6,4bPLWq2axe58SvkVe5FdWxz2MrKS8vLejKfUOwV2fMg=,2025-01-14,2025,,984-56,9350-81,,0.003,mg/kg,,K,,
ZH,101,M2,C105,TH,TH,6,x8Y+VlDJQ8sOvWfjbKCdjeERWJsP6Wrs/nBDFyRT8rs=,2025-01-14,2025,,6251-66,4759-80,,0.461,mg/kg,,K,,
ZH,101,M2,C202,TH,TH,6,W2y5e6ZXclO2p5nNH2YG/y1KqxNn7wjU5f5RRYsWPtQ=,2025-01-14,2025,,6047-96,8677-63,,1.215,mg/kg,,K,,
ZH,101,M2,C202,VN,VN,6,WTDNrb8d5H54PpSh3vA4To3N1uAWZ023Y5vrEEwGJL4=,2025-01-14,2025,,1349-28,6504-83,,0.057,mg/kg,,K,,
ZH,101,M2,C202,VN,VN,6,8c2zDyogALquvY37xMy2Y9rXrIJw8l0NURQhRIB0AMU=,2025-01-14,2025,,25257-84,19204-07,,0.003,mg/kg,,K,,
ZH,101,M2,C202,VN,VN,6,WTDNrb8d5H54PpSh3vA4To3N1uAWZ023Y5vrEEwGJL4=,2025-01-14,2025,,340-48,6504-83,,1.807,mg/kg,,K,,
ZH,101,M2,C105,TH,TH,6,Kj6R7pJ8eRU6hGyegPeHRE2T8jC4NGo7ffRwtlzYiYQ=,2025-01-14,2025,,443-30,8677-63,,0.007,mg/kg,,K,,
ZH,101,M2,C105,TH,TH,6,Eo1teHwXy8XmCaNb3Al71SAnAj1imtTmNX52DjMRRQ8=,2025-01-14,2025,,1875-02,9333-35,,0.031,mg/kg,,K,,
ZH,101,M2,C105,TH,TH,6,x8Y+VlDJQ8sOvWfjbKCdjeERWJsP6Wrs/nBDFyRT8rs=,2025-01-14,2025,,6064-45,4759-80,,0.001,mg/kg,,K,,
ZH,101,M2,C202,VN,VN,6,WTDNrb8d5H54PpSh3vA4To3N1uAWZ023Y5vrEEwGJL4=,2025-01-14,2025,,707-14,6504-83,,0.002,mg/kg,,K,,
ZH,101,M2,C202,TH,TH,6,4bPLWq2axe58SvkVe5FdWxz2MrKS8vLejKfUOwV2fMg=,2025-01-14,2025,,132-90,9350-81,,0.001,mg/kg,,K,,
ZH,101,M2,C202,VN,VN,6,WTDNrb8d5H54PpSh3vA4To3N1uAWZ023Y5vrEEwGJL4=,2025-01-14,2025,,443-30,6504-83,,1.375,mg/kg,,K,,
ZH,102,M2,C302,CH,CH,4,Gd8VbufDmEPbMQJFI9nnS9MJDfw5yXZnBkAZ+JTl5wo=,2025-01-14,2025,,1934-19,37029-76,,,µg/kg,<LOQ,K,5.7,
ZH,102,M2,C302,CH,CH,4,iD0vQioGKkejCW7mVRn85GexWxXpKFc1JnQe/3h9RaI=,2025-01-14,2025,,1950-68,37008-42,,,µg/kg,<LOQ,K,0.75,
ZH,101,M2,C202,TH,TH,6,4bPLWq2axe58SvkVe5FdWxz2MrKS8vLejKfUOwV2fMg=,2025-01-14,2025,,10767-01,9350-81,,0.001,mg/kg,,K,,
SO,102,M2,C203,CH,,1,24971,2025-01-14,2025,,1935-16,36602-96,,,µg/kg,<LOQ,K,100.0,
ZH,101,M2,C202,TH,TH,6,k/oqgg5GH7WOA2eVZTgWqSwhwgNJdZ5KSFDb1HF/qJQ=,2025-01-14,2025,,1891-51,9348-87,,1.982,mg/kg,,K,,
SO,102,M2,A201,CH,,1,24989,2025-01-14,2025,,1935-16,36602-96,,,µg/kg,<LOQ,K,100.0,
ZH,101,M2,C202,TH,TH,6,4bPLWq2axe58SvkVe5FdWxz2MrKS8vLejKfUOwV2fMg=,2025-01-14,2025,,1875-02,9350-81,,,mg/kg,<LOD,K,,
ZH,101,M2,C202,VN,VN,6,8c2zDyogALquvY37xMy2Y9rXrIJw8l0NURQhRIB0AMU=,2025-01-14,2025,,10767-01,19204-07,,0.015,mg/kg,,K,,
ZH,101,M2,C202,VN,VN,6,WTDNrb8d5H54PpSh3vA4To3N1uAWZ023Y5vrEEwGJL4=,2025-01-14,2025,,1354-13,6504-83,,0.001,mg/kg,,K,,
ZH,101,M2,C105,TH,TH,6,Kj6R7pJ8eRU6hGyegPeHRE2T8jC4NGo7ffRwtlzYiYQ=,2025-01-14,2025,,10767-01,8677-63,,0.004,mg/kg,,K,,
SO,102,M2,C203,CH,,1,24972,2025-01-14,2025,,1935-16,36602-96,,,µg/kg,<LOQ,K,100.0,
ZH,101,M2,C202,VN,VN,6,WTDNrb8d5H54PpSh3vA4To3N1uAWZ023Y5vrEEwGJL4=,2025-01-14,2025,,828-39,6504-83,,0.001,mg/kg,,K,,
ZH,101,M2,C105,TH,TH,6,iL+L4IHSBrGpkpqfQfuEqbh9FKF8Z2RenJrO6HRLaS8=,2025-01-14,2025,,6064-45,19204-07,,0.001,mg/kg,,K,,
ZH,101,M2,C202,TH,TH,6,4bPLWq2axe58SvkVe5FdWxz2MrKS8vLejKfUOwV2fMg=,2025-01-14,2025,,987-47,9350-81,,0.001,mg/kg,,K,,
ZH,101,M2,C202,VN,VN,6,WTDNrb8d5H54PpSh3vA4To3N1uAWZ023Y5vrEEwGJL4=,2025-01-14,2025,,9806-71,6504-83,,0.048,mg/kg,,K,,
ZH,102,M2,C302,CH,CH,4,Gd8VbufDmEPbMQJFI9nnS9MJDfw5yXZnBkAZ+JTl5wo=,2025-01-14,2025,,5937-38,37029-76,,,µg/kg,<LOQ,K,2.5,
ZH,101,M2,C202,TH,TH,6,Hv6vQltTBTWCDGBwt7dc+y9aKogpnDLXFtW2IPJZs88=,2025-01-14,2025,,9223-74,9333-35,,0.001,mg/kg,,K,,
ZH,101,M2,C202,TH,TH,6,4bPLWq2axe58SvkVe5FdWxz2MrKS8vLejKfUOwV2fMg=,2025-01-14,2025,,1149-46,9350-81,,0.005,mg/kg,,K,,
ZH,102,M2,C302,CH,CH,4,iD0vQioGKkejCW7mVRn85GexWxXpKFc1JnQe/3h9RaI=,2025-01-14,2025,,5937-38,37008-42,,,µg/kg,<LOQ,K,2.5,
ZH,101,M2,C105,TH,TH,6,x8Y+VlDJQ8sOvWfjbKCdjeERWJsP6Wrs/nBDFyRT8rs=,2025-01-14,2025,,9223-74,4759-80,,0.001,mg/kg,,K,,
ZH,102,M2,C203,CH,CH,4,b124Jgy+qLMGQk8Vlz4LqGI0TYVa9xvSg2c5S6ZDR60=,2025-01-14,2025,,2224-22,4762-71,,0.39,µg/kg,,K,,
ZH,101,M2,C202,VN,VN,6,8c2zDyogALquvY37xMy2Y9rXrIJw8l0NURQhRIB0AMU=,2025-01-14,2025,,1874-05,19204-07,,0.867,mg/kg,,K,,
ZH,101,M2,C202,VN,VN,6,WTDNrb8d5H54PpSh3vA4To3N1uAWZ023Y5vrEEwGJL4=,2025-01-14,2025,,1984-63,6504-83,,0.928,mg/kg,,K,,
ZH,101,M2,C202,TH,TH,6,Hv6vQltTBTWCDGBwt7dc+y9aKogpnDLXFtW2IPJZs88=,2025-01-14,2025,,10767-01,9333-35,,0.01,mg/kg,,K,,
ZH,102,M2,C203,DE,DE,4,cDVf8n8V6Kg1SYM/kiW78sIemir0WUSAZvJQG+QDs6Y=,2025-01-14,2025,,1950-68,37008-42,,,µg/kg,<LOQ,K,0.75,
ZH,101,M2,C202,VN,VN,6,WTDNrb8d5H54PpSh3vA4To3N1uAWZ023Y5vrEEwGJL4=,2025-01-14,2025,,1025-30,6504-83,,0.001,mg/kg,,K,,
