Kanton CODE,Kampagne CODE,Erhebungsgrund CODE,Betriebskategorie CODE,Produktionsland CODE,Ursprungsland CODE,Produktionsmethode CODE,Probe ID,Datum Probenahme,Jahr,Probenbezugsteil CODE,PAID,MAID,Matrix Descriptor CODE,Ergebnis quantitativ,Einheit CODE,Ergebnis qualitativ,Ergebnisbewertung CODE,LOQ,LOD
AG,101,M2,C204,CH,,1.0,57363,2022-06-21,2022,,1003-96,4796-66,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54061,2022-02-09,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,56100,2022-04-19,2022,,1003-96,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C204,BR,,1.0,58897,2022-08-25,2022,,1003-96,7195-47,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,53974,2022-02-04,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,56099,2022-04-19,2022,,1003-96,6504-83,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B601,TH,,1.0,56141,2022-04-25,2022,,1003-96,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C203,CH,,1.0,57251,2022-06-13,2022,,1003-96,4752-04,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,57361,2022-06-21,2022,,1003-96,4752-04,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,VN,,1.0,56103,2022-04-19,2022,,1003-96,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54125,2022-02-14,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,VN,,1.0,56102,2022-04-19,2022,,1003-96,7217-78,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C204,CH,,1.0,57364,2022-06-21,2022,,1003-96,8677-63,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,VN,,1.0,58877,2022-08-24,2022,,1003-96,7217-78,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C203,CH,,1.0,58698,2022-08-18,2022,,1003-96,4731-67,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,55923,2022-04-04,2022,,1003-96,6504-83,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,56012,2022-04-11,2022,,1003-96,6504-83,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,53973,2022-02-04,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,VN,,1.0,55920,2022-04-04,2022,,1003-96,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,56015,2022-04-11,2022,,1003-96,19186-61,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54359,2022-02-25,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CR,,1.0,58624,2022-08-15,2022,,1003-96,7219-72,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B601,TH,,1.0,55926,2022-04-04,2022,,1003-96,6504-83,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,LK,,1.0,56137,2022-04-25,2022,,1003-96,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C301,CH,,1.0,54119,2022-02-14,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C302,CH,,4.0,53972,2022-02-04,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54245,2022-02-21,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,4.0,54331,2022-02-23,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C105,TH,,1.0,56020,2022-04-11,2022,,1003-96,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,57362,2022-06-21,2022,,1003-96,4796-66,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54246,2022-02-21,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B601,TH,,1.0,55924,2022-04-04,2022,,1003-96,6504-83,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,57446,2022-06-28,2022,,1003-96,4796-66,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,57444,2022-06-28,2022,,1003-96,4836-43,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54105,2022-02-11,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,56019,2022-04-11,2022,,1003-96,8677-63,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,56017,2022-04-11,2022,,1003-96,13065-91,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54014,2022-02-07,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,BR,,1.0,58962,2022-08-30,2022,,1003-96,7214-87,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54016,2022-02-07,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,56098,2022-04-19,2022,,1003-96,6504-83,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54127,2022-02-14,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C302,IT,,1.0,58895,2022-08-25,2022,,1003-96,4731-67,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,LK,,1.0,56138,2022-04-25,2022,,1003-96,13803-11,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,ES,,1.0,58964,2022-08-30,2022,,1003-96,7195-47,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B101,LK,,1.0,56143,2022-04-25,2022,,1003-96,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,58625,2022-08-15,2022,,1003-96,4731-67,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,57453,2022-06-28,2022,,1003-96,4752-04,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,57443,2022-06-28,2022,,1003-96,8677-63,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,55922,2022-04-04,2022,,1003-96,6504-83,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,4.0,54025,2022-02-08,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,56101,2022-04-19,2022,,1003-96,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,LK,,1.0,56106,2022-04-19,2022,,1003-96,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B601,TH,,1.0,56140,2022-04-25,2022,,1003-96,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54015,2022-02-07,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,TR,,1.0,58875,2022-08-24,2022,,1003-96,7103-32,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C204,CH,,1.0,58643,2022-08-16,2022,,1003-96,4731-67,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,56018,2022-04-11,2022,,1003-96,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,LK,,1.0,56105,2022-04-19,2022,,1003-96,13803-11,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,56097,2022-04-19,2022,,1003-96,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C203,CH,,1.0,57359,2022-06-21,2022,,1003-96,4796-66,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54060,2022-02-09,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,57454,2022-06-28,2022,,1003-96,4836-43,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,57452,2022-06-28,2022,,1003-96,4796-66,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C203,CH,,1.0,57249,2022-06-13,2022,,1003-96,4796-66,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C302,CH,,1.0,54281,2022-02-22,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C302,TH,,1.0,55928,2022-04-04,2022,,1003-96,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C302,CH,,1.0,53975,2022-02-04,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,TR,,1.0,58963,2022-08-30,2022,,1003-96,7103-32,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B601,TH,,1.0,55925,2022-04-04,2022,,1003-96,8677-63,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B101,LK,,1.0,56142,2022-04-25,2022,,1003-96,13803-11,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C301,CH,,1.0,53976,2022-02-04,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,VN,,1.0,55919,2022-04-04,2022,,1003-96,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C204,IL,,1.0,58644,2022-08-16,2022,,1003-96,7214-87,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C203,CH,,1.0,57250,2022-06-13,2022,,1003-96,8677-63,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,4.0,54024,2022-02-08,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,PE,,1.0,58879,2022-08-24,2022,,1003-96,8165-47,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C204,CH,,1.0,58896,2022-08-25,2022,,1003-96,4731-67,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,BR,,1.0,58876,2022-08-24,2022,,1003-96,7195-47,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C302,CH,,1.0,57256,2022-06-14,2022,,1003-96,8677-63,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,54332,2022-02-23,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54248,2022-02-21,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C203,CH,,1.0,57360,2022-06-21,2022,,1003-96,4752-04,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,56014,2022-04-11,2022,,1003-96,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,54027,2022-02-08,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54247,2022-02-21,2022,,1003-96,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,57454,2022-06-28,2022,,10044-36,4836-43,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,57445,2022-06-28,2022,,10044-36,4752-04,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C302,TH,,1.0,55927,2022-04-04,2022,,10044-36,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,LK,,1.0,56106,2022-04-19,2022,,10044-36,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,56012,2022-04-11,2022,,10044-36,6504-83,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,LK,,1.0,56104,2022-04-19,2022,,10044-36,4759-80,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C204,BR,,1.0,58897,2022-08-25,2022,,10044-36,7195-47,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54061,2022-02-09,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,4.0,54024,2022-02-08,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CR,,1.0,58624,2022-08-15,2022,,10044-36,7219-72,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54060,2022-02-09,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,TR,,1.0,58963,2022-08-30,2022,,10044-36,7103-32,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,ES,,1.0,58623,2022-08-15,2022,,10044-36,7216-81,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,EC,,1.0,58878,2022-08-24,2022,,10044-36,7219-72,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B601,TH,,1.0,55926,2022-04-04,2022,,10044-36,6504-83,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,56018,2022-04-11,2022,,10044-36,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,56100,2022-04-19,2022,,10044-36,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C204,CH,,1.0,57364,2022-06-21,2022,,10044-36,8677-63,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,57446,2022-06-28,2022,,10044-36,4796-66,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,BR,,1.0,58962,2022-08-30,2022,,10044-36,7214-87,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,56013,2022-04-11,2022,,10044-36,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C203,CH,,1.0,57249,2022-06-13,2022,,10044-36,4796-66,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,56011,2022-04-11,2022,,10044-36,19186-61,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,57444,2022-06-28,2022,,10044-36,4836-43,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,58625,2022-08-15,2022,,10044-36,4731-67,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,PE,,1.0,58879,2022-08-24,2022,,10044-36,8165-47,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C302,CH,,1.0,57256,2022-06-14,2022,,10044-36,8677-63,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,ES,,1.0,58964,2022-08-30,2022,,10044-36,7195-47,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C203,CH,,1.0,57250,2022-06-13,2022,,10044-36,8677-63,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C105,TH,,1.0,56020,2022-04-11,2022,,10044-36,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C302,CH,,4.0,53972,2022-02-04,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,56015,2022-04-11,2022,,10044-36,19186-61,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,56144,2022-04-25,2022,,10044-36,6504-83,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C302,CH,,1.0,53975,2022-02-04,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54246,2022-02-21,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,4.0,54025,2022-02-08,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C204,IL,,1.0,58644,2022-08-16,2022,,10044-36,7214-87,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54062,2022-02-09,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C302,TH,,1.0,55928,2022-04-04,2022,,10044-36,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C204,CH,,1.0,58643,2022-08-16,2022,,10044-36,4731-67,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54015,2022-02-07,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,54026,2022-02-08,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C204,TR,,1.0,58645,2022-08-16,2022,,10044-36,7103-32,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C203,CH,,1.0,58698,2022-08-18,2022,,10044-36,4731-67,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,SN,,1.0,58622,2022-08-15,2022,,10044-36,7214-87,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,55922,2022-04-04,2022,,10044-36,6504-83,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,VN,,1.0,55919,2022-04-04,2022,,10044-36,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,56098,2022-04-19,2022,,10044-36,6504-83,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C203,BR,,1.0,58699,2022-08-18,2022,,10044-36,7195-47,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54125,2022-02-14,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54127,2022-02-14,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54248,2022-02-21,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,57361,2022-06-21,2022,,10044-36,4752-04,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,56101,2022-04-19,2022,,10044-36,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,56096,2022-04-19,2022,,10044-36,6504-83,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,57453,2022-06-28,2022,,10044-36,4752-04,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,56097,2022-04-19,2022,,10044-36,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,LK,,1.0,56138,2022-04-25,2022,,10044-36,13803-11,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C204,CH,,1.0,58896,2022-08-25,2022,,10044-36,4731-67,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54245,2022-02-21,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,VN,,1.0,58877,2022-08-24,2022,,10044-36,7217-78,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C301,CH,,1.0,54119,2022-02-14,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C302,CH,,1.0,57255,2022-06-14,2022,,10044-36,4796-66,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,54027,2022-02-08,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54359,2022-02-25,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,57362,2022-06-21,2022,,10044-36,4796-66,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,TR,,1.0,58875,2022-08-24,2022,,10044-36,7103-32,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,53974,2022-02-04,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C203,CH,,1.0,57360,2022-06-21,2022,,10044-36,4752-04,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C302,IT,,1.0,58895,2022-08-25,2022,,10044-36,4731-67,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,VN,,1.0,55920,2022-04-04,2022,,10044-36,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,55923,2022-04-04,2022,,10044-36,6504-83,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,56017,2022-04-11,2022,,10044-36,13065-91,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,58874,2022-08-24,2022,,10044-36,4731-67,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B601,TH,,1.0,56141,2022-04-25,2022,,10044-36,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,56099,2022-04-19,2022,,10044-36,6504-83,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,57452,2022-06-28,2022,,10044-36,4796-66,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,TH,,1.0,55921,2022-04-04,2022,,10044-36,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C203,CH,,1.0,57359,2022-06-21,2022,,10044-36,4796-66,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C203,IL,,1.0,58700,2022-08-18,2022,,10044-36,7214-87,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,4.0,54331,2022-02-23,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C203,CH,,1.0,57251,2022-06-13,2022,,10044-36,4752-04,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B101,LK,,1.0,56143,2022-04-25,2022,,10044-36,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54126,2022-02-14,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B601,TH,,1.0,55925,2022-04-04,2022,,10044-36,8677-63,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54123,2022-02-14,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B601,TH,,1.0,56140,2022-04-25,2022,,10044-36,9343-05,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,VN,,1.0,56102,2022-04-19,2022,,10044-36,7217-78,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CH,,1.0,57443,2022-06-28,2022,,10044-36,8677-63,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CR,,1.0,58961,2022-08-30,2022,,10044-36,7219-72,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54016,2022-02-07,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,LK,,1.0,56105,2022-04-19,2022,,10044-36,13803-11,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C302,CH,,1.0,54281,2022-02-22,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,BR,,1.0,58876,2022-08-24,2022,,10044-36,7195-47,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C202,CO,,1.0,58621,2022-08-15,2022,,10044-36,7217-78,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54105,2022-02-11,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,56019,2022-04-11,2022,,10044-36,8677-63,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C401,TH,,1.0,56014,2022-04-11,2022,,10044-36,13541-21,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,B501,CH,,1.0,54014,2022-02-07,2022,,10044-36,4781-14,,,mg/kg,<LOQ,NB,0.01,
AG,101,M2,C106,LK,,1.0,56137,2022-04-25,2022,,10044-36,13541-21,,,mg/kg,<LOQ,NB,0.01,
