Year,Canton,Species,Type of Slaughter,Origin of animal,Fitness for consumption,Count
2015,SG,Equidae,Normal,Inland,Yes,82
2015,SG,Equidae,Sanitary,Inland,Yes,3
2015,SG,Equidae,Normal,Abroad,Yes,0
2015,SG,Equidae,Sanitary,Abroad,Yes,0
2015,SG,Equidae,Normal,Inland,No,1
2015,SG,Equidae,Sanitary,Inland,No,0
2015,SG,Equidae,Normal,Abroad,No,0
2015,SG,Equidae,Sanitary,Abroad,No,0
2015,SG,Goats,Normal,Inland,Yes,3205
2015,SG,Goats,Sanitary,Inland,Yes,2
2015,SG,Goats,Normal,Abroad,Yes,0
2015,SG,Goats,Sanitary,Abroad,Yes,0
2015,SG,Goats,Normal,Inland,No,1
2015,SG,Goats,Sanitary,Inland,No,0
2015,SG,Goats,Normal,Abroad,No,0
2015,SG,Goats,Sanitary,Abroad,No,0
2015,SG,Sheep,Normal,Inland,Yes,11575
2015,SG,Sheep,Sanitary,Inland,Yes,16
2015,SG,Sheep,Normal,Abroad,Yes,0
2015,SG,Sheep,Sanitary,Abroad,Yes,0
2015,SG,Sheep,Normal,Inland,No,3
2015,SG,Sheep,Sanitary,Inland,No,1
2015,SG,Sheep,Normal,Abroad,No,0
2015,SG,Sheep,Sanitary,Abroad,No,0
2015,SG,Swine,Normal,Inland,Yes,781564
2015,SG,Swine,Sanitary,Inland,Yes,53
2015,SG,Swine,Normal,Abroad,Yes,0
2015,SG,Swine,Sanitary,Abroad,Yes,0
2015,SG,Swine,Normal,Inland,No,997
2015,SG,Swine,Sanitary,Inland,No,4
2015,SG,Swine,Normal,Abroad,No,0
2015,SG,Swine,Sanitary,Abroad,No,0
2015,SH,Cattle < 6We,Normal,Inland,Yes,0
2015,SH,Cattle < 6We,Sanitary,Inland,Yes,0
2015,SH,Cattle < 6We,Normal,Abroad,Yes,0
2015,SH,Cattle < 6We,Sanitary,Abroad,Yes,0
2015,SH,Cattle < 6We,Normal,Inland,No,0
2015,SH,Cattle < 6We,Sanitary,Inland,No,0
2015,SH,Cattle < 6We,Normal,Abroad,No,0
2015,SH,Cattle < 6We,Sanitary,Abroad,No,0
2015,SH,Cattle > 6We,Normal,Inland,Yes,432
2015,SH,Cattle > 6We,Sanitary,Inland,Yes,99
2015,SH,Cattle > 6We,Normal,Abroad,Yes,0
2015,SH,Cattle > 6We,Sanitary,Abroad,Yes,0
2015,SH,Cattle > 6We,Normal,Inland,No,0
2015,SH,Cattle > 6We,Sanitary,Inland,No,14
2015,SH,Cattle > 6We,Normal,Abroad,No,0
2015,SH,Cattle > 6We,Sanitary,Abroad,No,0
2015,SH,Equidae,Normal,Inland,Yes,19
2015,SH,Equidae,Sanitary,Inland,Yes,0
2015,SH,Equidae,Normal,Abroad,Yes,0
2015,SH,Equidae,Sanitary,Abroad,Yes,0
2015,SH,Equidae,Normal,Inland,No,2
2015,SH,Equidae,Sanitary,Inland,No,1
2015,SH,Equidae,Normal,Abroad,No,0
2015,SH,Equidae,Sanitary,Abroad,No,0
2015,SH,Goats,Normal,Inland,Yes,86
2015,SH,Goats,Sanitary,Inland,Yes,0
2015,SH,Goats,Normal,Abroad,Yes,0
2015,SH,Goats,Sanitary,Abroad,Yes,0
2015,SH,Goats,Normal,Inland,No,1
2015,SH,Goats,Sanitary,Inland,No,0
2015,SH,Goats,Normal,Abroad,No,0
2015,SH,Goats,Sanitary,Abroad,No,0
2015,SH,Sheep,Normal,Inland,Yes,420
2015,SH,Sheep,Sanitary,Inland,Yes,4
2015,SH,Sheep,Normal,Abroad,Yes,0
2015,SH,Sheep,Sanitary,Abroad,Yes,0
2015,SH,Sheep,Normal,Inland,No,0
2015,SH,Sheep,Sanitary,Inland,No,0
2015,SH,Sheep,Normal,Abroad,No,0
2015,SH,Sheep,Sanitary,Abroad,No,0
2015,SH,Swine,Normal,Inland,Yes,1453
2015,SH,Swine,Sanitary,Inland,Yes,4
2015,SH,Swine,Normal,Abroad,Yes,0
2015,SH,Swine,Sanitary,Abroad,Yes,0
2015,SH,Swine,Normal,Inland,No,1
2015,SH,Swine,Sanitary,Inland,No,1
2015,SH,Swine,Normal,Abroad,No,0
2015,SH,Swine,Sanitary,Abroad,No,0
2015,SO,Cattle < 6We,Normal,Inland,Yes,1
2015,SO,Cattle < 6We,Sanitary,Inland,Yes,0
2015,SO,Cattle < 6We,Normal,Abroad,Yes,0
2015,SO,Cattle < 6We,Sanitary,Abroad,Yes,0
2015,SO,Cattle < 6We,Normal,Inland,No,0
2015,SO,Cattle < 6We,Sanitary,Inland,No,0
2015,SO,Cattle < 6We,Normal,Abroad,No,0
2015,SO,Cattle < 6We,Sanitary,Abroad,No,0
2015,SO,Cattle > 6We,Normal,Inland,Yes,147492
2015,SO,Cattle > 6We,Sanitary,Inland,Yes,93
2015,SO,Cattle > 6We,Normal,Abroad,Yes,0
2015,SO,Cattle > 6We,Sanitary,Abroad,Yes,0
2015,SO,Cattle > 6We,Normal,Inland,No,130
2015,SO,Cattle > 6We,Sanitary,Inland,No,246
2015,SO,Cattle > 6We,Normal,Abroad,No,0
2015,SO,Cattle > 6We,Sanitary,Abroad,No,0
2015,SO,Equidae,Normal,Inland,Yes,0
2015,SO,Equidae,Sanitary,Inland,Yes,0
2015,SO,Equidae,Normal,Abroad,Yes,0
2015,SO,Equidae,Sanitary,Abroad,Yes,0
2015,SO,Equidae,Normal,Inland,No,0
2015,SO,Equidae,Sanitary,Inland,No,0
2015,SO,Equidae,Normal,Abroad,No,0
2015,SO,Equidae,Sanitary,Abroad,No,0
2015,SO,Goats,Normal,Inland,Yes,88
2015,SO,Goats,Sanitary,Inland,Yes,0
2015,SO,Goats,Normal,Abroad,Yes,0
2015,SO,Goats,Sanitary,Abroad,Yes,0
2015,SO,Goats,Normal,Inland,No,0
2015,SO,Goats,Sanitary,Inland,No,0
2015,SO,Goats,Normal,Abroad,No,0
2015,SO,Goats,Sanitary,Abroad,No,0
2015,SO,Sheep,Normal,Inland,Yes,490
2015,SO,Sheep,Sanitary,Inland,Yes,7
2015,SO,Sheep,Normal,Abroad,Yes,0
2015,SO,Sheep,Sanitary,Abroad,Yes,0
2015,SO,Sheep,Normal,Inland,No,0
2015,SO,Sheep,Sanitary,Inland,No,0
2015,SO,Sheep,Normal,Abroad,No,0
2015,SO,Sheep,Sanitary,Abroad,No,0
2015,SO,Swine,Normal,Inland,Yes,1808
2015,SO,Swine,Sanitary,Inland,Yes,8
2015,SO,Swine,Normal,Abroad,Yes,0
2015,SO,Swine,Sanitary,Abroad,Yes,0
2015,SO,Swine,Normal,Inland,No,0
2015,SO,Swine,Sanitary,Inland,No,0
2015,SO,Swine,Normal,Abroad,No,0
2015,SO,Swine,Sanitary,Abroad,No,0
2015,SZ,Cattle < 6We,Normal,Inland,Yes,199
2015,SZ,Cattle < 6We,Sanitary,Inland,Yes,1
2015,SZ,Cattle < 6We,Normal,Abroad,Yes,0
2015,SZ,Cattle < 6We,Sanitary,Abroad,Yes,0
2015,SZ,Cattle < 6We,Normal,Inland,No,0
2015,SZ,Cattle < 6We,Sanitary,Inland,No,0
2015,SZ,Cattle < 6We,Normal,Abroad,No,0
2015,SZ,Cattle < 6We,Sanitary,Abroad,No,0
2015,SZ,Cattle > 6We,Normal,Inland,Yes,21408
2015,SZ,Cattle > 6We,Sanitary,Inland,Yes,57
2015,SZ,Cattle > 6We,Normal,Abroad,Yes,0
2015,SZ,Cattle > 6We,Sanitary,Abroad,Yes,0
2015,SZ,Cattle > 6We,Normal,Inland,No,12
2015,SZ,Cattle > 6We,Sanitary,Inland,No,11
2015,SZ,Cattle > 6We,Normal,Abroad,No,0
2015,SZ,Cattle > 6We,Sanitary,Abroad,No,0
2015,SZ,Equidae,Normal,Inland,Yes,26
2015,SZ,Equidae,Sanitary,Inland,Yes,0
2015,SZ,Equidae,Normal,Abroad,Yes,0
2015,SZ,Equidae,Sanitary,Abroad,Yes,0
2015,SZ,Equidae,Normal,Inland,No,0
2015,SZ,Equidae,Sanitary,Inland,No,0
2015,SZ,Equidae,Normal,Abroad,No,0
2015,SZ,Equidae,Sanitary,Abroad,No,0
2015,SZ,Goats,Normal,Inland,Yes,1307
2015,SZ,Goats,Sanitary,Inland,Yes,0
2015,SZ,Goats,Normal,Abroad,Yes,0
2015,SZ,Goats,Sanitary,Abroad,Yes,0
2015,SZ,Goats,Normal,Inland,No,0
2015,SZ,Goats,Sanitary,Inland,No,0
2015,SZ,Goats,Normal,Abroad,No,0
2015,SZ,Goats,Sanitary,Abroad,No,0
2015,SZ,Sheep,Normal,Inland,Yes,6306
2015,SZ,Sheep,Sanitary,Inland,Yes,1
2015,SZ,Sheep,Normal,Abroad,Yes,0
2015,SZ,Sheep,Sanitary,Abroad,Yes,0
2015,SZ,Sheep,Normal,Inland,No,3
2015,SZ,Sheep,Sanitary,Inland,No,2
2015,SZ,Sheep,Normal,Abroad,No,0
2015,SZ,Sheep,Sanitary,Abroad,No,0
2015,SZ,Swine,Normal,Inland,Yes,65778
2015,SZ,Swine,Sanitary,Inland,Yes,1
2015,SZ,Swine,Normal,Abroad,Yes,0
2015,SZ,Swine,Sanitary,Abroad,Yes,0
2015,SZ,Swine,Normal,Inland,No,94
2015,SZ,Swine,Sanitary,Inland,No,7
2015,SZ,Swine,Normal,Abroad,No,0
2015,SZ,Swine,Sanitary,Abroad,No,0
2015,TG,Cattle < 6We,Normal,Inland,Yes,413
2015,TG,Cattle < 6We,Sanitary,Inland,Yes,5
2015,TG,Cattle < 6We,Normal,Abroad,Yes,0
2015,TG,Cattle < 6We,Sanitary,Abroad,Yes,0
2015,TG,Cattle < 6We,Normal,Inland,No,1
2015,TG,Cattle < 6We,Sanitary,Inland,No,1
2015,TG,Cattle < 6We,Normal,Abroad,No,0
2015,TG,Cattle < 6We,Sanitary,Abroad,No,0
2015,TG,Cattle > 6We,Normal,Inland,Yes,3904
2015,TG,Cattle > 6We,Sanitary,Inland,Yes,240
2015,TG,Cattle > 6We,Normal,Abroad,Yes,0
2015,TG,Cattle > 6We,Sanitary,Abroad,Yes,0
2015,TG,Cattle > 6We,Normal,Inland,No,19
2015,TG,Cattle > 6We,Sanitary,Inland,No,37
2015,TG,Cattle > 6We,Normal,Abroad,No,0
2015,TG,Cattle > 6We,Sanitary,Abroad,No,0
2015,TG,Equidae,Normal,Inland,Yes,179
2015,TG,Equidae,Sanitary,Inland,Yes,0
2015,TG,Equidae,Normal,Abroad,Yes,0
2015,TG,Equidae,Sanitary,Abroad,Yes,0
2015,TG,Equidae,Normal,Inland,No,0
2015,TG,Equidae,Sanitary,Inland,No,5
2015,TG,Equidae,Normal,Abroad,No,0
2015,TG,Equidae,Sanitary,Abroad,No,0
2015,TG,Goats,Normal,Inland,Yes,421
2015,TG,Goats,Sanitary,Inland,Yes,1
2015,TG,Goats,Normal,Abroad,Yes,0
2015,TG,Goats,Sanitary,Abroad,Yes,0
2015,TG,Goats,Normal,Inland,No,1
2015,TG,Goats,Sanitary,Inland,No,0
2015,TG,Goats,Normal,Abroad,No,0
2015,TG,Goats,Sanitary,Abroad,No,0
2015,TG,Sheep,Normal,Inland,Yes,3641
2015,TG,Sheep,Sanitary,Inland,Yes,10
2015,TG,Sheep,Normal,Abroad,Yes,0
2015,TG,Sheep,Sanitary,Abroad,Yes,0
2015,TG,Sheep,Normal,Inland,No,2
2015,TG,Sheep,Sanitary,Inland,No,1
2015,TG,Sheep,Normal,Abroad,No,0
2015,TG,Sheep,Sanitary,Abroad,No,0
2015,TG,Swine,Normal,Inland,Yes,17782
2015,TG,Swine,Sanitary,Inland,Yes,1578
2015,TG,Swine,Normal,Abroad,Yes,0
2015,TG,Swine,Sanitary,Abroad,Yes,0
2015,TG,Swine,Normal,Inland,No,106
2015,TG,Swine,Sanitary,Inland,No,49
2015,TG,Swine,Normal,Abroad,No,0
2015,TG,Swine,Sanitary,Abroad,No,0
2015,TI,Cattle < 6We,Normal,Inland,Yes,0
2015,TI,Cattle < 6We,Sanitary,Inland,Yes,0
2015,TI,Cattle < 6We,Normal,Abroad,Yes,0
2015,TI,Cattle < 6We,Sanitary,Abroad,Yes,0
2015,TI,Cattle < 6We,Normal,Inland,No,0
2015,TI,Cattle < 6We,Sanitary,Inland,No,0
2015,TI,Cattle < 6We,Normal,Abroad,No,0
2015,TI,Cattle < 6We,Sanitary,Abroad,No,0
2015,TI,Cattle > 6We,Normal,Inland,Yes,1476
2015,TI,Cattle > 6We,Sanitary,Inland,Yes,4
2015,TI,Cattle > 6We,Normal,Abroad,Yes,0
2015,TI,Cattle > 6We,Sanitary,Abroad,Yes,0
2015,TI,Cattle > 6We,Normal,Inland,No,4
2015,TI,Cattle > 6We,Sanitary,Inland,No,0
2015,TI,Cattle > 6We,Normal,Abroad,No,0
2015,TI,Cattle > 6We,Sanitary,Abroad,No,0
2015,TI,Equidae,Normal,Inland,Yes,71
2015,TI,Equidae,Sanitary,Inland,Yes,0
2015,TI,Equidae,Normal,Abroad,Yes,0
2015,TI,Equidae,Sanitary,Abroad,Yes,0
2015,TI,Equidae,Normal,Inland,No,0
2015,TI,Equidae,Sanitary,Inland,No,0
2015,TI,Equidae,Normal,Abroad,No,0
2015,TI,Equidae,Sanitary,Abroad,No,0
2015,TI,Goats,Normal,Inland,Yes,3751
2015,TI,Goats,Sanitary,Inland,Yes,7
2015,TI,Goats,Normal,Abroad,Yes,0
2015,TI,Goats,Sanitary,Abroad,Yes,0
2015,TI,Goats,Normal,Inland,No,2
2015,TI,Goats,Sanitary,Inland,No,0
2015,TI,Goats,Normal,Abroad,No,0
2015,TI,Goats,Sanitary,Abroad,No,0
2015,TI,Sheep,Normal,Inland,Yes,1924
2015,TI,Sheep,Sanitary,Inland,Yes,1
2015,TI,Sheep,Normal,Abroad,Yes,0
2015,TI,Sheep,Sanitary,Abroad,Yes,0
2015,TI,Sheep,Normal,Inland,No,1
2015,TI,Sheep,Sanitary,Inland,No,0
2015,TI,Sheep,Normal,Abroad,No,0
2015,TI,Sheep,Sanitary,Abroad,No,0
2015,TI,Swine,Normal,Inland,Yes,3367
2015,TI,Swine,Sanitary,Inland,Yes,0
2015,TI,Swine,Normal,Abroad,Yes,0
2015,TI,Swine,Sanitary,Abroad,Yes,0
2015,TI,Swine,Normal,Inland,No,11
2015,TI,Swine,Sanitary,Inland,No,0
2015,TI,Swine,Normal,Abroad,No,0
2015,TI,Swine,Sanitary,Abroad,No,0
2015,UR,Cattle < 6We,Normal,Inland,Yes,0
2015,UR,Cattle < 6We,Sanitary,Inland,Yes,0
2015,UR,Cattle < 6We,Normal,Abroad,Yes,0
2015,UR,Cattle < 6We,Sanitary,Abroad,Yes,0
2015,UR,Cattle < 6We,Normal,Inland,No,0
2015,UR,Cattle < 6We,Sanitary,Inland,No,0
2015,UR,Cattle < 6We,Normal,Abroad,No,0
2015,UR,Cattle < 6We,Sanitary,Abroad,No,0
2015,UR,Cattle > 6We,Normal,Inland,Yes,513
2015,UR,Cattle > 6We,Sanitary,Inland,Yes,27
2015,UR,Cattle > 6We,Normal,Abroad,Yes,0
2015,UR,Cattle > 6We,Sanitary,Abroad,Yes,0
2015,UR,Cattle > 6We,Normal,Inland,No,2
2015,UR,Cattle > 6We,Sanitary,Inland,No,6
2015,UR,Cattle > 6We,Normal,Abroad,No,0
2015,UR,Cattle > 6We,Sanitary,Abroad,No,0
2015,UR,Equidae,Normal,Inland,Yes,1
2015,UR,Equidae,Sanitary,Inland,Yes,0
2015,UR,Equidae,Normal,Abroad,Yes,0
2015,UR,Equidae,Sanitary,Abroad,Yes,0
2015,UR,Equidae,Normal,Inland,No,0
2015,UR,Equidae,Sanitary,Inland,No,0
2015,UR,Equidae,Normal,Abroad,No,0
2015,UR,Equidae,Sanitary,Abroad,No,0
2015,UR,Goats,Normal,Inland,Yes,526
2015,UR,Goats,Sanitary,Inland,Yes,0
2015,UR,Goats,Normal,Abroad,Yes,0
2015,UR,Goats,Sanitary,Abroad,Yes,0
2015,UR,Goats,Normal,Inland,No,0
2015,UR,Goats,Sanitary,Inland,No,0
2015,UR,Goats,Normal,Abroad,No,0
2015,UR,Goats,Sanitary,Abroad,No,0
2015,UR,Sheep,Normal,Inland,Yes,707
2015,UR,Sheep,Sanitary,Inland,Yes,1
2015,UR,Sheep,Normal,Abroad,Yes,0
2015,UR,Sheep,Sanitary,Abroad,Yes,0
2015,UR,Sheep,Normal,Inland,No,3
2015,UR,Sheep,Sanitary,Inland,No,0
2015,UR,Sheep,Normal,Abroad,No,0
2015,UR,Sheep,Sanitary,Abroad,No,0
2015,UR,Swine,Normal,Inland,Yes,1226
2015,UR,Swine,Sanitary,Inland,Yes,0
2015,UR,Swine,Normal,Abroad,Yes,0
2015,UR,Swine,Sanitary,Abroad,Yes,0
2015,UR,Swine,Normal,Inland,No,2
2015,UR,Swine,Sanitary,Inland,No,0
2015,UR,Swine,Normal,Abroad,No,0
2015,UR,Swine,Sanitary,Abroad,No,0
2015,VD,Cattle < 6We,Normal,Inland,Yes,188
2015,VD,Cattle < 6We,Sanitary,Inland,Yes,3
2015,VD,Cattle < 6We,Normal,Abroad,Yes,0
2015,VD,Cattle < 6We,Sanitary,Abroad,Yes,0
2015,VD,Cattle < 6We,Normal,Inland,No,2
2015,VD,Cattle < 6We,Sanitary,Inland,No,2
2015,VD,Cattle < 6We,Normal,Abroad,No,0
2015,VD,Cattle < 6We,Sanitary,Abroad,No,0
2015,VD,Cattle > 6We,Normal,Inland,Yes,34342
2015,VD,Cattle > 6We,Sanitary,Inland,Yes,186
2015,VD,Cattle > 6We,Normal,Abroad,Yes,0
2015,VD,Cattle > 6We,Sanitary,Abroad,Yes,0
2015,VD,Cattle > 6We,Normal,Inland,No,48
2015,VD,Cattle > 6We,Sanitary,Inland,No,63
2015,VD,Cattle > 6We,Normal,Abroad,No,0
2015,VD,Cattle > 6We,Sanitary,Abroad,No,0
2015,VD,Equidae,Normal,Inland,Yes,422
2015,VD,Equidae,Sanitary,Inland,Yes,0
2015,VD,Equidae,Normal,Abroad,Yes,0
2015,VD,Equidae,Sanitary,Abroad,Yes,0
2015,VD,Equidae,Normal,Inland,No,1
2015,VD,Equidae,Sanitary,Inland,No,1
2015,VD,Equidae,Normal,Abroad,No,0
2015,VD,Equidae,Sanitary,Abroad,No,0
2015,VD,Goats,Normal,Inland,Yes,1813
2015,VD,Goats,Sanitary,Inland,Yes,1
2015,VD,Goats,Normal,Abroad,Yes,0
2015,VD,Goats,Sanitary,Abroad,Yes,0
2015,VD,Goats,Normal,Inland,No,2
2015,VD,Goats,Sanitary,Inland,No,1
2015,VD,Goats,Normal,Abroad,No,0
2015,VD,Goats,Sanitary,Abroad,No,0
2015,VD,Sheep,Normal,Inland,Yes,26362
2015,VD,Sheep,Sanitary,Inland,Yes,3
2015,VD,Sheep,Normal,Abroad,Yes,0
2015,VD,Sheep,Sanitary,Abroad,Yes,0
2015,VD,Sheep,Normal,Inland,No,11
2015,VD,Sheep,Sanitary,Inland,No,2
2015,VD,Sheep,Normal,Abroad,No,0
2015,VD,Sheep,Sanitary,Abroad,No,0
2015,VD,Swine,Normal,Inland,Yes,83770
2015,VD,Swine,Sanitary,Inland,Yes,16
2015,VD,Swine,Normal,Abroad,Yes,0
2015,VD,Swine,Sanitary,Abroad,Yes,0
2015,VD,Swine,Normal,Inland,No,125
2015,VD,Swine,Sanitary,Inland,No,25
2015,VD,Swine,Normal,Abroad,No,0
2015,VD,Swine,Sanitary,Abroad,No,0
2015,VS,Cattle < 6We,Normal,Inland,Yes,13
2015,VS,Cattle < 6We,Sanitary,Inland,Yes,0
2015,VS,Cattle < 6We,Normal,Abroad,Yes,0
2015,VS,Cattle < 6We,Sanitary,Abroad,Yes,0
2015,VS,Cattle < 6We,Normal,Inland,No,0
2015,VS,Cattle < 6We,Sanitary,Inland,No,0
2015,VS,Cattle < 6We,Normal,Abroad,No,0
2015,VS,Cattle < 6We,Sanitary,Abroad,No,0
2015,VS,Cattle > 6We,Normal,Inland,Yes,4207
2015,VS,Cattle > 6We,Sanitary,Inland,Yes,61
2015,VS,Cattle > 6We,Normal,Abroad,Yes,0
2015,VS,Cattle > 6We,Sanitary,Abroad,Yes,0
2015,VS,Cattle > 6We,Normal,Inland,No,10
2015,VS,Cattle > 6We,Sanitary,Inland,No,7
2015,VS,Cattle > 6We,Normal,Abroad,No,0
2015,VS,Cattle > 6We,Sanitary,Abroad,No,0
2015,VS,Equidae,Normal,Inland,Yes,33
2015,VS,Equidae,Sanitary,Inland,Yes,1
2015,VS,Equidae,Normal,Abroad,Yes,0
2015,VS,Equidae,Sanitary,Abroad,Yes,0
2015,VS,Equidae,Normal,Inland,No,0
2015,VS,Equidae,Sanitary,Inland,No,0
2015,VS,Equidae,Normal,Abroad,No,0
2015,VS,Equidae,Sanitary,Abroad,No,0
2015,VS,Goats,Normal,Inland,Yes,857
2015,VS,Goats,Sanitary,Inland,Yes,1
2015,VS,Goats,Normal,Abroad,Yes,0
2015,VS,Goats,Sanitary,Abroad,Yes,0
2015,VS,Goats,Normal,Inland,No,2
2015,VS,Goats,Sanitary,Inland,No,0
2015,VS,Goats,Normal,Abroad,No,0
2015,VS,Goats,Sanitary,Abroad,No,0
2015,VS,Sheep,Normal,Inland,Yes,4311
2015,VS,Sheep,Sanitary,Inland,Yes,7
2015,VS,Sheep,Normal,Abroad,Yes,0
2015,VS,Sheep,Sanitary,Abroad,Yes,0
2015,VS,Sheep,Normal,Inland,No,9
2015,VS,Sheep,Sanitary,Inland,No,1
2015,VS,Sheep,Normal,Abroad,No,0
2015,VS,Sheep,Sanitary,Abroad,No,0
2015,VS,Swine,Normal,Inland,Yes,2985
2015,VS,Swine,Sanitary,Inland,Yes,6
2015,VS,Swine,Normal,Abroad,Yes,0
2015,VS,Swine,Sanitary,Abroad,Yes,0
2015,VS,Swine,Normal,Inland,No,4
2015,VS,Swine,Sanitary,Inland,No,0
2015,VS,Swine,Normal,Abroad,No,0
2015,VS,Swine,Sanitary,Abroad,No,0
2015,ZG,Cattle < 6We,Normal,Inland,Yes,0
2015,ZG,Cattle < 6We,Sanitary,Inland,Yes,0
2015,ZG,Cattle < 6We,Normal,Abroad,Yes,0
2015,ZG,Cattle < 6We,Sanitary,Abroad,Yes,0
2015,ZG,Cattle < 6We,Normal,Inland,No,0
2015,ZG,Cattle < 6We,Sanitary,Inland,No,0
2015,ZG,Cattle < 6We,Normal,Abroad,No,0
2015,ZG,Cattle < 6We,Sanitary,Abroad,No,0
2015,ZG,Cattle > 6We,Normal,Inland,Yes,1273
2015,ZG,Cattle > 6We,Sanitary,Inland,Yes,54
2015,ZG,Cattle > 6We,Normal,Abroad,Yes,0
2015,ZG,Cattle > 6We,Sanitary,Abroad,Yes,0
2015,ZG,Cattle > 6We,Normal,Inland,No,2
2015,ZG,Cattle > 6We,Sanitary,Inland,No,31
2015,ZG,Cattle > 6We,Normal,Abroad,No,0
2015,ZG,Cattle > 6We,Sanitary,Abroad,No,0
2015,ZG,Equidae,Normal,Inland,Yes,3
2015,ZG,Equidae,Sanitary,Inland,Yes,0
2015,ZG,Equidae,Normal,Abroad,Yes,0
2015,ZG,Equidae,Sanitary,Abroad,Yes,0
2015,ZG,Equidae,Normal,Inland,No,0
2015,ZG,Equidae,Sanitary,Inland,No,0
2015,ZG,Equidae,Normal,Abroad,No,0
2015,ZG,Equidae,Sanitary,Abroad,No,0
2015,ZG,Goats,Normal,Inland,Yes,109
2015,ZG,Goats,Sanitary,Inland,Yes,0
2015,ZG,Goats,Normal,Abroad,Yes,0
2015,ZG,Goats,Sanitary,Abroad,Yes,0
2015,ZG,Goats,Normal,Inland,No,0
2015,ZG,Goats,Sanitary,Inland,No,0
2015,ZG,Goats,Normal,Abroad,No,0
2015,ZG,Goats,Sanitary,Abroad,No,0
2015,ZG,Sheep,Normal,Inland,Yes,1523
2015,ZG,Sheep,Sanitary,Inland,Yes,7
2015,ZG,Sheep,Normal,Abroad,Yes,0
2015,ZG,Sheep,Sanitary,Abroad,Yes,0
2015,ZG,Sheep,Normal,Inland,No,0
2015,ZG,Sheep,Sanitary,Inland,No,1
2015,ZG,Sheep,Normal,Abroad,No,0
2015,ZG,Sheep,Sanitary,Abroad,No,0
2015,ZG,Swine,Normal,Inland,Yes,1087
2015,ZG,Swine,Sanitary,Inland,Yes,19
2015,ZG,Swine,Normal,Abroad,Yes,0
2015,ZG,Swine,Sanitary,Abroad,Yes,0
2015,ZG,Swine,Normal,Inland,No,3
2015,ZG,Swine,Sanitary,Inland,No,3
2015,ZG,Swine,Normal,Abroad,No,0
2015,ZG,Swine,Sanitary,Abroad,No,0
2015,ZH,Cattle < 6We,Normal,Inland,Yes,784
2015,ZH,Cattle < 6We,Sanitary,Inland,Yes,2
2015,ZH,Cattle < 6We,Normal,Abroad,Yes,0
2015,ZH,Cattle < 6We,Sanitary,Abroad,Yes,0
2015,ZH,Cattle < 6We,Normal,Inland,No,10
2015,ZH,Cattle < 6We,Sanitary,Inland,No,3
2015,ZH,Cattle < 6We,Normal,Abroad,No,0
2015,ZH,Cattle < 6We,Sanitary,Abroad,No,0
2015,ZH,Cattle > 6We,Normal,Inland,Yes,91364
2015,ZH,Cattle > 6We,Sanitary,Inland,Yes,1500
2015,ZH,Cattle > 6We,Normal,Abroad,Yes,0
2015,ZH,Cattle > 6We,Sanitary,Abroad,Yes,0
2015,ZH,Cattle > 6We,Normal,Inland,No,46
2015,ZH,Cattle > 6We,Sanitary,Inland,No,79
2015,ZH,Cattle > 6We,Normal,Abroad,No,0
2015,ZH,Cattle > 6We,Sanitary,Abroad,No,0
2015,ZH,Equidae,Normal,Inland,Yes,29
2015,ZH,Equidae,Sanitary,Inland,Yes,0
2015,ZH,Equidae,Normal,Abroad,Yes,0
2015,ZH,Equidae,Sanitary,Abroad,Yes,0
2015,ZH,Equidae,Normal,Inland,No,4
2015,ZH,Equidae,Sanitary,Inland,No,1
2015,ZH,Equidae,Normal,Abroad,No,0
2015,ZH,Equidae,Sanitary,Abroad,No,0
2015,ZH,Goats,Normal,Inland,Yes,1332
2015,ZH,Goats,Sanitary,Inland,Yes,3
2015,ZH,Goats,Normal,Abroad,Yes,0
2015,ZH,Goats,Sanitary,Abroad,Yes,0
2015,ZH,Goats,Normal,Inland,No,1
2015,ZH,Goats,Sanitary,Inland,No,2
2015,ZH,Goats,Normal,Abroad,No,0
2015,ZH,Goats,Sanitary,Abroad,No,0
2015,ZH,Sheep,Normal,Inland,Yes,43627
2015,ZH,Sheep,Sanitary,Inland,Yes,38
2015,ZH,Sheep,Normal,Abroad,Yes,0
2015,ZH,Sheep,Sanitary,Abroad,Yes,0
2015,ZH,Sheep,Normal,Inland,No,46
2015,ZH,Sheep,Sanitary,Inland,No,14
2015,ZH,Sheep,Normal,Abroad,No,0
2015,ZH,Sheep,Sanitary,Abroad,No,0
2015,ZH,Swine,Normal,Inland,Yes,266325
2015,ZH,Swine,Sanitary,Inland,Yes,3034
2015,ZH,Swine,Normal,Abroad,Yes,0
2015,ZH,Swine,Sanitary,Abroad,Yes,0
2015,ZH,Swine,Normal,Inland,No,134
2015,ZH,Swine,Sanitary,Inland,No,76
2015,ZH,Swine,Normal,Abroad,No,0
2015,ZH,Swine,Sanitary,Abroad,No,0
2016,AG,Cattle < 6We,Normal,Inland,Yes,27
2016,AG,Cattle < 6We,Sanitary,Inland,Yes,3
2016,AG,Cattle < 6We,Normal,Abroad,Yes,0
2016,AG,Cattle < 6We,Sanitary,Abroad,Yes,0
2016,AG,Cattle < 6We,Normal,Inland,No,2
2016,AG,Cattle < 6We,Sanitary,Inland,No,1
2016,AG,Cattle < 6We,Normal,Abroad,No,0
2016,AG,Cattle < 6We,Sanitary,Abroad,No,0
