Year,Canton,Species,Type of Slaughter,Origin of animal,Fitness for consumption,Count
2021,FR,Sheep,Sanitary,Abroad,No,0
2021,FR,Swine,Normal,Inland,Yes,360636
2021,FR,Swine,Normal,Inland,No,1296
2021,FR,Swine,Normal,Abroad,Yes,0
2021,FR,Swine,Normal,Abroad,No,0
2021,FR,Swine,Sanitary,Inland,Yes,17
2021,FR,Swine,Sanitary,Inland,No,2
2021,FR,Swine,Sanitary,Abroad,Yes,0
2021,FR,Swine,Sanitary,Abroad,No,0
2021,GE,Cattle < 6We,Normal,Inland,Yes,1
2021,GE,Cattle < 6We,Normal,Inland,No,0
2021,GE,Cattle < 6We,Normal,Abroad,Yes,0
2021,GE,Cattle < 6We,Normal,Abroad,No,0
2021,GE,Cattle < 6We,Sanitary,Inland,Yes,0
2021,GE,Cattle < 6We,Sanitary,Inland,No,0
2021,GE,Cattle < 6We,Sanitary,Abroad,Yes,0
2021,GE,Cattle < 6We,Sanitary,Abroad,No,0
2021,GE,Cattle < 8Mo,Normal,Inland,Yes,8
2021,GE,Cattle < 8Mo,Normal,Inland,No,0
2021,GE,Cattle < 8Mo,Normal,Abroad,Yes,0
2021,GE,Cattle < 8Mo,Normal,Abroad,No,0
2021,GE,Cattle < 8Mo,Sanitary,Inland,Yes,0
2021,GE,Cattle < 8Mo,Sanitary,Inland,No,0
2021,GE,Cattle < 8Mo,Sanitary,Abroad,Yes,0
2021,GE,Cattle < 8Mo,Sanitary,Abroad,No,0
2021,GE,Cattle > 6We,Normal,Inland,Yes,257
2021,GE,Cattle > 6We,Normal,Inland,No,1
2021,GE,Cattle > 6We,Normal,Abroad,Yes,0
2021,GE,Cattle > 6We,Normal,Abroad,No,0
2021,GE,Cattle > 6We,Sanitary,Inland,Yes,0
2021,GE,Cattle > 6We,Sanitary,Inland,No,0
2021,GE,Cattle > 6We,Sanitary,Abroad,Yes,0
2021,GE,Cattle > 6We,Sanitary,Abroad,No,0
2021,GE,Cattle > 8Mo,Normal,Inland,Yes,170
2021,GE,Cattle > 8Mo,Normal,Inland,No,1
2021,GE,Cattle > 8Mo,Normal,Abroad,Yes,0
2021,GE,Cattle > 8Mo,Normal,Abroad,No,0
2021,GE,Cattle > 8Mo,Sanitary,Inland,Yes,0
2021,GE,Cattle > 8Mo,Sanitary,Inland,No,0
2021,GE,Cattle > 8Mo,Sanitary,Abroad,Yes,0
2021,GE,Cattle > 8Mo,Sanitary,Abroad,No,0
2021,GE,Equidae,Normal,Inland,Yes,0
2021,GE,Equidae,Normal,Inland,No,0
2021,GE,Equidae,Normal,Abroad,Yes,0
2021,GE,Equidae,Normal,Abroad,No,0
2021,GE,Equidae,Sanitary,Inland,Yes,0
2021,GE,Equidae,Sanitary,Inland,No,0
2021,GE,Equidae,Sanitary,Abroad,Yes,0
2021,GE,Equidae,Sanitary,Abroad,No,0
2021,GE,Goats,Normal,Inland,Yes,304
2021,GE,Goats,Normal,Inland,No,2
2021,GE,Goats,Normal,Abroad,Yes,0
2021,GE,Goats,Normal,Abroad,No,0
2021,GE,Goats,Sanitary,Inland,Yes,0
2021,GE,Goats,Sanitary,Inland,No,0
2021,GE,Goats,Sanitary,Abroad,Yes,0
2021,GE,Goats,Sanitary,Abroad,No,0
2021,GE,Sheep,Normal,Inland,Yes,1468
2021,GE,Sheep,Normal,Inland,No,12
2021,GE,Sheep,Normal,Abroad,Yes,0
2021,GE,Sheep,Normal,Abroad,No,0
2021,GE,Sheep,Sanitary,Inland,Yes,0
2021,GE,Sheep,Sanitary,Inland,No,0
2021,GE,Sheep,Sanitary,Abroad,Yes,0
2021,GE,Sheep,Sanitary,Abroad,No,0
2021,GE,Swine,Normal,Inland,Yes,349
2021,GE,Swine,Normal,Inland,No,1
2021,GE,Swine,Normal,Abroad,Yes,0
2021,GE,Swine,Normal,Abroad,No,0
2021,GE,Swine,Sanitary,Inland,Yes,0
2021,GE,Swine,Sanitary,Inland,No,0
2021,GE,Swine,Sanitary,Abroad,Yes,0
2021,GE,Swine,Sanitary,Abroad,No,0
2021,GL,Cattle < 6We,Normal,Inland,Yes,9
2021,GL,Cattle < 6We,Normal,Inland,No,0
2021,GL,Cattle < 6We,Normal,Abroad,Yes,0
2021,GL,Cattle < 6We,Normal,Abroad,No,0
2021,GL,Cattle < 6We,Sanitary,Inland,Yes,0
2021,GL,Cattle < 6We,Sanitary,Inland,No,0
2021,GL,Cattle < 6We,Sanitary,Abroad,Yes,0
2021,GL,Cattle < 6We,Sanitary,Abroad,No,0
2021,GL,Cattle < 8Mo,Normal,Inland,Yes,162
2021,GL,Cattle < 8Mo,Normal,Inland,No,0
2021,GL,Cattle < 8Mo,Normal,Abroad,Yes,0
2021,GL,Cattle < 8Mo,Normal,Abroad,No,0
2021,GL,Cattle < 8Mo,Sanitary,Inland,Yes,0
2021,GL,Cattle < 8Mo,Sanitary,Inland,No,0
2021,GL,Cattle < 8Mo,Sanitary,Abroad,Yes,0
2021,GL,Cattle < 8Mo,Sanitary,Abroad,No,0
2021,GL,Cattle > 6We,Normal,Inland,Yes,463
2021,GL,Cattle > 6We,Normal,Inland,No,0
2021,GL,Cattle > 6We,Normal,Abroad,Yes,0
2021,GL,Cattle > 6We,Normal,Abroad,No,0
2021,GL,Cattle > 6We,Sanitary,Inland,Yes,12
2021,GL,Cattle > 6We,Sanitary,Inland,No,1
2021,GL,Cattle > 6We,Sanitary,Abroad,Yes,0
2021,GL,Cattle > 6We,Sanitary,Abroad,No,0
2021,GL,Cattle > 8Mo,Normal,Inland,Yes,193
2021,GL,Cattle > 8Mo,Normal,Inland,No,0
2021,GL,Cattle > 8Mo,Normal,Abroad,Yes,0
2021,GL,Cattle > 8Mo,Normal,Abroad,No,0
2021,GL,Cattle > 8Mo,Sanitary,Inland,Yes,15
2021,GL,Cattle > 8Mo,Sanitary,Inland,No,0
2021,GL,Cattle > 8Mo,Sanitary,Abroad,Yes,0
2021,GL,Cattle > 8Mo,Sanitary,Abroad,No,0
2021,GL,Equidae,Normal,Inland,Yes,0
2021,GL,Equidae,Normal,Inland,No,0
2021,GL,Equidae,Normal,Abroad,Yes,0
2021,GL,Equidae,Normal,Abroad,No,0
2021,GL,Equidae,Sanitary,Inland,Yes,0
2021,GL,Equidae,Sanitary,Inland,No,0
2021,GL,Equidae,Sanitary,Abroad,Yes,0
2021,GL,Equidae,Sanitary,Abroad,No,0
2021,GL,Goats,Normal,Inland,Yes,554
2021,GL,Goats,Normal,Inland,No,0
2021,GL,Goats,Normal,Abroad,Yes,0
2021,GL,Goats,Normal,Abroad,No,0
2021,GL,Goats,Sanitary,Inland,Yes,0
2021,GL,Goats,Sanitary,Inland,No,0
2021,GL,Goats,Sanitary,Abroad,Yes,0
2021,GL,Goats,Sanitary,Abroad,No,0
2021,GL,Sheep,Normal,Inland,Yes,611
2021,GL,Sheep,Normal,Inland,No,3
2021,GL,Sheep,Normal,Abroad,Yes,0
2021,GL,Sheep,Normal,Abroad,No,0
2021,GL,Sheep,Sanitary,Inland,Yes,2
2021,GL,Sheep,Sanitary,Inland,No,0
2021,GL,Sheep,Sanitary,Abroad,Yes,0
2021,GL,Sheep,Sanitary,Abroad,No,0
2021,GL,Swine,Normal,Inland,Yes,2388
2021,GL,Swine,Normal,Inland,No,0
2021,GL,Swine,Normal,Abroad,Yes,0
2021,GL,Swine,Normal,Abroad,No,0
2021,GL,Swine,Sanitary,Inland,Yes,9
2021,GL,Swine,Sanitary,Inland,No,2
2021,GL,Swine,Sanitary,Abroad,Yes,0
2021,GL,Swine,Sanitary,Abroad,No,0
2021,GR,Cattle < 6We,Normal,Inland,Yes,147
2021,GR,Cattle < 6We,Normal,Inland,No,0
2021,GR,Cattle < 6We,Normal,Abroad,Yes,0
2021,GR,Cattle < 6We,Normal,Abroad,No,0
2021,GR,Cattle < 6We,Sanitary,Inland,Yes,0
2021,GR,Cattle < 6We,Sanitary,Inland,No,0
2021,GR,Cattle < 6We,Sanitary,Abroad,Yes,0
2021,GR,Cattle < 6We,Sanitary,Abroad,No,0
2021,GR,Cattle < 8Mo,Normal,Inland,Yes,268
2021,GR,Cattle < 8Mo,Normal,Inland,No,0
2021,GR,Cattle < 8Mo,Normal,Abroad,Yes,0
2021,GR,Cattle < 8Mo,Normal,Abroad,No,0
2021,GR,Cattle < 8Mo,Sanitary,Inland,Yes,4
2021,GR,Cattle < 8Mo,Sanitary,Inland,No,0
2021,GR,Cattle < 8Mo,Sanitary,Abroad,Yes,0
2021,GR,Cattle < 8Mo,Sanitary,Abroad,No,0
2021,GR,Cattle > 6We,Normal,Inland,Yes,3199
2021,GR,Cattle > 6We,Normal,Inland,No,4
2021,GR,Cattle > 6We,Normal,Abroad,Yes,0
2021,GR,Cattle > 6We,Normal,Abroad,No,0
2021,GR,Cattle > 6We,Sanitary,Inland,Yes,80
2021,GR,Cattle > 6We,Sanitary,Inland,No,8
2021,GR,Cattle > 6We,Sanitary,Abroad,Yes,0
2021,GR,Cattle > 6We,Sanitary,Abroad,No,0
2021,GR,Cattle > 8Mo,Normal,Inland,Yes,2071
2021,GR,Cattle > 8Mo,Normal,Inland,No,2
2021,GR,Cattle > 8Mo,Normal,Abroad,Yes,0
2021,GR,Cattle > 8Mo,Normal,Abroad,No,0
2021,GR,Cattle > 8Mo,Sanitary,Inland,Yes,47
2021,GR,Cattle > 8Mo,Sanitary,Inland,No,5
2021,GR,Cattle > 8Mo,Sanitary,Abroad,Yes,0
2021,GR,Cattle > 8Mo,Sanitary,Abroad,No,0
2021,GR,Equidae,Normal,Inland,Yes,44
2021,GR,Equidae,Normal,Inland,No,0
2021,GR,Equidae,Normal,Abroad,Yes,0
2021,GR,Equidae,Normal,Abroad,No,0
2021,GR,Equidae,Sanitary,Inland,Yes,1
2021,GR,Equidae,Sanitary,Inland,No,0
2021,GR,Equidae,Sanitary,Abroad,Yes,0
2021,GR,Equidae,Sanitary,Abroad,No,0
2021,GR,Goats,Normal,Inland,Yes,4001
2021,GR,Goats,Normal,Inland,No,9
2021,GR,Goats,Normal,Abroad,Yes,0
2021,GR,Goats,Normal,Abroad,No,0
2021,GR,Goats,Sanitary,Inland,Yes,6
2021,GR,Goats,Sanitary,Inland,No,1
2021,GR,Goats,Sanitary,Abroad,Yes,0
2021,GR,Goats,Sanitary,Abroad,No,0
2021,GR,Sheep,Normal,Inland,Yes,3782
2021,GR,Sheep,Normal,Inland,No,8
2021,GR,Sheep,Normal,Abroad,Yes,0
2021,GR,Sheep,Normal,Abroad,No,0
2021,GR,Sheep,Sanitary,Inland,Yes,12
2021,GR,Sheep,Sanitary,Inland,No,2
2021,GR,Sheep,Sanitary,Abroad,Yes,0
2021,GR,Sheep,Sanitary,Abroad,No,0
2021,GR,Swine,Normal,Inland,Yes,3584
2021,GR,Swine,Normal,Inland,No,7
2021,GR,Swine,Normal,Abroad,Yes,0
2021,GR,Swine,Normal,Abroad,No,0
2021,GR,Swine,Sanitary,Inland,Yes,13
2021,GR,Swine,Sanitary,Inland,No,0
2021,GR,Swine,Sanitary,Abroad,Yes,0
2021,GR,Swine,Sanitary,Abroad,No,0
2021,JU,Cattle < 6We,Normal,Inland,Yes,54
2021,JU,Cattle < 6We,Normal,Inland,No,0
2021,JU,Cattle < 6We,Normal,Abroad,Yes,0
2021,JU,Cattle < 6We,Normal,Abroad,No,0
2021,JU,Cattle < 6We,Sanitary,Inland,Yes,2
2021,JU,Cattle < 6We,Sanitary,Inland,No,0
2021,JU,Cattle < 6We,Sanitary,Abroad,Yes,0
2021,JU,Cattle < 6We,Sanitary,Abroad,No,0
2021,JU,Cattle < 8Mo,Normal,Inland,Yes,269
2021,JU,Cattle < 8Mo,Normal,Inland,No,0
2021,JU,Cattle < 8Mo,Normal,Abroad,Yes,0
2021,JU,Cattle < 8Mo,Normal,Abroad,No,0
2021,JU,Cattle < 8Mo,Sanitary,Inland,Yes,10
2021,JU,Cattle < 8Mo,Sanitary,Inland,No,1
2021,JU,Cattle < 8Mo,Sanitary,Abroad,Yes,0
2021,JU,Cattle < 8Mo,Sanitary,Abroad,No,0
2021,JU,Cattle > 6We,Normal,Inland,Yes,1440
2021,JU,Cattle > 6We,Normal,Inland,No,18
2021,JU,Cattle > 6We,Normal,Abroad,Yes,0
2021,JU,Cattle > 6We,Normal,Abroad,No,0
2021,JU,Cattle > 6We,Sanitary,Inland,Yes,374
2021,JU,Cattle > 6We,Sanitary,Inland,No,134
2021,JU,Cattle > 6We,Sanitary,Abroad,Yes,0
2021,JU,Cattle > 6We,Sanitary,Abroad,No,1
2021,JU,Cattle > 8Mo,Normal,Inland,Yes,1179
2021,JU,Cattle > 8Mo,Normal,Inland,No,2
2021,JU,Cattle > 8Mo,Normal,Abroad,Yes,0
2021,JU,Cattle > 8Mo,Normal,Abroad,No,0
2021,JU,Cattle > 8Mo,Sanitary,Inland,Yes,239
2021,JU,Cattle > 8Mo,Sanitary,Inland,No,47
2021,JU,Cattle > 8Mo,Sanitary,Abroad,Yes,0
2021,JU,Cattle > 8Mo,Sanitary,Abroad,No,0
2021,JU,Equidae,Normal,Inland,Yes,367
2021,JU,Equidae,Normal,Inland,No,5
2021,JU,Equidae,Normal,Abroad,Yes,0
2021,JU,Equidae,Normal,Abroad,No,0
2021,JU,Equidae,Sanitary,Inland,Yes,6
2021,JU,Equidae,Sanitary,Inland,No,1
2021,JU,Equidae,Sanitary,Abroad,Yes,0
2021,JU,Equidae,Sanitary,Abroad,No,0
2021,JU,Goats,Normal,Inland,Yes,810
2021,JU,Goats,Normal,Inland,No,3
2021,JU,Goats,Normal,Abroad,Yes,0
2021,JU,Goats,Normal,Abroad,No,0
2021,JU,Goats,Sanitary,Inland,Yes,4
2021,JU,Goats,Sanitary,Inland,No,1
2021,JU,Goats,Sanitary,Abroad,Yes,0
2021,JU,Goats,Sanitary,Abroad,No,0
2021,JU,Sheep,Normal,Inland,Yes,2253
2021,JU,Sheep,Normal,Inland,No,2
2021,JU,Sheep,Normal,Abroad,Yes,0
2021,JU,Sheep,Normal,Abroad,No,0
2021,JU,Sheep,Sanitary,Inland,Yes,6
2021,JU,Sheep,Sanitary,Inland,No,3
2021,JU,Sheep,Sanitary,Abroad,Yes,0
2021,JU,Sheep,Sanitary,Abroad,No,0
2021,JU,Swine,Normal,Inland,Yes,6562
2021,JU,Swine,Normal,Inland,No,2
2021,JU,Swine,Normal,Abroad,Yes,0
2021,JU,Swine,Normal,Abroad,No,0
2021,JU,Swine,Sanitary,Inland,Yes,281
2021,JU,Swine,Sanitary,Inland,No,8
2021,JU,Swine,Sanitary,Abroad,Yes,0
2021,JU,Swine,Sanitary,Abroad,No,0
2021,LU,Cattle < 6We,Normal,Inland,Yes,150
2021,LU,Cattle < 6We,Normal,Inland,No,0
2021,LU,Cattle < 6We,Normal,Abroad,Yes,0
2021,LU,Cattle < 6We,Normal,Abroad,No,0
2021,LU,Cattle < 6We,Sanitary,Inland,Yes,51
2021,LU,Cattle < 6We,Sanitary,Inland,No,2
2021,LU,Cattle < 6We,Sanitary,Abroad,Yes,0
2021,LU,Cattle < 6We,Sanitary,Abroad,No,0
2021,LU,Cattle < 8Mo,Normal,Inland,Yes,799
2021,LU,Cattle < 8Mo,Normal,Inland,No,3
2021,LU,Cattle < 8Mo,Normal,Abroad,Yes,0
2021,LU,Cattle < 8Mo,Normal,Abroad,No,0
2021,LU,Cattle < 8Mo,Sanitary,Inland,Yes,140
2021,LU,Cattle < 8Mo,Sanitary,Inland,No,4
2021,LU,Cattle < 8Mo,Sanitary,Abroad,Yes,0
2021,LU,Cattle < 8Mo,Sanitary,Abroad,No,0
2021,LU,Cattle > 6We,Normal,Inland,Yes,9635
2021,LU,Cattle > 6We,Normal,Inland,No,9
2021,LU,Cattle > 6We,Normal,Abroad,Yes,0
2021,LU,Cattle > 6We,Normal,Abroad,No,0
2021,LU,Cattle > 6We,Sanitary,Inland,Yes,800
2021,LU,Cattle > 6We,Sanitary,Inland,No,29
2021,LU,Cattle > 6We,Sanitary,Abroad,Yes,0
2021,LU,Cattle > 6We,Sanitary,Abroad,No,0
2021,LU,Cattle > 8Mo,Normal,Inland,Yes,11175
2021,LU,Cattle > 8Mo,Normal,Inland,No,8
2021,LU,Cattle > 8Mo,Normal,Abroad,Yes,0
2021,LU,Cattle > 8Mo,Normal,Abroad,No,0
2021,LU,Cattle > 8Mo,Sanitary,Inland,Yes,733
2021,LU,Cattle > 8Mo,Sanitary,Inland,No,19
2021,LU,Cattle > 8Mo,Sanitary,Abroad,Yes,0
2021,LU,Cattle > 8Mo,Sanitary,Abroad,No,0
2021,LU,Equidae,Normal,Inland,Yes,43
2021,LU,Equidae,Normal,Inland,No,0
2021,LU,Equidae,Normal,Abroad,Yes,0
2021,LU,Equidae,Normal,Abroad,No,0
2021,LU,Equidae,Sanitary,Inland,Yes,1
2021,LU,Equidae,Sanitary,Inland,No,0
2021,LU,Equidae,Sanitary,Abroad,Yes,0
2021,LU,Equidae,Sanitary,Abroad,No,0
2021,LU,Goats,Normal,Inland,Yes,3715
2021,LU,Goats,Normal,Inland,No,3
2021,LU,Goats,Normal,Abroad,Yes,0
2021,LU,Goats,Normal,Abroad,No,0
2021,LU,Goats,Sanitary,Inland,Yes,3
2021,LU,Goats,Sanitary,Inland,No,0
2021,LU,Goats,Sanitary,Abroad,Yes,0
2021,LU,Goats,Sanitary,Abroad,No,0
2021,LU,Sheep,Normal,Inland,Yes,21075
2021,LU,Sheep,Normal,Inland,No,21
2021,LU,Sheep,Normal,Abroad,Yes,0
2021,LU,Sheep,Normal,Abroad,No,0
2021,LU,Sheep,Sanitary,Inland,Yes,43
2021,LU,Sheep,Sanitary,Inland,No,5
2021,LU,Sheep,Sanitary,Abroad,Yes,0
2021,LU,Sheep,Sanitary,Abroad,No,0
2021,LU,Swine,Normal,Inland,Yes,202427
2021,LU,Swine,Normal,Inland,No,280
2021,LU,Swine,Normal,Abroad,Yes,0
2021,LU,Swine,Normal,Abroad,No,0
2021,LU,Swine,Sanitary,Inland,Yes,2824
2021,LU,Swine,Sanitary,Inland,No,180
2021,LU,Swine,Sanitary,Abroad,Yes,0
2021,LU,Swine,Sanitary,Abroad,No,0
2021,NE,Cattle < 6We,Normal,Inland,Yes,46
2021,NE,Cattle < 6We,Normal,Inland,No,0
2021,NE,Cattle < 6We,Normal,Abroad,Yes,61
2021,NE,Cattle < 6We,Normal,Abroad,No,0
2021,NE,Cattle < 6We,Sanitary,Inland,Yes,0
2021,NE,Cattle < 6We,Sanitary,Inland,No,0
2021,NE,Cattle < 6We,Sanitary,Abroad,Yes,0
2021,NE,Cattle < 6We,Sanitary,Abroad,No,0
2021,NE,Cattle < 8Mo,Normal,Inland,Yes,140
2021,NE,Cattle < 8Mo,Normal,Inland,No,0
2021,NE,Cattle < 8Mo,Normal,Abroad,Yes,102
2021,NE,Cattle < 8Mo,Normal,Abroad,No,0
2021,NE,Cattle < 8Mo,Sanitary,Inland,Yes,0
2021,NE,Cattle < 8Mo,Sanitary,Inland,No,0
2021,NE,Cattle < 8Mo,Sanitary,Abroad,Yes,0
2021,NE,Cattle < 8Mo,Sanitary,Abroad,No,0
2021,NE,Cattle > 6We,Normal,Inland,Yes,557
2021,NE,Cattle > 6We,Normal,Inland,No,0
2021,NE,Cattle > 6We,Normal,Abroad,Yes,198
2021,NE,Cattle > 6We,Normal,Abroad,No,0
2021,NE,Cattle > 6We,Sanitary,Inland,Yes,0
2021,NE,Cattle > 6We,Sanitary,Inland,No,0
2021,NE,Cattle > 6We,Sanitary,Abroad,Yes,0
2021,NE,Cattle > 6We,Sanitary,Abroad,No,0
2021,NE,Cattle > 8Mo,Normal,Inland,Yes,471
2021,NE,Cattle > 8Mo,Normal,Inland,No,0
2021,NE,Cattle > 8Mo,Normal,Abroad,Yes,235
2021,NE,Cattle > 8Mo,Normal,Abroad,No,0
2021,NE,Cattle > 8Mo,Sanitary,Inland,Yes,0
2021,NE,Cattle > 8Mo,Sanitary,Inland,No,0
2021,NE,Cattle > 8Mo,Sanitary,Abroad,Yes,0
2021,NE,Cattle > 8Mo,Sanitary,Abroad,No,0
2021,NE,Equidae,Normal,Inland,Yes,3
2021,NE,Equidae,Normal,Inland,No,0
2021,NE,Equidae,Normal,Abroad,Yes,3
2021,NE,Equidae,Normal,Abroad,No,0
2021,NE,Equidae,Sanitary,Inland,Yes,0
2021,NE,Equidae,Sanitary,Inland,No,0
2021,NE,Equidae,Sanitary,Abroad,Yes,0
2021,NE,Equidae,Sanitary,Abroad,No,0
2021,NE,Goats,Normal,Inland,Yes,45
2021,NE,Goats,Normal,Inland,No,0
2021,NE,Goats,Normal,Abroad,Yes,46
2021,NE,Goats,Normal,Abroad,No,0
2021,NE,Goats,Sanitary,Inland,Yes,0
2021,NE,Goats,Sanitary,Inland,No,0
2021,NE,Goats,Sanitary,Abroad,Yes,0
2021,NE,Goats,Sanitary,Abroad,No,0
2021,NE,Sheep,Normal,Inland,Yes,610
2021,NE,Sheep,Normal,Inland,No,1
2021,NE,Sheep,Normal,Abroad,Yes,250
2021,NE,Sheep,Normal,Abroad,No,0
2021,NE,Sheep,Sanitary,Inland,Yes,0
2021,NE,Sheep,Sanitary,Inland,No,1
2021,NE,Sheep,Sanitary,Abroad,Yes,0
2021,NE,Sheep,Sanitary,Abroad,No,0
2021,NE,Swine,Normal,Inland,Yes,15051
2021,NE,Swine,Normal,Inland,No,4
2021,NE,Swine,Normal,Abroad,Yes,371
2021,NE,Swine,Normal,Abroad,No,0
2021,NE,Swine,Sanitary,Inland,Yes,1
2021,NE,Swine,Sanitary,Inland,No,3
2021,NE,Swine,Sanitary,Abroad,Yes,0
2021,NE,Swine,Sanitary,Abroad,No,0
2021,NW,Cattle < 6We,Normal,Inland,Yes,93
2021,NW,Cattle < 6We,Normal,Inland,No,0
2021,NW,Cattle < 6We,Normal,Abroad,Yes,0
2021,NW,Cattle < 6We,Normal,Abroad,No,0
2021,NW,Cattle < 6We,Sanitary,Inland,Yes,0
2021,NW,Cattle < 6We,Sanitary,Inland,No,0
2021,NW,Cattle < 6We,Sanitary,Abroad,Yes,0
2021,NW,Cattle < 6We,Sanitary,Abroad,No,0
2021,NW,Cattle < 8Mo,Normal,Inland,Yes,411
2021,NW,Cattle < 8Mo,Normal,Inland,No,1
2021,NW,Cattle < 8Mo,Normal,Abroad,Yes,0
2021,NW,Cattle < 8Mo,Normal,Abroad,No,0
2021,NW,Cattle < 8Mo,Sanitary,Inland,Yes,1
2021,NW,Cattle < 8Mo,Sanitary,Inland,No,0
2021,NW,Cattle < 8Mo,Sanitary,Abroad,Yes,0
2021,NW,Cattle < 8Mo,Sanitary,Abroad,No,0
2021,NW,Cattle > 6We,Normal,Inland,Yes,754
2021,NW,Cattle > 6We,Normal,Inland,No,3
2021,NW,Cattle > 6We,Normal,Abroad,Yes,0
2021,NW,Cattle > 6We,Normal,Abroad,No,0
2021,NW,Cattle > 6We,Sanitary,Inland,Yes,21
2021,NW,Cattle > 6We,Sanitary,Inland,No,3
2021,NW,Cattle > 6We,Sanitary,Abroad,Yes,0
2021,NW,Cattle > 6We,Sanitary,Abroad,No,0
2021,NW,Cattle > 8Mo,Normal,Inland,Yes,348
2021,NW,Cattle > 8Mo,Normal,Inland,No,0
2021,NW,Cattle > 8Mo,Normal,Abroad,Yes,0
2021,NW,Cattle > 8Mo,Normal,Abroad,No,0
2021,NW,Cattle > 8Mo,Sanitary,Inland,Yes,9
2021,NW,Cattle > 8Mo,Sanitary,Inland,No,1
2021,NW,Cattle > 8Mo,Sanitary,Abroad,Yes,0
2021,NW,Cattle > 8Mo,Sanitary,Abroad,No,0
2021,NW,Equidae,Normal,Inland,Yes,9
2021,NW,Equidae,Normal,Inland,No,0
2021,NW,Equidae,Normal,Abroad,Yes,0
2021,NW,Equidae,Normal,Abroad,No,0
2021,NW,Equidae,Sanitary,Inland,Yes,0
2021,NW,Equidae,Sanitary,Inland,No,0
2021,NW,Equidae,Sanitary,Abroad,Yes,0
2021,NW,Equidae,Sanitary,Abroad,No,0
2021,NW,Goats,Normal,Inland,Yes,803
2021,NW,Goats,Normal,Inland,No,1
2021,NW,Goats,Normal,Abroad,Yes,0
2021,NW,Goats,Normal,Abroad,No,0
2021,NW,Goats,Sanitary,Inland,Yes,1
2021,NW,Goats,Sanitary,Inland,No,0
2021,NW,Goats,Sanitary,Abroad,Yes,0
2021,NW,Goats,Sanitary,Abroad,No,0
2021,NW,Sheep,Normal,Inland,Yes,457
2021,NW,Sheep,Normal,Inland,No,0
2021,NW,Sheep,Normal,Abroad,Yes,0
2021,NW,Sheep,Normal,Abroad,No,0
2021,NW,Sheep,Sanitary,Inland,Yes,2
2021,NW,Sheep,Sanitary,Inland,No,0
2021,NW,Sheep,Sanitary,Abroad,Yes,0
2021,NW,Sheep,Sanitary,Abroad,No,0
2021,NW,Swine,Normal,Inland,Yes,5228
2021,NW,Swine,Normal,Inland,No,14
2021,NW,Swine,Normal,Abroad,Yes,0
2021,NW,Swine,Normal,Abroad,No,0
2021,NW,Swine,Sanitary,Inland,Yes,7
2021,NW,Swine,Sanitary,Inland,No,1
2021,NW,Swine,Sanitary,Abroad,Yes,0
2021,NW,Swine,Sanitary,Abroad,No,0
2021,OW,Cattle < 6We,Normal,Inland,Yes,26
2021,OW,Cattle < 6We,Normal,Inland,No,0
2021,OW,Cattle < 6We,Normal,Abroad,Yes,0
2021,OW,Cattle < 6We,Normal,Abroad,No,0
2021,OW,Cattle < 6We,Sanitary,Inland,Yes,0
2021,OW,Cattle < 6We,Sanitary,Inland,No,0
2021,OW,Cattle < 6We,Sanitary,Abroad,Yes,0
2021,OW,Cattle < 6We,Sanitary,Abroad,No,0
2021,OW,Cattle < 8Mo,Normal,Inland,Yes,209
2021,OW,Cattle < 8Mo,Normal,Inland,No,1
2021,OW,Cattle < 8Mo,Normal,Abroad,Yes,0
2021,OW,Cattle < 8Mo,Normal,Abroad,No,0
2021,OW,Cattle < 8Mo,Sanitary,Inland,Yes,0
2021,OW,Cattle < 8Mo,Sanitary,Inland,No,0
2021,OW,Cattle < 8Mo,Sanitary,Abroad,Yes,0
2021,OW,Cattle < 8Mo,Sanitary,Abroad,No,0
2021,OW,Cattle > 6We,Normal,Inland,Yes,685
2021,OW,Cattle > 6We,Normal,Inland,No,0
2021,OW,Cattle > 6We,Normal,Abroad,Yes,0
2021,OW,Cattle > 6We,Normal,Abroad,No,0
2021,OW,Cattle > 6We,Sanitary,Inland,Yes,29
2021,OW,Cattle > 6We,Sanitary,Inland,No,1
2021,OW,Cattle > 6We,Sanitary,Abroad,Yes,0
2021,OW,Cattle > 6We,Sanitary,Abroad,No,0
2021,OW,Cattle > 8Mo,Normal,Inland,Yes,311
2021,OW,Cattle > 8Mo,Normal,Inland,No,0
2021,OW,Cattle > 8Mo,Normal,Abroad,Yes,0
2021,OW,Cattle > 8Mo,Normal,Abroad,No,0
2021,OW,Cattle > 8Mo,Sanitary,Inland,Yes,22
2021,OW,Cattle > 8Mo,Sanitary,Inland,No,0
2021,OW,Cattle > 8Mo,Sanitary,Abroad,Yes,0
2021,OW,Cattle > 8Mo,Sanitary,Abroad,No,0
2021,OW,Equidae,Normal,Inland,Yes,1
2021,OW,Equidae,Normal,Inland,No,0
2021,OW,Equidae,Normal,Abroad,Yes,0
2021,OW,Equidae,Normal,Abroad,No,0
2021,OW,Equidae,Sanitary,Inland,Yes,0
2021,OW,Equidae,Sanitary,Inland,No,0
2021,OW,Equidae,Sanitary,Abroad,Yes,0
2021,OW,Equidae,Sanitary,Abroad,No,0
2021,OW,Goats,Normal,Inland,Yes,228
2021,OW,Goats,Normal,Inland,No,0
2021,OW,Goats,Normal,Abroad,Yes,0
2021,OW,Goats,Normal,Abroad,No,0
